;Go_score;Player_Load;cardioWorkload;date;exercises;giorni_dopo_game;giorni_prima_game;intensity;kinematicWorkload;mechanicalWorkload;metabolicWorkload;perceivedWorkload;playerName;rpe;workload;giorno;mese;Go_score+1
4979;;334.2273;0.0;2017-06-26;['6vs8', 'Session', 'Fourth-game', 'sixth-game', 'Warm-up', 'Tournament-6vs6', 'Second-game', 'Fiveth-game', 'First-game', 'Boxes-5vs2', '4vs6', 'Third-game'];-2.0;-2.0;47.3652472157394;32.90508529010677;114.02020762630924;30.21919908735971;48.774568037316726;Player24;4.0;3.295405026871147;26;6;
4980;;252.1744;0.0;2017-06-27;['Hand-ball', 'Warm-up', 'Session', '11vs1', 'Preparation-to the', 'Set-pieces offensi', 'Agility'];-2.0;-2.0;39.02485999360743;25.06541990968684;69.97393972196603;22.20472316789748;0.0;Player24;0.0;2.2393595152828154;27;6;
4981;;277.8852;0.0;2017-06-28;['Set-pieces', 'Session', 'Boxes', 'Intermittent-run', 'Session', 'game', '2nd.half'];-4.0;-4.0;117.26167668935295;58.25792901329884;189.4739456436933;68.71905239720911;57.112461247827895;Player24;6.0;5.644811448589453;28;6;
4983;;256.9553;0.0;2017-06-30;['Session', 'Agility', 'Preparation-to the', 'Hand-ball', 'Warm-up', 'Set-pieces'];-2.0;-2.0;48.46969572622391;28.48062494685349;96.99104048031106;31.722845521800213;11.107433842481212;Player24;1.0;2.663189106290352;30;6;
4986;;376.4217;0.0;2017-07-03;['Game-7vs7', 'Session', 'Passing-drill squa', 'Warm-up', 'Defensive-on count'];-2.0;-2.0;50.687981895478856;40.559900365723074;110.2609649397888;35.44547557399486;38.59065200172553;Player24;3.0;3.215995769947824;3;7;
4987;;436.50469999999996;0.0;2017-07-04;['Session', 'Set-pieces', 'Session', 'Preparation-to the', 'Warm-up', 'Agility'];-4.0;-4.0;95.95221527854468;22.712212155321193;136.8120075484704;37.55500166876987;41.80315536040083;Player24;4.0;4.050398012489996;4;7;
4988;;259.7666;0.0;2017-07-05;['Session', 'Session', 'First-game', 'Second-game', 'Fourth-game', 'Third-game'];-4.0;-4.0;152.30434384320816;0.0;145.72319289681542;64.79689568279596;27.256514634628196;Player24;3.0;5.12478296159159;5;7;
4990;;247.2333;0.0;2017-07-07;['Warm-up', 'Intermittent-run', 'Session', 'Offensive-combinat'];-2.0;-2.0;48.610701602680734;38.120035936015505;80.63839921369137;33.564389030086076;21.50391319152113;Player24;2.0;2.4424213217907877;7;7;
4993;;282.1314;0.0;2017-07-10;['Game-11vs11', 'Passing-drill squa', 'Session', '10vs10-conquer lin'];-2.0;-2.0;54.58302056732282;24.130509632219404;107.01267501226198;24.747471849927678;32.224116714984476;Player24;3.0;2.9245539370789673;10;7;4.5
4994;4.5;243.3654;0.0;2017-07-11;['Warm-up', 'Session'];-2.0;-2.0;39.70616707207528;21.884394432683973;60.601343610627424;20.28997853712608;33.68625225103295;Player24;3.0;1.887110288717892;11;7;4.5
4995;4.5;235.9759;0.0;2017-07-12;['Reactive-shoots', 'Session', 'Warm-up', '11vs1'];-2.0;-2.0;48.75108818682475;26.392918378945627;58.3280434512708;23.221221507412057;21.323645085207964;Player24;2.0;1.7840735973866153;12;7;4.8
4996;4.8;202.0838;0.0;2017-07-13;['Preparation-to the', 'Trow-in', 'Session', 'Warm-up', 'Set-pieces'];-2.0;-2.0;47.72652437348635;0.0;74.78556375852226;23.492858375827037;10.420299574251393;Player24;1.0;2.282793899399705;13;7;5.0
4998;4.5;244.3359;0.0;2017-07-15;['Third-game', 'First-game', 'Session', 'Warm-up', 'Fourth-game', 'Second-game'];-2.0;-2.0;64.41303933238504;25.467213152644547;90.99250987409164;28.342879698958427;30.023626214359197;Player24;3.0;2.577905249378612;15;7;
5000;4.5;300.4668;0.0;2017-07-17;['Possession-6 6vs6 ', 'First-possession', 'Session', 'Second-possession', 'Passing-drill free'];-2.0;-2.0;75.5946956816263;89.90611090801272;146.3520504264061;81.63768367701368;53.054652380320775;Player24;5.0;4.93593576348257;17;7;4.5
5001;4.5;165.554;0.0;2017-07-18;['Session', 'Defensive-line 4vs', 'Warm-up'];-2.0;-2.0;40.50000504642494;15.786158192320736;45.67767698252617;15.429224583862252;20.09042060286444;Player24;2.0;1.3641249338523385;18;7;4.5
5002;4.5;204.9655;0.0;2017-07-19;['Set-pieces', 'Passing-drill clos', 'Session'];-2.0;-2.0;45.2573064404317;22.969960667973822;72.48007041240142;19.759658956421138;20.62351056020831;Player24;2.0;2.0305099436434726;19;7;4.5
5003;4.5;344.6858;0.0;2017-07-20;['Warm-up', '11vs1', 'Reactive-shoots', 'Session', 'Game-11vs11'];-2.0;-2.0;48.991414592337435;37.08090470005219;122.65261286027838;41.4291418350077;38.48937491665809;Player24;3.0;3.5014695762536565;20;7;4.5
5004;4.5;210.0917;0.0;2017-07-21;['Preparation-to-the', 'Set-pieces', 'Warm-up', 'Session'];-2.0;-2.0;47.966517951144496;19.985303391995586;71.82619537234771;23.124176849413754;20.737780873457886;Player24;2.0;2.0191579005638856;21;7;5.0
5006;4.5;255.3325;0.0;2017-07-23;['Session', '4vs4-4 share', 'Second-game', 'Fourth-game', 'Intermittent-run', 'Fiveth-game', 'First-game', 'Third-game', 'sixth-game'];-2.0;-2.0;61.437960103958254;35.320261887912785;143.8409322242687;45.701648590087544;51.17548107282217;Player24;5.0;4.080847432662121;23;7;4.5
5007;4.5;213.7499;0.0;2017-07-24;['Warm-up', 'Session'];-2.0;-2.0;38.06980505714603;17.81986612179214;53.827486825846385;14.773062352107614;21.510979108869552;Player24;2.0;1.5604309420931497;24;7;4.5
5015;4.8;227.2298;0.0;2017-08-01;['Session', 'Warm-up', 'Preparation-to the'];2.0;2.0;57.4;25.2;45.4;21.5;0.0;Player24;0.0;1.6;1;8;4.8
5016;4.8;224.0332;0.0;2017-08-02;['Warm-up', 'Preparation-to the', 'Session'];3.0;1.0;49.2;19.0;48.5;18.9;30.5;Player24;3.0;1.6;2;8;5.0
5019;;87.5049;0.0;2017-08-05;['Session'];-2.0;-2.0;35.05816762723781;0.0;8.299358649116611;2.1659049601255123;4.628279537452395;Player24;0.5;0.2813530844564109;5;8;
5022;4.6;232.8728;0.0;2017-08-08;['11vs-1 set pieces ', 'Session', 'Warm-up', 'Set-pieces'];-2.0;-2.0;37.68146155968158;20.975573443307628;52.355392084483526;18.32609229122965;22.667552880739198;Player24;2.0;1.5871998483696386;8;8;4.8
5024;4.8;164.7147;0.0;2017-08-10;['3vs3', 'Session'];-2.0;-2.0;45.483961018799924;12.278209653931446;42.33211181817732;10.507084030063467;47.439041330443146;Player24;5.0;1.6400502241659534;10;8;4.8
5025;4.8;314.825;0.0;2017-08-11;['11v1', 'Boxes-and set piec', 'Warm-up', 'Session', 'Game-11v11'];-2.0;-2.0;49.467700538768064;29.87336441768563;74.3186003560347;21.478520067646567;34.513775214195434;Player24;3.0;2.245578957132235;11;8;4.8
5026;4.8;189.5097;0.0;2017-08-12;['Session', 'Warm-up', 'Set-pieces', 'Preparation-to the'];-2.0;-2.0;50.940141318336956;22.235230152505192;54.1330556088114;20.675130883190004;19.943491509019413;Player24;2.0;1.6298000375983457;12;8;5.0
5030;4.5;583.7289000000001;0.0;2017-08-16;['Functional-passing', 'Session', '7v7plus7', '7v7-and intermitte', 'Defensive-line 5v7', 'Warm-up', 'Session'];-4.0;-4.0;116.6642671042188;73.4974120661156;258.5227792038524;82.6605152893185;119.51961256503117;Player24;11.0;7.701606564387628;16;8;
5031;;299.3871;0.0;2017-08-17;['Warm-up', '11v1-and strength', 'Session', 'Game-11vs11'];-2.0;-2.0;46.15129281200049;29.32063046699484;92.27807264776754;29.717716127789025;47.01787485154507;Player24;4.0;2.7915906386386746;17;8;4.8
5032;4.8;315.72900000000004;0.0;2017-08-18;['Core-and set piece', 'Session', 'Game-11v11', 'Tactic-warm up'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;3.0;0.0;18;8;5.0
5033;5.0;159.6384;0.0;2017-08-19;['Warm-up', '11v10', 'Session'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;3.0;0.0;19;8;5.0
5034;5.0;150.5416;0.0;2017-08-20;['Session'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;4.0;0.0;20;8;
5036;4.8;248.5989;0.0;2017-08-22;['Warm-up', 'Session', 'Defensive-line'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;3.0;0.0;22;8;4.8
5037;4.8;355.3803;0.0;2017-08-23;['11v1-and set piece', '5v2', 'Session', 'Game-11v11'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;3.0;0.0;23;8;
5038;;227.7593;0.0;2017-08-24;['11v10', 'Session', 'Warm-up', 'Set-pieces'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;2.0;0.0;24;8;
5042;;374.1879;0.0;2017-08-28;['Intermittent-run 2', '11v0', 'Warm-up', 'Session', 'Session'];-4.0;-4.0;0.0;0.0;0.0;0.0;0.0;Player24;5.0;0.0;28;8;
5043;;570.2991;0.0;2017-08-29;['Game-11v11', 'Passing-drill squa', 'Session', 'Session'];-4.0;-4.0;0.0;0.0;0.0;0.0;0.0;Player24;6.0;0.0;29;8;
5049;;253.6808;0.0;2017-09-04;['Passing-drill', 'Possession-10v10 c', 'Warm-up', 'Session'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player24;4.0;0.0;4;9;
5296;;299.8262;0.0;2017-06-12;['Run-and passing dr', 'Passing-drill 1', 'Run-2', 'Session', 'Passing-drill 3', 'Run-1', 'Passing-drill 2', 'Run-3'];-2.0;-2.0;51.9408964160959;0.0;30.65080297566988;5.516104368792111;39.79090706081254;Player25;3.5;1.458656749428209;12;6;
5297;;417.583;0.0;2017-06-13;['Session', 'Second-half game', 'First-half game', 'Theme-game 10vs10 ', 'Possession-10vs10 ', 'Square-5vs5 20x20m', 'warm-up and mov sk'];-2.0;-2.0;46.8574623352717;33.55961611639798;90.09278919454836;25.48190819065631;95.66360404505409;Player25;7.0;3.4499829059956277;13;6;
5298;;81.9264;0.0;2017-06-14;['Warm-up', 'Yo-yo-IRT L2', 'Session'];-2.0;-2.0;64.5334551825984;0.0;52.45130712524395;17.02373226258414;90.34580360495414;Player25;10.0;3.0555020466255836;14;6;
5299;;235.5165;0.0;2017-06-15;['Aerobic-work', 'Game-half pitch', 'Rehab', 'Session'];-2.0;-2.0;53.284578485819104;20.28878538657179;42.998922839841775;15.012435339238428;51.53448983244376;Player25;5.0;1.7926445260693242;15;6;
5300;;578.2127;0.0;2017-06-16;['Session', 'First-possession', 'Aerobic-work', 'First-intermittent', 'Second-possession', 'Warm-up', 'Second-intermitten', 'Game-66m', 'Session', 'Shifting-and ball ', 'Warm-up'];-4.0;-4.0;81.74310617649442;39.59261756060992;132.29384550104578;45.3458389165754;110.17713262730412;Player25;9.0;4.820343277263032;16;6;
5301;;403.6412;0.0;2017-06-17;['11vs1', 'Warm-up', 'Session', '4vs4-plus 2 and 4v', 'Warm-up', 'Defensive-tactic', 'Session'];-4.0;-4.0;56.744171922703146;22.23430890537013;69.6920608924445;19.62184714540711;95.16937331761301;Player25;8.0;3.1674487760527437;17;6;
5302;;77.7155;0.0;2017-06-18;['Session'];-2.0;-2.0;19.887164287284968;0.0;7.177002624122879;1.03666159341381;9.399290301042164;Player25;1.0;0.3426984730162353;18;6;
5303;;638.8996;0.0;2017-06-19;['First-aerobic work', '11vs1', 'Second-half-game', 'Warm-up', 'Second-aerobic wor', 'First-half game', 'Aerobic-work plus ', 'Session', 'Warm-up plus mov. ', 'Session', '1vs1-2vs2 4vs4 4vs'];-4.0;-4.0;90.74026548483515;103.50756320468255;178.10958435573758;92.27871556236488;129.53694360040765;Player25;10.0;6.573386534731957;19;6;
5304;;459.5984;0.0;2017-06-20;['Warm-up pre match', 'Functional-trainin', 'Second-half', 'Game-11vs11', 'Session', 'First-half'];-2.0;-2.0;46.450684661195574;45.529056787469365;87.33575216942944;36.465814014000884;119.35413568542742;Player25;8.0;3.974574970663194;20;6;
5305;;83.7152;0.0;2017-06-21;['Session'];-2.0;-2.0;16.131166898289138;0.0;3.301661198043595;0.6926851671147152;9.782585526936971;Player25;1.0;0.29871915321815257;21;6;
5306;;697.2248;0.0;2017-06-22;['Hand-ball', 'Preparation-to the', 'Set-pieces', 'Session', 'Warm-up', 'Boxes', 'Game-position 4vs3', 'Warm-up', 'Aerobic-circuit', 'Session', 'Build-up'];-4.0;-4.0;86.59846573659422;76.43269416614456;176.03034955298656;81.18757343786868;90.47776287349384;Player25;7.0;5.704924952293338;22;6;
5307;;87.6309;0.0;2017-06-23;['Session'];-2.0;-2.0;16.671747128925535;6.207465747530832;20.779912340858488;5.6470769392942675;59.33020142597307;Player25;6.0;1.5855400631774843;23;6;
5309;;560.2661;0.0;2017-06-25;['Session', 'First-game 9vs9', 'Possession-game 6v', 'Warm-up', 'First-intermittent', 'Second-game 9vs9', 'Second-intermitten', 'Warm-up', 'Defensive-line org', '4vs6-last 20 m', 'Session'];-4.0;-4.0;94.73196194028276;107.47814667350139;207.04418065228438;120.22391746798498;81.6384859046471;Player25;7.0;6.956773669309465;25;6;
5310;;326.7165;0.0;2017-06-26;['6vs8', 'Third-game', 'sixth-game', 'Fiveth-game', 'Fourth-game', 'Warm-up', 'First-game', '4vs6', 'Second-game', 'Session', 'Boxes-5vs2', 'Tournament-6vs6'];-2.0;-2.0;48.81728742496096;46.571814991409006;102.40060423451608;45.19452717515372;73.16185205597509;Player25;6.0;3.539952293290309;26;6;
5311;;273.0709;0.0;2017-06-27;['Preparation-to the', 'Session', '11vs1', 'Agility', 'Warm-up', 'Hand-ball', 'Set-pieces offensi'];-2.0;-2.0;42.460150933279316;0.0;61.840864097132396;19.712051963014726;0.0;Player25;0.0;2.294792328532309;27;6;
5312;;408.70079999999996;0.0;2017-06-28;['Session', 'Boxes', 'Set-pieces', 'Intermittent-run', 'game', 'Session', '1st.half'];-4.0;-4.0;106.29735151653145;110.15653694222485;130.82896523097898;74.43381384801181;71.72820861360468;Player25;7.0;5.221476988011914;28;6;
5314;;246.8303;0.0;2017-06-30;['Preparation-to the', 'Warm-up', 'Hand-ball', 'Session', 'Agility', 'Set-pieces'];-2.0;-2.0;42.95857089403236;27.98622319435169;68.6913107746163;28.780568649013095;22.214867684962424;Player25;2.0;2.065118995154989;30;6;
5338;5.0;261.9182;0.0;2017-07-24;['Session'];-2.0;-2.0;64.40856307415078;0.0;0.0;0.0;19.49604596644249;Player25;2.0;0.9748022983221248;24;7;5.0
5339;5.0;284.5319;0.0;2017-07-25;['Session'];-2.0;-2.0;53.460792339357546;0.0;0.0;4.858228969273047;24.573249426909005;Player25;2.5;0.8856120596196224;25;7;
5340;;213.4481;0.0;2017-07-26;['Session'];-2.0;-2.0;60.20491544716357;0.0;68.32398639052022;28.50264871911332;28.51102960021377;Player25;3.0;2.290095869383607;26;7;
5342;;190.5449;0.0;2017-07-28;['Passing-drill squa', 'Session'];-2.0;-2.0;46.580705794070575;40.71865673271786;31.09897249575097;27.005048617759037;28.424707748030443;Player25;3.0;1.6129150159371497;28;7;
5346;5.0;127.0909;0.0;2017-08-01;['Session'];2.0;2.0;81.7;84.1;0.0;62.4;18.2;Player25;2.0;3.1;1;8;5.0
5347;5.0;239.1954;0.0;2017-08-02;['Session'];3.0;1.0;55.1;22.7;0.0;17.7;47.6;Player25;5.0;1.6;2;8;4.5
5350;;310.1799;0.0;2017-08-05;['Session', 'Block-1', 'Block-2', 'Set-pieces', 'Warm-up'];-2.0;-2.0;45.45483157002882;39.373594230502476;74.72385418392841;45.51964820843608;34.30034041618545;Player25;3.0;2.5473621199702885;5;8;
5353;4.3;288.4087;0.0;2017-08-08;['Warm-up', 'Set-pieces', '11vs-1 set pieces ', 'Session'];-2.0;-2.0;35.54725857505497;21.41546228284986;57.5522457629716;26.488059046960522;22.667552880739198;Player25;2.0;1.7653466803339968;8;8;4.6
5356;4.8;375.0507;0.0;2017-08-11;['Session', '11v1', 'Game-11v11', 'Boxes-and set piec', 'Warm-up'];-2.0;-2.0;45.66936977627812;28.70698372140899;52.110673214611225;23.49571722683941;34.513775214195434;Player25;3.0;1.817082583566452;11;8;4.8
5357;4.8;229.5249;0.0;2017-08-12;['Set-pieces', 'Preparation-to the', 'Warm-up', 'Session'];-2.0;-2.0;51.19096620286714;52.85079879413726;47.83011399483053;30.94545393633127;29.915237263529114;Player25;3.0;2.0816864073683905;12;8;4.8
5361;4.3;586.5068;0.0;2017-08-16;['Session', 'Functional-passing', '7v7-and intermitte', '7v7plus7', 'Warm-up', 'Defensive-line 5v7', 'Session'];-4.0;-4.0;105.60356735453229;39.87427940533717;237.61235583026274;93.96330707672251;97.93770933002182;Player25;9.0;7.31806302610324;16;8;
5362;;339.4777;0.0;2017-08-17;['Game-11vs11', 'Session', '11v1-and strength', 'Warm-up'];-2.0;-2.0;42.432497371104496;35.046717922039136;49.92080849155957;25.789477418055576;58.77234356443135;Player25;5.0;2.2135442551355697;17;8;4.8
5363;4.8;200.0768;0.0;2017-08-18;['Session', 'Tactic-warm up', 'Core-and set piece'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;3.0;0.0;18;8;4.8
5364;4.8;124.3043;0.0;2017-08-19;['Session', 'Warm-up'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;2.0;0.0;19;8;4.5
5373;;360.5727;0.0;2017-08-28;['Intermittent-run 2', '11v0', 'Warm-up', 'Session'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;28;8;
5374;;406.5267;0.0;2017-08-29;['Session', 'Session'];-4.0;-4.0;0.0;0.0;0.0;0.0;0.0;Player25;3.0;0.0;29;8;
5375;;190.02;0.0;2017-08-30;['Session'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;30;8;
5380;;259.2226;0.0;2017-09-04;['Warm-up', 'Passing-drill', 'Session', 'Possession-10v10 c'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;4;9;
5381;;523.1671;0.0;2017-09-05;['Warm-up', 'Defensive-line', 'Session', 'Game-11v11'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;5;9;
5382;;392.5021;0.0;2017-09-06;['Run-1', 'Defensive-phase 2', 'Passing-drill', 'Intermittent-run-2', 'Defensive-phase 3', 'Session', 'Run-3', 'Defensive-phase 1'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;6;9;
5383;;205.403;0.0;2017-09-07;['Session', 'Rotational-power a', 'Set-pieces and gen'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;2.0;0.0;7;9;
5384;;354.3469;0.0;2017-09-08;['11v1', 'Session', 'Passing-drill dami', 'Game-11v11 with se'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;4.0;0.0;8;9;
5385;;214.4579;0.0;2017-09-09;['Session', 'Warm-up', '10v11'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;3.0;0.0;9;9;
5388;;371.3533;0.0;2017-09-12;['Set-pieces', 'Session', 'Defensive-line', 'Warm-up'];-2.0;-2.0;0.0;0.0;0.0;0.0;0.0;Player25;2.0;0.0;12;9;
5389;;377.8645;0.0;2017-09-13;['Session', 'int-run 15 15 2', 'Int-run 15 15 1', '5v7-plus 1 per 2', '5v5-plus 3 per 2 1', 'Int-run 15 15 3', 'Boxes-6v2', '5v5-plus 3 per 2 2'];-2.0;-2.0;58.8;97.7;126.5;85.6;22.2;Player25;2.0;4.6;13;9;
5390;;423.0956;0.0;2017-09-14;['Damiano-2 version', '11v1', 'Game-11v11', 'Session'];-2.0;-2.0;57.1;41.6;108.7;53.6;36.1;Player25;3.0;3.3;14;9;
5391;;260.8756;0.0;2017-09-15;['Session', 'Warm-up', 'Set-pieces', '10v11'];-2.0;-2.0;45.6;27.5;51.2;26.9;31.6;Player25;3.0;1.8;15;9;
5392;;65.3445;0.0;2017-09-16;['Session'];-2.0;-2.0;129.70057934201122;47.62113918285489;0.0;19.789577878079978;0.0;Player25;0.0;1.8232526873919004;16;9;
5394;;221.6159;0.0;2017-09-18;['Session', '10v11', 'Warm-up'];-2.0;-2.0;58.6;46.1;51.0;25.9;28.9;Player25;3.0;2.0;18;9;
5395;;55.5376;0.0;2017-09-19;['Session'];-2.0;-2.0;115.10495212114607;15.891530979205804;0.0;13.123612736562267;0.0;Player25;0.0;0.7286717094500761;19;9;
5397;;270.697;0.0;2017-09-21;['Set-pieces', 'Session', '10v11', 'Warm-up'];-2.0;-2.0;52.8;47.1;50.7;28.1;30.7;Player25;3.0;2.0;21;9;
5400;4.6;252.8579;0.0;2017-09-24;['Session', 'Def-line 3v3 4v6 5v8', 'Warm-up'];-2.0;-2.0;48.5;40.4;71.6;37.7;41.3;Player25;4.0;2.5;24;9;4.6
5401;4.6;378.5807;0.0;2017-09-25;['Boxes-5v2', 'Position game 2x(4v4+2J) + 2x(4v4+3J)', 'Session', 'Possession-10v10'];-2.0;-2.0;49.6;28.5;77.9;28.3;33.5;Player25;3.0;2.3;25;9;4.5
5402;4.5;284.4296;0.0;2017-09-26;['Pass-drill free and cover ball circuit', 'Set-pieces', 'Session', 'General-strength'];-2.0;-2.0;30.74274365269348;0.0;31.66906389522747;10.999847379412609;0.0;Player25;0.0;1.1852880717205259;26;9;4.8
5403;4.8;0.0;0.0;2017-09-27;['11v442', 'Session', 'Boxes-5v2', 'Game-11v11'];-2.0;-2.0;43.6;28.8;61.9;25.8;34.9;Player25;3.0;2.0;27;9;5.0
5404;5.0;232.72799999999998;0.0;2017-09-28;['10v11', 'Warm-up', 'Session'];-2.0;-2.0;49.1;28.8;60.1;33.3;30.3;Player25;3.0;2.0;28;9;5.0
5409;5.0;509.4772;0.0;2017-10-03;['Int-run 20 40', 'Warm-up', 'Session', 'Defensive-phase counter attack', 'Game-11v11'];-2.0;-2.0;64.4;116.6;148.7;108.8;50.6;Player25;4.0;5.6;3;10;5.0
5410;5.0;632.9443;0.0;2017-10-04;['Session', 'Session', 'Damiano-2 version', 'Game-11v11', '11v442'];-4.0;-4.0;115.7;131.0;226.0;123.5;76.3;Player25;7.0;7.6;4;10;
5411;;529.6659999999999;0.0;2017-10-05;['Session'];-1.0;-1.0;67.3;62.0;81.8;68.9;61.9;Player25;5.0;3.5;5;10;
5415;5.0;301.5016;0.0;2017-10-09;['Session', 'Passing-drill squa', 'Possession-10v10 c', 'Game-11v11'];-2.0;-2.0;71.3;0.0;82.9;29.9;40.3;Player25;4.0;2.8;9;10;4.8
5416;4.8;257.1814;0.0;2017-10-10;['Warm-up', 'Situational-cross and finalizations', 'Session', 'Anticipation-and free cover ball'];-2.0;-2.0;32.0;0.0;23.3;11.7;20.9;Player25;2.0;1.0;10;10;5.0
5417;5.0;545.5069;0.0;2017-10-11;['int-run 10 10 1', 'Boxes-6v2', 'Game-11v11', 'Session', 'Int-run 10 10 3', '2nd-11v11 build up', 'Int-run 10 10 2', '3rd-11v11 build up', '1st-11v11 build up'];-2.0;-2.0;67.9;61.4;214.5;94.1;50.4;Player25;4.0;6.2;11;10;5.0
5418;5.0;270.6392;0.0;2017-10-12;['Session'];-2.0;-2.0;21.9;0.0;29.2;8.8;36.1;Player25;3.0;1.4;12;10;5.0
5419;5.0;272.7613;0.0;2017-10-13;['Session'];-2.0;-2.0;58.2;26.9;79.7;34.5;20.0;Player25;2.0;2.3;13;10;5.0
5432;4.4;338.8987;0.0;2017-10-26;['10v11-plus-10v1', 'Session', 'Warm-up'];-2.0;-2.0;26.3;23.5;54.9;24.3;40.6;Player25;3.0;1.9;26;10;4.4
5433;4.4;318.4746;0.0;2017-10-27;['11v1', 'Boxes-5v2', 'Session', 'Set-pieces'];-2.0;-2.0;26.7;0.0;33.9;13.2;6.0;Player25;0.5;1.1;27;10;
5434;;272.9059;0.0;2017-10-28;['Session', '10v11', 'Set-pieces', 'Warm-up'];-2.0;-2.0;39.4;0.0;68.3;29.8;32.7;Player25;3.0;2.3;28;10;5.0
5435;5.0;71.2305;0.0;2017-10-29;['Session'];-2.0;-2.0;135.6;19.1;0.0;20.2;26.6;Player25;3.0;1.1;29;10;
5437;4.6;233.2286;0.0;2017-10-31;['Session', 'Defensive-phase co', 'Warm-up'];2.0;3.0;50.6;32.8;35.5;35.0;0.0;Player25;0.0;1.7;31;10;4.4
5438;4.4;253.9035;0.0;2017-11-01;['Set-pieces', '11v1', 'Session'];3.0;2.0;47.5;0.0;45.7;22.2;30.4;Player25;3.0;1.7;1;11;5.0
5439;5.0;326.8894;0.0;2017-11-02;['Warm-up', 'Session'];4.0;1.0;52.5;27.9;52.9;40.8;31.7;Player25;3.0;2.0;2;11;5.0
5444;;319.5258;0.0;2017-11-07;['Session', 'Possession-10v10 conquer line', 'Game-11v11', 'Passing-drill square'];-2.0;-2.0;70.5;29.0;84.1;33.8;40.5;Player25;4.0;2.6;7;11;4.4
5445;4.4;722.3732;0.0;2017-11-08;['Warm-up', 'Defensive-phase 5v6', 'Session', 'Int-run 20 40 2', 'Int-run 20 40 3', '1st-11v11 build up plus negative transition', 'Game-11v11', 'Passing-drill damiano', '2nd-11v11 build up plus negative tranistion', 'Int-run 20 40 1', 'Session', '3rd-11v11 build up plus negative transition'];-4.0;-4.0;113.1;102.6;290.9;143.3;107.9;Player25;9.0;9.5;8;11;
5446;;263.9301;0.0;2017-11-09;['10v11', 'Warm-up', 'Set-pieces', 'Session'];-2.0;-2.0;55.6;25.5;74.7;39.2;30.6;Player25;3.0;2.3;9;11;
5452;4.3;194.3737;0.0;2017-11-15;['Session'];-2.0;-2.0;24.5;0.0;21.1;7.6;20.6;Player25;2.0;0.9;15;11;4.8
5453;4.8;457.2468;0.0;2017-11-16;['Passing-drill damiano', 'Game-11v11', 'Session', '11v442'];-2.0;-2.0;56.5;39.7;98.2;33.6;36.2;Player25;3.0;2.9;16;11;4.8
5456;4.6;163.1913;0.0;2017-11-19;['Session'];-2.0;-2.0;102.76522418159644;0.0;0.0;0.0;0.0;Player25;0.0;0.0;19;11;4.8
5458;4.8;267.488;0.0;2017-11-21;['Warm-up', 'Session', '1st-int-run 20 40', '1st-5v4 plus 4 per 2'];-2.0;-2.0;57.2;57.4;49.4;41.0;30.0;Player25;3.0;2.3;21;11;4.8
5464;4.8;82.9605;0.0;2017-11-27;['Session'];-2.0;-2.0;60.16649872216993;0.0;0.0;3.4778408797967155;9.004751831980467;Player25;1.0;0.34128604707184546;27;11;4.8
5466;4.8;85.1712;0.0;2017-11-29;['Session'];-2.0;-2.0;109.8790031297533;0.0;0.0;25.38349695431324;26.80904888355453;Player25;3.0;1.3053002622339651;29;11;4.8
5468;4.8;303.14799999999997;0.0;2017-12-01;['Session', 'Warm-up', '10v11'];-2.0;-2.0;47.67304048190429;25.164906694377976;73.83220077301415;26.716690702144877;22.21379446197999;Player25;2.0;2.1347863807645644;1;12;4.8
5472;4.8;414.5874;0.0;2017-12-05;['Warm-up', 'Int-run 20 40', 'Passing-drill damiano', 'Session', 'Game-11v11'];-2.0;-2.0;72.0840863589069;71.27244182570564;99.69707642045813;68.78797524546256;56.012027478232056;Player25;5.0;3.7822282429787553;5;12;4.1
5473;4.1;275.2862;0.0;2017-12-06;['Situational-cross and finalisations', 'Session', 'Warm-up'];-2.0;-2.0;56.88482249307314;39.512472007532075;78.62920810148519;39.87934187948368;41.22759186595501;Player25;4.0;2.626055032103665;6;12;4.4
