;Go_score;Player_Load;cardioWorkload;date;exercises;giorni_dopo_game;giorni_prima_game;intensity;kinematicWorkload;mechanicalWorkload;metabolicWorkload;perceivedWorkload;playerName;rpe;workload;giorno;mese;Go_score+1
897;4.4;315.7757;0.0;2018-02-02;['Boxes-5v2', 'Session', 'Game-11v11', 'offensive-phase 11v1'];-2.0;2.0;55.0;32.4;81.3;42.9;45.5;Player11;4.0;2.7;2;2;4.6
898;4.6;225.1764;0.0;2018-02-03;['Warm-up', '10v11', 'Session'];-2.0;1.0;57.8;27.3;59.1;32.1;30.7;Player11;3.0;2.0;3;2;5.0
901;;155.3961;0.0;2018-02-06;['Passing-drill freccia', 'Int-run 20 40 1', 'Warm-up', '1st-block game position 4v4 plus 3J', 'Session'];2.0;5.0;0.0;0.0;0.0;0.0;0.0;Player11;3.0;0.0;6;2;4.3
902;4.3;372.5399;0.0;2018-02-07;['Session'];3.0;4.0;66.1;0.0;0.0;0.0;33.7;Player11;3.0;1.7;7;2;4.3
903;4.3;160.2902;0.0;2018-02-08;['Boxes-9v2', 'Set-pieces', 'Session'];4.0;3.0;34.5;0.0;48.1;13.2;30.5;Player11;3.0;1.7;8;2;4.3
904;4.3;286.4664;0.0;2018-02-09;['Game-11v11', 'Offensive-phase 11v1', 'Session', 'Boxes-5v2'];5.0;2.0;65.7;42.2;84.4;67.8;42.7;Player11;4.0;3.1;9;2;4.8
905;4.8;244.0225;0.0;2018-02-10;['Warm-up', 'Session', '10v11'];6.0;1.0;63.2;35.8;56.2;38.0;31.0;Player11;3.0;2.1;10;2;5.0
908;3.8;243.3382;0.0;2018-02-13;['Session', '2nd-block possession 10v10', 'Int-run 20 40 1', '1st-block possession 10v10', 'Int-run 20 40 2', 'Warm-up', 'Passing-drill square'];2.0;3.0;73.6;53.2;29.2;49.9;40.2;Player11;4.0;2.2;13;2;4.4
909;4.4;199.6576;0.0;2018-02-14;['Game-11v11', 'Session', 'Offensive-phase 11v11', 'Boxes-5v2'];3.0;2.0;47.2;25.4;18.9;18.9;30.8;Player11;3.0;1.2;14;2;4.6
910;4.6;198.5479;0.0;2018-02-15;['10v11', 'Session', 'Warm-up'];4.0;1.0;53.1;0.0;19.1;20.9;20.2;Player11;2.0;1.0;15;2;5.0
913;3.8;243.2949;0.0;2018-02-18;['Passing-drill square', 'Int-run 20 40 2', '1st-block possession 10v10', 'Int-run 20 40 1', 'Warm-up', '2nd-block possession 10v10', 'Session'];2.0;-2.0;82.3;34.0;30.0;43.1;40.3;Player11;4.0;1.9;18;2;4.6
914;4.6;278.4967;0.0;2018-02-19;['Game-11v11', 'Session', 'Warm-up', 'Defensive-phase 5v6 on counter attack'];-1.0;-1.0;69.7;56.0;50.3;56.2;44.6;Player11;4.0;2.6;19;2;4.6
915;4.6;129.9722;0.0;2018-02-20;['Session', 'Set-pieces defensi'];4.0;3.0;41.9;0.0;23.3;6.5;19.3;Player11;2.0;0.9;20;2;4.8
916;4.8;284.6591;0.0;2018-02-21;['Boxes-5v2', 'Game-11v11', 'Session', 'Offensive-phase 11'];5.0;2.0;65.8;38.2;38.3;53.2;33.0;Player11;3.0;2.1;21;2;4.8
917;4.8;235.3846;0.0;2018-02-22;['Warm-up', '10v11', 'Set-pieces offensi', 'Session'];6.0;1.0;60.6;34.4;32.8;29.1;32.1;Player11;3.0;1.6;22;2;5.0
920;4.6;229.3547;0.0;2018-02-25;['Int-run 20 40 1', 'Int-run 20 40 2', 'Passing-drill square', 'Session', 'Block-2 10v11', 'Block-1 10v11'];2.0;4.0;87.9;72.9;19.9;64.4;29.8;Player11;3.0;2.6;25;2;4.6
924;5.0;279.7339;0.0;2018-03-01;['Attacking-defending on cross', 'Session', 'Warm-up', 'Game-11v11', 'Defensive-phase 5v6'];0.0;0.0;61.6;38.6;51.7;43.7;45.2;Player11;4.0;2.3;1;3;4.8
925;4.8;313.9654;0.0;2018-03-02;['Int-run 5 15', 'Block-2 defensive phase 5v5 plus 2J situational', 'Session', 'Int-run 10 10', 'Block-3 defensive phase 5v5 plus 2J situational', 'Warm-up', 'Block-1 defensive phase 5v5 plus 2J situational', 'Int-run 15 15'];-2.0;4.0;64.7;82.4;54.9;81.6;59.2;Player11;5.0;3.5;2;3;4.4
926;4.4;96.5387;0.0;2018-03-03;['Session'];-2.0;3.0;45.3;0.0;18.9;13.9;18.7;Player11;2.0;0.9;3;3;4.8
927;4.8;334.9196;0.0;2018-03-04;['Boxes 8v2 plus 7v3', 'Session', 'Penalty', 'Game-11v11 plus set pieces defensive', 'Offensive-phase 11v1'];-2.0;2.0;65.0;41.6;39.5;56.1;35.4;Player11;3.0;2.2;4;3;4.8
928;4.8;215.5974;0.0;2018-03-05;['Session', 'Warm-up', '10v11'];-2.0;1.0;61.6;29.2;27.4;31.9;31.1;Player11;3.0;1.5;5;3;5.0
931;4.1;186.6808;0.0;2018-03-08;['Session', 'Defensive-phase shifting and build up', 'Warm-up', 'Offensive-phase 11v12'];2.0;2.0;54.8;0.0;18.5;26.7;20.7;Player11;2.0;1.1;8;3;4.4
932;4.4;235.8506;0.0;2018-03-09;['Warm-up', '10v11', 'Session'];3.0;1.0;45.2;28.7;21.6;25.1;23.7;Player11;2.0;1.2;9;3;5.0
937;4.0;213.5932;0.0;2018-03-14;['Session'];4.0;2.0;47.1;0.0;0.0;0.0;10.1;Player11;1.0;0.5;14;3;4.5
947;4.5;289.6803;0.0;2018-03-24;['Session'];0.0;0.0;47.5;0.0;18.6;16.9;31.9;Player11;3.0;1.2;24;3;
949;4.5;298.0513;0.0;2018-03-26;['Passing-drill boxes plus freccia', 'Session', 'Int-run 20 40', 'Game-8v8 plus 1J', 'Warm-up'];2.0;5.0;77.2;61.7;45.9;61.7;0.0;Player11;0.0;2.5;26;3;4.5
950;4.5;274.5181;0.0;2018-03-27;['Block-1', 'Warm-up', 'Block-4', 'Defensive-phase 7 plus 1 vs 8', 'Block-2', 'Block-3', 'Session'];3.0;4.0;0.0;0.0;0.0;0.0;0.0;Player11;5.0;0.0;27;3;4.3
951;4.3;131.5047;0.0;2018-03-28;['Boxes-8v2', 'Session', 'Set-pieces defensive'];4.0;3.0;0.0;0.0;0.0;0.0;0.0;Player11;2.0;0.0;28;3;4.5
952;4.5;259.6588;0.0;2018-03-29;['Offensive-phase 11v1 plus 11v7', 'Session', 'Game-11v11', 'Warm-up'];5.0;2.0;65.5;29.8;32.2;25.6;41.8;Player11;4.0;1.6;29;3;4.8
953;4.8;222.0706;0.0;2018-03-30;['10v11', 'Session', 'Warm-up'];6.0;1.0;57.1;25.9;20.2;22.3;21.2;Player11;2.0;1.1;30;3;5.0
957;4.3;295.121;0.0;2018-04-03;['Passing-drill boxes plus square', 'Int-run 20 40', 'Warm-up', 'Session', 'Game-11v11'];-2.0;6.0;78.7;0.0;35.1;57.1;42.2;Player11;4.0;2.3;3;4;4.8
958;4.8;270.1221;0.0;2018-04-04;['Defensive-phase', 'Session', 'Warm-up'];-2.0;5.0;52.4;35.6;48.9;37.9;34.0;Player11;3.0;2.0;4;4;4.1
959;4.1;380.6731;0.0;2018-04-05;['Session', '2nd-half', '1st-half', 'Warm-up'];-2.0;4.0;77.1;55.8;43.1;60.6;82.1;Player11;7.0;3.1;5;4;3.8
960;3.8;179.3198;0.0;2018-04-06;['Role-specific drill', 'Boxes-8v2', 'Session', 'Set-pieces defensive'];-2.0;3.0;45.1;0.0;31.1;15.6;20.4;Player11;2.0;1.2;6;4;4.6
961;4.6;324.8166;0.0;2018-04-07;['Warm-up', 'Game-11v11', 'Session', 'Offensive-phase build up', 'Offensive-phase 11v1'];-2.0;2.0;57.6;36.8;30.7;31.9;35.6;Player11;3.0;1.7;7;4;4.4
962;4.4;195.67;0.0;2018-04-08;['Session'];-2.0;1.0;55.8;36.2;22.2;22.4;20.6;Player11;2.0;1.3;8;4;5.0
965;3.8;280.9177;0.0;2018-04-11;['Session', 'Int-run 20 40', 'Passing-drill (boxes plus croce)', 'Warm-up', 'Possession-10v10 4 gates'];2.0;3.0;64.7;32.3;38.6;39.6;54.1;Player11;5.0;2.1;11;4;4.6
966;4.6;268.9055;0.0;2018-04-12;['Warm-up', 'Session', 'Role-specific drill', 'Game-11v11'];3.0;2.0;66.4;0.0;36.9;29.2;42.6;Player11;4.0;1.8;12;4;4.8
967;4.8;171.5208;0.0;2018-04-13;['Boxes-5v2', '10v11', 'Session'];4.0;1.0;50.9;25.9;17.4;20.3;29.5;Player11;3.0;1.2;13;4;5.0
970;4.0;312.7927;0.0;2018-04-16;['Session', 'Passing-drill boxes plus specchio', 'Warm-up', 'Int-run 20 40', 'Possession-10v10 4 gates'];2.0;3.0;70.9;0.0;33.4;44.2;33.4;Player11;3.0;1.9;16;4;5.0
971;5.0;315.0159;0.0;2018-04-17;['Role-specific drill defenders', 'Session', 'Game-11v11', 'Warm-up'];3.0;2.0;81.6;36.0;39.5;42.4;42.0;Player11;4.0;2.0;17;4;5.0
972;5.0;204.5406;0.0;2018-04-18;['10v11', 'Boxes-5v2', 'Session'];4.0;1.0;60.8;26.5;24.9;36.0;30.2;Player11;3.0;1.5;18;4;5.0
975;4.0;184.8999;0.0;2018-04-21;['Warm-up', 'Set-pieces', 'Session'];2.0;2.0;41.3;0.0;27.1;12.5;21.1;Player11;2.0;1.1;21;4;4.6
976;4.6;259.7749;0.0;2018-04-22;['Offensive-phase 11v1', '10v11', 'Boxes-5v2', 'Session'];3.0;1.0;53.8;0.0;23.0;14.3;32.5;Player11;3.0;1.2;22;4;5.0
979;3.6;141.7982;0.0;2018-04-25;['Session'];2.0;3.0;70.2;0.0;11.9;33.6;28.2;Player11;3.0;1.3;25;4;4.3
980;4.3;297.7347;0.0;2018-04-26;['Warm-up', 'Role-specific drill', 'Session', 'Game-11v11'];3.0;2.0;68.8;34.5;30.8;26.1;43.2;Player11;4.0;1.7;26;4;4.6
981;4.6;205.6436;0.0;2018-04-27;['Session', '10v11', 'Boxes 5v2'];4.0;1.0;55.6;0.0;24.2;25.3;30.9;Player11;3.0;1.3;27;4;5.0
984;4.0;233.0168;0.0;2018-04-30;['Possession-10v10 conquer line', 'Passing-drill square', 'Session', 'Int-run 20 40'];2.0;5.0;81.9;43.5;23.4;55.9;29.9;Player11;3.0;2.0;30;4;3.8
985;3.8;231.105;0.0;2018-05-01;['1v1', 'Warm-up', 'Session', 'Game-11v11', '3v3', '2v2'];3.0;4.0;51.7;28.5;38.3;34.8;44.4;Player11;4.0;1.8;1;5;4.3
986;4.3;219.9133;0.0;2018-05-02;['Session'];4.0;3.0;41.5;0.0;16.8;13.4;22.0;Player11;2.0;0.9;2;5;4.6
987;4.6;253.6873;0.0;2018-05-03;['Session', 'Boxes-8v2', '10v11'];5.0;2.0;56.4;40.5;29.0;41.8;33.4;Player11;3.0;1.8;3;5;4.6
988;4.6;271.0701;0.0;2018-05-04;['Set-pieces defensive', 'Session', '10v11', 'Warm-up'];6.0;1.0;49.7;42.0;33.2;26.9;34.5;Player11;3.0;1.7;4;5;5.0
991;3.8;159.088;0.0;2018-05-07;['Session', 'Int-run 20 40', 'Warm-up', 'Passing-drill freccia'];2.0;2.0;66.5;0.0;3.8;20.1;18.8;Player11;2.0;0.8;7;5;4.4
992;4.4;227.1193;0.0;2018-05-08;['Boxes-5v2', 'Session', '10v11', 'Set-pieces'];3.0;1.0;45.5;24.1;23.9;17.8;0.0;Player11;0.0;1.1;8;5;
1246;4.6;178.5328;0.0;2018-02-20;['Set-pieces defensi', 'Session'];4.0;3.0;62.7;0.0;43.2;36.5;20.1;Player12;2.0;1.7;20;2;5.0
1247;5.0;267.282;0.0;2018-02-21;['Offensive-phase 11', 'Boxes-5v2', 'Game-11v11', 'Session'];5.0;2.0;67.4;0.0;52.5;24.5;33.0;Player12;3.0;1.9;21;2;5.0
1248;5.0;228.6474;0.0;2018-02-22;['Warm-up', 'Set-pieces offensi', '10v11', 'Session'];6.0;1.0;61.9;29.4;48.6;32.6;42.7;Player12;4.0;2.0;22;2;5.0
1250;4.8;146.26;0.0;2018-02-24;['Session'];1.0;5.0;91.3;0.0;40.2;73.2;37.3;Player12;4.0;2.6;24;2;4.6
1251;4.6;225.7718;0.0;2018-02-25;['Block-2 10v11', 'Passing-drill square', 'Int-run 20 40 1', 'Block-1 10v11', 'Session', 'Int-run 20 40 2'];2.0;4.0;100.7;74.7;42.4;72.3;49.6;Player12;5.0;3.1;25;2;4.6
1255;5.0;256.8585;0.0;2018-03-01;['Session', 'Game-11v11', 'Warm-up', 'Attacking-defending on cross', 'Defensive-phase 5v6'];0.0;0.0;60.3;0.0;76.0;27.0;45.2;Player12;4.0;2.7;1;3;4.6
1256;4.6;252.7045;0.0;2018-03-02;['Block-2 defensive phase 5v5 plus 2J situational', 'Int-run 15 15', 'Int-run 10 10', 'Block-1 defensive phase 5v5 plus 2J situational', 'Int-run 5 15', 'Session', 'Block-3 defensive phase 5v5 plus 2J situational', 'Warm-up'];-2.0;4.0;73.8;97.1;68.5;80.3;54.2;Player12;5.0;3.8;2;3;4.6
1257;4.6;102.5524;0.0;2018-03-03;['Session'];-2.0;3.0;32.0;0.0;25.6;7.0;9.7;Player12;1.0;0.8;3;3;5.0
1258;5.0;273.5482;0.0;2018-03-04;['Boxes 8v2 plus 7v3', 'Penalty', 'Game-11v11 plus set pieces defensive', 'Session', 'Offensive-phase 11v1'];-2.0;2.0;56.6;0.0;58.2;34.4;35.4;Player12;3.0;2.2;4;3;5.0
1259;5.0;204.3868;0.0;2018-03-05;['10v11', 'Session', 'Warm-up'];-2.0;1.0;64.4;29.9;46.8;32.6;20.7;Player12;2.0;1.7;5;3;4.8
1261;4.8;100.4368;0.0;2018-03-07;['Session'];1.0;3.0;117.4;92.7;0.0;72.6;45.1;Player12;5.0;3.6;7;3;4.8
1262;4.8;247.9209;0.0;2018-03-08;['Session', 'Defensive-phase shifting and build up', 'Warm-up', 'Offensive-phase 11v2'];2.0;2.0;54.5;28.9;38.3;31.6;22.6;Player12;2.0;1.5;8;3;5.0
1263;5.0;258.2532;0.0;2018-03-09;['Warm-up', 'Session', '10v11'];3.0;1.0;54.7;36.1;47.2;37.2;23.7;Player12;2.0;1.8;9;3;5.0
1266;;324.3403;0.0;2018-03-12;['Block-2', 'Possession-10v10 4 gates', 'Passing-drill freccia', 'Session', 'Block-1', 'Warm-up'];2.0;4.0;101.9;103.6;58.9;108.5;64.0;Player12;6.0;4.3;12;3;4.6
1267;4.6;302.9401;0.0;2018-03-13;['Warm-up', 'Defensive-phase 7v8 defenders', 'Session', 'Game-11v11'];3.0;3.0;65.2;39.0;62.3;44.7;35.0;Player12;3.0;2.3;13;3;4.1
1268;4.1;165.3862;0.0;2018-03-14;['Offensive-phase 11v1', 'Boxes-8v2 plus 7v3', 'Session', 'Set-pieces defensive'];4.0;2.0;42.4;0.0;36.0;13.9;10.4;Player12;1.0;1.2;14;3;5.0
1269;5.0;240.4921;0.0;2018-03-15;['Warm-up', '10v11', 'Session'];5.0;1.0;63.4;37.8;58.9;48.1;32.9;Player12;3.0;2.3;15;3;5.0
1274;5.0;280.0802;0.0;2018-03-20;['Game-11v11', 'Session', 'Passing-drill (freccia boxes square)', 'Int-run 20 40', 'Warm-up'];-1.0;-1.0;89.0;0.0;53.3;62.6;31.6;Player12;3.0;2.5;20;3;5.0
1275;5.0;232.3667;0.0;2018-03-21;['Warm-up', 'Hand-ball game 11v11', 'Game-11v11', 'Session'];5.0;3.0;75.4;0.0;40.8;18.3;30.7;Player12;3.0;1.6;21;3;4.3
1276;4.3;340.2339;0.0;2018-03-22;['Int-run 5 15', 'Block-3', 'Block-4', 'Boxes-5v2', 'Offensive-phase 10v7 plus GK', 'Warm-up', 'Block-1', 'Session', 'Block-2', 'Offensive-phase 11v7'];6.0;2.0;87.6;97.8;71.1;107.5;57.1;Player12;5.0;4.3;22;3;4.8
1277;4.8;199.5687;0.0;2018-03-23;['Session'];7.0;1.0;38.4;0.0;33.6;12.9;42.3;Player12;4.0;1.6;23;3;4.6
1278;4.6;330.2603;0.0;2018-03-24;['1st.half', '2nd.half', 'game'];0.0;0.0;114.6;118.8;85.1;97.4;68.8;Player12;6.5;4.7;24;3;
1280;4.8;285.5368;0.0;2018-03-26;['Session', 'Int-run 20 40', 'Warm-up', 'Game-8v8 plus 1J', 'Passing-drill boxes plus freccia'];2.0;5.0;81.9;0.0;53.6;63.3;0.0;Player12;0.0;2.4;26;3;5.0
1281;5.0;249.1941;0.0;2018-03-27;['Defensive-phase 7 plus 1 vs 8', 'Warm-up', 'Block-3', 'Session', 'Block-2', 'Block-4', 'Block-1'];3.0;4.0;0.0;0.0;0.0;0.0;0.0;Player12;4.0;0.0;27;3;4.3
1282;4.3;119.4702;0.0;2018-03-28;['Set-pieces defensive', 'Boxes-8v2', 'Session'];4.0;3.0;0.0;0.0;0.0;0.0;0.0;Player12;1.0;0.0;28;3;4.8
1283;4.8;232.6231;0.0;2018-03-29;['Warm-up', 'Game-11v11', 'Offensive-phase 11v1 plus 11v7', 'Session'];5.0;2.0;68.4;31.2;46.9;32.5;31.4;Player12;3.0;1.8;29;3;5.0
1284;5.0;210.1287;0.0;2018-03-30;['Warm-up', 'Session', '10v11'];6.0;1.0;58.6;36.9;36.5;29.9;21.2;Player12;2.0;1.6;30;3;4.8
1288;5.0;277.2192;0.0;2018-04-03;['Session', 'Int-run 20 40', 'Game-11v11', 'Passing-drill boxes plus square', 'Warm-up'];-2.0;6.0;82.9;70.1;28.8;67.7;42.2;Player12;4.0;2.8;3;4;4.6
1289;4.6;222.2435;0.0;2018-04-04;['Defensive-phase', 'Warm-up', 'Session'];-2.0;5.0;46.9;27.6;60.5;35.0;22.7;Player12;2.0;2.0;4;4;
1290;;368.7036;0.0;2018-04-05;['2nd-half', 'Warm-up', '1st-half', 'Session'];-2.0;4.0;85.8;93.1;76.6;82.4;70.3;Player12;6.0;4.1;5;4;4.4
1291;4.4;152.9782;0.0;2018-04-06;['Role-specific drill', 'Boxes-8v2', 'Set-pieces defensive', 'Session'];-2.0;3.0;45.0;0.0;52.3;16.9;20.4;Player12;2.0;1.7;6;4;
1293;4.6;187.4023;0.0;2018-04-08;['Session'];-2.0;1.0;57.3;26.0;28.7;24.5;20.6;Player12;2.0;1.3;8;4;4.8
1295;4.3;37.1804;0.0;2018-04-10;['Session'];1.0;4.0;26.4;17.6;0.0;15.1;9.0;Player12;1.0;0.7;10;4;4.6
1296;4.6;299.1259;0.0;2018-04-11;['Session', 'CB-block 2', 'Warm-up', 'Possession-10v10 4 gates', 'Specific-intermitttent run', 'Passing-drill (boxes plus croce)', 'CB-block 1'];2.0;3.0;75.8;41.2;74.6;49.5;72.3;Player12;6.5;3.1;11;4;4.4
1297;4.4;243.9664;0.0;2018-04-12;['Game-11v11', 'Role-specific drill', 'Session', 'Warm-up'];3.0;2.0;70.4;32.5;65.2;33.8;42.6;Player12;4.0;2.3;12;4;4.6
1298;4.6;157.3344;0.0;2018-04-13;['Boxes-5v2', '10v11', 'Session'];4.0;1.0;56.7;19.6;32.8;27.4;19.7;Player12;2.0;1.3;13;4;5.0
1301;4.4;313.5632;0.0;2018-04-16;['Passing-drill boxes plus specchio', 'Warm-up', 'Int-run 20 40', 'Possession-10v10 4 gates', 'Session'];2.0;3.0;79.4;0.0;63.1;59.4;33.4;Player12;3.0;2.7;16;4;4.4
1302;4.4;275.8233;0.0;2018-04-17;['Role-specific drill defenders', 'Game-11v11', 'Warm-up', 'Session'];3.0;2.0;82.0;37.5;59.4;43.1;42.0;Player12;4.0;2.3;17;4;4.4
1303;4.4;185.6389;0.0;2018-04-18;['Session', '10v11', 'Boxes-5v2'];4.0;1.0;59.4;22.3;35.2;27.4;20.1;Player12;2.0;1.3;18;4;4.8
1306;4.1;156.6034;0.0;2018-04-21;['Warm-up', 'Session', 'Set-pieces'];2.0;2.0;36.3;0.0;40.4;9.8;21.1;Player12;2.0;1.3;21;4;4.4
1307;4.4;224.5796;0.0;2018-04-22;['Boxes-5v2', 'Session', '10v11', 'Offensive-phase 11v1'];3.0;1.0;56.0;33.2;42.1;30.8;32.5;Player12;3.0;1.7;22;4;4.6
1309;4.8;74.6309;0.0;2018-04-24;['Session'];1.0;4.0;108.8;79.8;7.6;55.7;17.9;Player12;2.0;2.5;24;4;4.8
1310;4.8;254.6645;0.0;2018-04-25;['Possession-10v10 4 gates', 'Warm-up', 'Session', 'Intermittent-specific run'];2.0;3.0;75.3;0.0;65.0;60.3;68.0;Player12;6.5;3.2;25;4;5.0
1311;5.0;279.7478;0.0;2018-04-26;['Warm-up', 'Role-specific drill', 'Session', 'Game-11v11'];3.0;2.0;78.3;39.0;64.8;40.0;43.2;Player12;4.0;2.4;26;4;4.8
1312;4.8;192.1454;0.0;2018-04-27;['Session', '10v11', 'Boxes 5v2'];4.0;1.0;56.9;26.5;30.8;26.3;30.9;Player12;3.0;1.4;27;4;5.0
1556;4.4;549.9402;0.0;2018-01-30;['Session'];-2.0;5.0;82.3;0.0;0.0;0.0;23.7;Player13;2.0;1.2;30;1;5.0
1557;5.0;465.8061;0.0;2018-01-31;['Session'];-2.0;4.0;0.0;0.0;0.0;0.0;0.0;Player13;2.0;0.0;31;1;5.0
1558;5.0;386.033;0.0;2018-02-01;['Session'];-2.0;3.0;0.0;0.0;0.0;0.0;0.0;Player13;3.0;0.0;1;2;5.0
1559;5.0;482.7232;0.0;2018-02-02;['Session'];-2.0;2.0;83.3;0.0;0.0;0.0;35.3;Player13;3.0;1.8;2;2;
1563;;464.0595;0.0;2018-02-06;['Session'];2.0;5.0;0.0;0.0;0.0;0.0;0.0;Player13;2.0;0.0;6;2;
1564;;318.943;0.0;2018-02-07;['Session'];3.0;4.0;89.8;0.0;0.0;0.0;31.3;Player13;3.0;1.6;7;2;4.8
1565;4.8;260.8244;0.0;2018-02-08;['Session'];4.0;3.0;56.9;21.0;11.3;19.2;31.1;Player13;3.0;1.1;8;2;5.0
1566;5.0;370.35;0.0;2018-02-09;['Session'];5.0;2.0;80.1;0.0;42.5;16.0;43.3;Player13;4.0;1.8;9;2;4.8
1567;4.8;349.1762;0.0;2018-02-10;['Session'];6.0;1.0;51.7;30.1;18.7;28.0;11.8;Player13;1.0;1.2;10;2;
1570;;345.5269;0.0;2018-02-13;['Warm-up', '2nd-block possession 10v10', 'Int-run 20 40 2', 'Session', 'Int-run 20 40 1', 'Passing-drill square'];2.0;3.0;96.7;0.0;23.3;57.4;41.0;Player13;4.0;2.1;13;2;4.6
1571;4.6;259.9711;0.0;2018-02-14;['Session', 'Boxes-5v2', 'Offensive-phase 11v11'];3.0;2.0;32.4;0.0;12.6;7.3;31.5;Player13;3.0;1.0;14;2;4.8
1572;4.8;274.668;0.0;2018-02-15;['10v11', 'Warm-up', 'Session'];4.0;1.0;64.7;0.0;27.9;22.5;20.7;Player13;2.0;1.2;15;2;
1575;5.0;452.6629;0.0;2018-02-18;['Warm-up', 'Session', '1st-block possession 10v10', 'Passing-drill square', '2nd-block possession 10v10'];2.0;-2.0;99.7;44.6;47.7;62.1;41.6;Player13;4.0;2.5;18;2;4.1
1576;4.1;420.1539;0.0;2018-02-19;['Defensive-phase 5v6 on counter attack', 'Game-11v11', 'Warm-up', 'Session'];-1.0;-1.0;79.1;52.2;55.5;59.2;44.6;Player13;4.0;2.7;19;2;4.8
1577;4.8;222.4088;0.0;2018-02-20;['Set-pieces defensi', 'Session'];4.0;3.0;38.6;0.0;13.9;2.9;19.3;Player13;2.0;0.7;20;2;5.0
1578;5.0;452.7482;0.0;2018-02-21;['Game-11v11', 'Boxes-5v2', 'Offensive-phase 11', 'Session'];5.0;2.0;79.0;37.3;59.2;50.7;33.0;Player13;3.0;2.3;21;2;5.0
1579;5.0;308.9297;0.0;2018-02-22;['Session', '10v11', 'Set-pieces offensi', 'Warm-up'];6.0;1.0;61.2;0.0;40.8;30.8;32.1;Player13;3.0;1.7;22;2;5.0
1581;4.6;214.1149;0.0;2018-02-24;['Session'];1.0;5.0;81.5;53.3;18.9;44.0;37.3;Player13;4.0;2.0;24;2;5.0
1582;5.0;329.0113;0.0;2018-02-25;['Passing-drill square', 'Int-run 20 40 2', 'Block-1 10v11', 'Block-2 10v11', 'Int-run 20 40 1', 'Session'];2.0;4.0;98.0;64.0;42.9;62.4;39.7;Player13;4.0;2.7;25;2;4.8
1586;5.0;442.3478;0.0;2018-03-01;['Warm-up', 'Game-11v11', 'Session', 'Defensive-phase 5v6', 'Attacking-defending on cross'];0.0;0.0;62.8;29.1;55.3;28.5;45.2;Player13;4.0;2.1;1;3;4.8
1587;4.8;447.6925;0.0;2018-03-02;['Int-run 10 10', 'Int-run 15 15', 'Int-run 5 15', 'Session', 'Block-1 defensive phase 5v5 plus 2J situational', 'Block-3 defensive phase 5v5 plus 2J situational', 'Block-2 defensive phase 5v5 plus 2J situational', 'Warm-up'];-2.0;4.0;61.0;68.6;50.7;63.7;54.4;Player13;4.5;3.0;2;3;4.8
1588;4.8;154.8039;0.0;2018-03-03;['Session'];-2.0;3.0;41.4;0.0;28.7;9.4;9.3;Player13;1.0;0.9;3;3;5.0
1589;5.0;489.6189;0.0;2018-03-04;['Game-11v11 plus set pieces defensive', 'Boxes 8v2 plus 7v3', 'Offensive-phase 11v1', 'Session', 'Penalty'];-2.0;2.0;68.6;36.5;52.1;38.6;35.4;Player13;3.0;2.1;4;3;5.0
1590;5.0;321.7373;0.0;2018-03-05;['Warm-up', '10v11', 'Session'];-2.0;1.0;67.7;27.1;36.4;32.4;20.7;Player13;2.0;1.5;5;3;5.0
1592;5.0;143.86;0.0;2018-03-07;['Session'];1.0;3.0;103.4;65.8;24.6;42.5;45.1;Player13;5.0;2.3;7;3;4.8
1593;4.8;470.7144;0.0;2018-03-08;['Defensive-phase shifting and build up', 'Offensive-phase 11v4', 'Session', 'Warm-up'];2.0;2.0;77.3;52.4;58.7;68.5;33.8;Player13;3.0;2.7;8;3;5.0
1594;5.0;471.6351;0.0;2018-03-09;['10v11', 'Warm-up', 'Session'];3.0;1.0;56.3;0.0;45.3;35.8;23.7;Player13;2.0;1.8;9;3;5.0
1597;5.0;487.0685;0.0;2018-03-12;['Possession-10v10 4 gates', 'Session', 'Passing-drill freccia', 'Block-2', 'Warm-up', 'Block-1'];2.0;4.0;96.7;64.9;64.6;70.9;53.4;Player13;5.0;3.2;12;3;4.6
1598;4.6;562.1469;0.0;2018-03-13;['Warm-up', 'Defensive-phase 7v8 others', 'Game-11v11', 'Session'];3.0;3.0;80.3;44.9;74.2;48.4;46.7;Player13;4.0;2.7;13;3;4.8
1599;4.8;327.1464;0.0;2018-03-14;['Offensive-phase 11v1', 'Session', 'Boxes-8v2 plus 7v3', 'Set-pieces defensive'];4.0;2.0;43.9;18.8;17.9;13.4;20.8;Player13;2.0;0.9;14;3;4.8
1600;4.8;413.9805;0.0;2018-03-15;['Session', '10v11', 'Warm-up'];5.0;1.0;63.1;28.7;35.9;25.9;21.9;Player13;2.0;1.4;15;3;5.0
1601;5.0;103.9717;0.0;2018-03-16;['Session'];0.0;0.0;96.4;0.0;0.0;32.3;18.1;Player13;2.0;1.3;16;3;
1605;4.8;371.8944;0.0;2018-03-20;['Int-run 20 40', 'Passing-drill (freccia boxes square)', 'Game-11v11', 'Session', 'Warm-up'];-1.0;-1.0;86.5;0.0;40.5;43.5;42.1;Player13;4.0;2.1;20;3;4.6
1606;4.6;394.6805;0.0;2018-03-21;['Warm-up', 'Game-11v11', 'Session', 'Hand-ball game 11v11'];5.0;3.0;81.4;27.7;33.4;24.5;30.7;Player13;3.0;1.5;21;3;4.8
