playerName,date,wellness_fatigue,wellness_mood,wellness_sleep,wellness_soreness,wellness_stress
Player18,2018-04-10,5,5,3,2,4
Player13,2018-04-10,4,5,3,5,4
Player1,2018-04-10,2,1,3,1,2
Player24,2018-04-10,5,5,4,5,5
Player21,2018-04-10,2,2,2,2,2
Player3,2018-04-10,3,4,3,3,4
Player22,2018-04-10,4,4,4,4,4
Player14,2018-04-10,3,5,3,3,5
Player12,2018-04-10,4,4,3,5,5
Player19,2018-04-10,3,4,3,5,3
Player23,2018-04-10,3,5,3,2,5
Player32,2018-04-10,4,4,4,4,4
Player2,2018-04-10,3,4,3,3,3
Player5,2018-04-10,4,3,3,3,3
Player10,2018-04-10,3,3,3,3,3
Player11,2018-04-10,3,5,2,3,5
Player16,2018-04-10,4,4,3,4,4
Player29,2018-04-10,3,4,3,5,3
Player28,2018-04-10,3,3,3,3,3
