playerName,date,wellness_fatigue,wellness_mood,wellness_sleep,wellness_soreness,wellness_stress
Player18,2018-05-10,4,4,4,4,4
Player1,2018-05-10,2,5,2,4,3
Player6,2018-05-10,4,5,5,4,5
Player24,2018-05-10,5,5,4,5,4
Player21,2018-05-10,2,3,2,3,3
Player3,2018-05-10,4,3,4,4,3
Player22,2018-05-10,4,4,4,4,4
Player14,2018-05-10,2,5,4,2,5
Player27,2018-05-10,4,5,4,4,4
Player19,2018-05-10,2,5,4,2,5
Player29,2018-05-10,3,5,2,5,4
Player32,2018-05-10,4,5,4,4,4
Player2,2018-05-10,5,5,5,5,5
Player5,2018-05-10,3,4,3,2,4
Player10,2018-05-10,2,5,3,3,5
Player11,2018-05-10,1,4,3,2,4
Player16,2018-05-10,3,5,4,4,5
Player25,2018-05-10,4,5,5,3,5
Player13,2018-05-10,5,5,5,5,5
Player28,2018-05-10,5,5,5,5,5
