date,playerName,duration,rpe,workload,splitStartTime,splitName,splitEndTime,totalDistance,sprintDistance,powerPlays,powerDistance,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,intensity,highspeedRunningDistance,highPowerDistance,highIntensityDeceleration,highIntensityAcceleration,heartRateGr90,heartRate85to90,explosiveDistance,distancePerMinute,cardioWorkload,averageMetabolicPower,,Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,DRILL,Date,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,Distance (km),Distance Per Min (m/min),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Duration,Energy (kcal),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: > 20 G (Impacts),Impacts,Player Load,Player Name,Power Play Duration Zones: 0 - 2_5 s (Power Plays),Power Play Duration Zones: 2_5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7_5 s (Power Plays),Power Play Duration Zones: 7_5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Power Plays,Power Score (w/kg),Sec 85-89%,Sec 90-100%,Session Title,Split End Time,Split Name,Split Start Time,Sprint Distance (m),Tags,Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 89% Max HR (secs),Time in HR Load Zone 90% - 100% Max HR (secs),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Top Speed (m/s),Work Ratio,dirty,gdType,rpeTl
2018-01-17 00:00:00.000,Player21,4.883333333333334,0.0,0.3,2018-01-17 18:15:03.743,3rd-block,2018-01-17 18:19:56.640,0.723,0.0,8,364.9,0.0,9.2,5.5,0.0,113.4,24.278,65.8,2,4,,,41.522,148.063,0,11.2762,,0,2,4,4,0,Passing drill square,43117,0,0,7,2,0,0.723,148.063,0.3064,0.0285,0.01,0.0015,0,0.336,0.0295,0.0094,0.0017,0,0.0618,0.0365,0.2285,0.2991,0.0431,0.0155,0.0054,0.0003,0.0004,0.0315,0.0011,0.0721,0.1745,0.4522,0.0243,0,293,82.8552,0,0,7,1,0,1,28.977,Mitrita,0,0,0,0,8,8,11.2762,6,23,GD-4 (afternoon),43117.76385,3rd-block,43117.76046,24.278, training,121.7,11.3,5.2,1.2,0,138,11.3,3.6,0.5,0,0,0,0,91,0,131.7,13.2,51.2,62,9.4,4.3,1.4,0.1,0.1,19.1,0.3,140.6,55.1,92.8,4.3,0,5.7067,49.2828,False,GD+3-4,
2018-01-17 00:00:00.000,Player21,4.866666666666666,0.0,0.3,2018-01-17 18:03:29.952,1st-block,2018-01-17 18:08:21.120,0.6794,0.0,7,362.2,0.0,9.0,0.0,0.0,107.3,44.043,80.60000000000001,0,6,,,36.55700000000001,139.5953,0,10.7101,,0,1,3,6,0,Set pieces,43117,0,1,8,0,0,0.6794,139.5953,0.2825,0.0223,0.0112,0.0022,0,0.3163,0.0373,0.0074,0,0,0.0472,0.0265,0.2268,0.2816,0.0594,0.0128,0.0067,0.0007,0.001,0.0166,0,0.0545,0.1446,0.4363,0.044,0,292,78.4538,0,0,4,0,0,0,27.317,Mitrita,0,0,0,0,7,7,10.7101,0,0,GD-4 (afternoon),43117.7558,1st-block,43117.75243,44.043, training,121.5,9.8,5.7,2,0,135.1,14.7,3.1,0,0,0,0,0,8,0,145.1,9.2,50.7,57.3,13,3.6,2.1,0.2,0.3,10.4,0,151.8,42.7,89.6,7.8,0,5.8045,46.4885,False,GD+3-4,
2018-01-17 00:00:00.000,Player21,27.283333333333335,0.0,0.1,2018-01-17 17:34:14.303,Set-pieces,2018-01-17 18:01:30.719,0.8148,0.0,0,21.099999999999998,0.0,0.0,2.7,0.0,22.4,0.0,8.7,6,2,,,8.7,29.8649,0,2.1647,,0,14,9,1,1,2nd block,43117,0,19,11,5,1,0.8148,29.8649,0.3296,0.0381,0.0087,0.0023,0.0007,0.3642,0.054,0.0132,0.0039,0.0002,0.5262,0.0517,0.0581,0.0124,0.0036,0.0012,0.0013,0.0017,0.0002,0.1578,0.0007,0.627,0.1838,0.0041,0,0,1637,88.6792,0,0,31,0,0,0,58.9432,Mitrita,0,0,0,0,0,0,2.1647,221,1,GD-4 (afternoon),43117.75105,Set-pieces,43117.73211,0, training,885.7,41.9,7.8,2,0.4,649.7,39.6,7.8,1.8,0.1,0,0,0,0,0,1480.8,21.6,18.2,3.8,1.4,0.4,0.4,0.5,0.1,109.3,0.3,1562.5,73.4,0.9,0,0,4.4267,3.0303,False,GD+3-4,
2018-01-17 00:00:00.000,Player21,12.2,0.0,0.1,2018-01-17 17:20:43.008,Passing-drill square,2018-01-17 17:32:54.816,0.5999,0.0,0,8.6,0.0,0.0,2.7,0.0,37.2,0.0,4.7,1,4,,,4.7,49.1706,0,3.639,,0,20,16,4,0,Int run 15 15,43117,0,27,11,1,0,0.5999,49.1706,0.1962,0.0454,0.0091,0.0014,0,0.2872,0.0521,0.008,0.0002,0.0002,0.3179,0.0635,0.0196,0.0039,0.0025,0.0004,0.001,0.0005,0,0.1903,0.0003,0.3944,0.2055,0,0,0,732,66.8289,0,0,20,0,0,0,40.5943,Mitrita,0,0,0,0,0,0,3.639,0,0,GD-4 (afternoon),43117.73119,Passing-drill square,43117.72272,0, training,295,41.8,8.7,1.2,0,342.5,36.9,5.5,0.1,0.1,0,0,0,0,0,572.5,28,8.7,1.6,1.2,0.1,0.4,0.2,0,119,0.1,635.7,96.1,0,0,0,3.8311,8.199,False,GD+3-4,
2018-01-17 00:00:00.000,Player21,4.7,0.0,0.3,2018-01-17 18:09:24.192,2nd-block,2018-01-17 18:14:06.720,0.6937,0.0,8,297.8,0.0,7.9,0.0,0.0,113.0,0.0,50.60000000000001,0,7,,,50.60000000000001,147.6053,0,11.2117,,0,2,2,7,0,Set pieces,43117,0,5,6,0,0,0.6937,147.6053,0.2812,0.0214,0.0089,0.0027,0,0.3402,0.0374,0.002,0,0,0.0485,0.035,0.2805,0.2472,0.037,0.0059,0.0057,0.0017,0.0003,0.0319,0,0.059,0.1922,0.4426,0,0,282,79.4522,0,0,11,0,0,0,28.049,Mitrita,0,0,0,0,8,8,11.2117,0,0,GD-4 (afternoon),43117.7598,2nd-block,43117.75653,0, training,114.5,8.7,5,2.3,0,137.5,13.5,0.8,0,0,0,0,0,0,0,122.6,11,63,52.8,9.5,1.6,1.7,0.5,0.1,19.5,0,131.3,58.9,92.1,0,0,5.1512,50.1948,False,GD+3-4,
2018-01-17 00:00:00.000,Player21,59.833333333333336,6.0,1.8,2018-01-17 17:20:33.503,Session,2018-01-17 18:20:24.288,3.6806,0.0,23,1054.5,62.7,26.6,22.4,0.0,46.7,68.321,210.3,9,23,,,141.979,61.515,0,4.5867,,0,39,34,22,1,Int run 15 15,43117,0,53,43,8,1,3.6806,61.515,1.4762,0.1571,0.0481,0.0103,0.0007,1.7286,0.2135,0.04,0.0058,0.0004,1.1442,0.2133,0.8134,0.8442,0.1457,0.0358,0.0201,0.0048,0.0019,0.4551,0.002,1.3744,0.9028,1.3352,0.0683,0,3590,413.0351,0,0,74,1,0,1,193.6832,Mitrita,0,0,0,0,23,23,4.5867,0,0,GD-4 (afternoon),43117.76417,Session,43117.72261,68.321, training,1752.6,116.1,32.7,8.7,0.4,1537.4,119.1,20.8,2.4,0.2,0,0,0,99,0,2786.8,83.1,191.8,177.5,34.5,10,6,1.5,0.6,297.9,0.7,2975.3,327.6,275.4,12.1,0,5.8045,14.8062,False,GD+3-4,359.0
2018-01-17 00:00:00.000,Player21,16.983333333333334,0.0,0.9,2018-01-17 18:03:10.080,Int-run 15 15,2018-01-17 18:20:08.736,2.1902,0.0,23,1025.2,0.0,26.0,18.5,0.0,98.6,68.321,197.3,2,17,,,128.979,128.96,0,9.7798,,0,5,9,17,0,Passing drill square,43117,0,6,21,2,0,2.1902,128.96,0.9146,0.0726,0.0301,0.0065,0,1.0401,0.1057,0.0188,0.0017,0,0.2344,0.098,0.7357,0.8279,0.1396,0.0343,0.0179,0.0027,0.0017,0.0971,0.0011,0.2785,0.5123,1.3311,0.0683,0,1019,249.9774,0,0,23,1,0,1,89.4628,Mitrita,0,0,0,0,23,23,9.7798,0,0,GD-4 (afternoon),43117.76399,Int-run 15 15,43117.7522,68.321, training,431.7,30.3,16.1,5.5,0,485.9,41,7.5,0.5,0,0,0,0,0,0,538.1,33.4,164.9,172.1,31.9,9.5,5.2,0.8,0.5,61.8,0.3,574.5,157.4,274.5,12.1,0,5.8045,41.404,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,59.833333333333336,4.0,1.8,2018-01-17 17:20:33.503,Session,2018-01-17 18:20:24.288,4.0263,0.0,28,1368.1,41.8,47.6,36.7,0.0,51.6,140.569,439.40000000000003,4,11,,,298.831,67.2915,0,5.1258,,0,65,51,9,2,Passing drill square,43117,0,79,46,3,1,4.0263,67.2915,1.6199,0.2168,0.0644,0.0047,0.0006,1.7749,0.2796,0.0616,0.0036,0,1.0778,0.3381,0.6921,0.9287,0.2941,0.0879,0.0359,0.0144,0.0042,0.5502,0.0029,1.2557,1.2339,1.3961,0.1406,0,3590,461.8399,0,0,47,0,0,0,188.4751,Popa,0,0,1,2,25,28,5.1258,0,0,GD-4 (afternoon),43117.76417,Session,43117.72261,140.569, training,1862.1,112.8,37.8,3,0.3,1422.8,125.8,24.6,1.2,0,0,0,0,378,101,2669.9,131.1,166.9,193.3,64.2,20.7,9.2,3.5,1,329.7,0.9,2814.3,468.1,283.6,24.4,0,6.5601,18.3489,False,GD+3-4,239.33333333333334
2018-01-17 00:00:00.000,Player23,27.283333333333335,0.0,0.2,2018-01-17 17:34:14.303,Set-pieces,2018-01-17 18:01:30.719,0.9331,0.0,1,82.4,0.0,3.0,5.5,0.0,26.0,13.745,38.699999999999996,3,4,,,24.955,34.2019,0,2.5675,,0,11,18,3,1,3rd block,43117,0,16,14,2,1,0.9331,34.2019,0.3716,0.0608,0.0159,0.0024,0.0006,0.3792,0.0748,0.0245,0.0033,0,0.5217,0.0999,0.1028,0.0437,0.0185,0.0052,0.0048,0.0041,0.0032,0.1265,0.0029,0.5833,0.319,0.0171,0.0137,0,1637,105.4551,0,0,11,0,0,0,49.2701,Popa,0,0,1,0,0,1,2.5675,186,47,GD-4 (afternoon),43117.75105,Set-pieces,43117.73211,13.745, training,944.3,33.5,10.5,1.2,0.3,598.7,36.6,10.5,1.1,0,0,0,0,0,0,1464.2,36.7,29.1,13.5,4.8,1.4,1.3,1,0.7,83.1,0.9,1514,116.9,3.6,2.2,0,6.5601,5.6516,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,16.983333333333334,0.0,1.6,2018-01-17 18:03:10.080,Int-run 15 15,2018-01-17 18:20:08.736,2.2299,0.0,27,1281.7999999999997,0.0,44.7,32.2,0.0,101.7,126.825,399.7,1,6,,,272.875,131.2983,0,10.2738,,0,14,21,5,1,Session,43117,0,25,23,1,0,2.2299,131.2983,0.9015,0.1042,0.0444,0.002,0,1.0042,0.1405,0.0328,0.0003,0,0.2441,0.0747,0.5729,0.8821,0.2753,0.0821,0.0311,0.0102,0.001,0.0562,0,0.2697,0.4544,1.379,0.1268,0,1019,262.5916,0,0,30,0,0,0,86.283,Popa,0,0,0,2,25,27,10.2738,262,402,GD-4 (afternoon),43117.76399,Int-run 15 15,43117.7522,126.825, training,450.7,36.4,23.6,1.5,0,445,49.6,11.6,0.1,0,0,0,0,0,0,559.5,25.7,130.6,178.6,59.3,19,7.9,2.5,0.3,35.1,0,581.4,134.9,280,22.2,0,6.3156,41.5415,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,4.866666666666666,0.0,0.5,2018-01-17 18:03:29.952,1st-block,2018-01-17 18:08:21.120,0.7061,0.0,9,423.8,0.0,14.7,0.0,0.0,112.4,40.306,127.5,0,1,,,87.194,145.0845,0,11.3512,,0,4,8,1,0,1st block,43117,0,7,8,0,0,0.7061,145.0845,0.2905,0.0326,0.0148,0.0001,0,0.314,0.0426,0.0114,0,0,0.0547,0.0268,0.1863,0.2963,0.095,0.0235,0.0072,0.0018,0,0.0144,0,0.0604,0.1565,0.4489,0.0403,0,292,83.1337,0,0,8,0,0,0,27.1937,Popa,0,0,0,1,8,9,11.3512,0,0,GD-4 (afternoon),43117.7558,1st-block,43117.75243,40.306, training,123.8,11.1,8.7,0.1,0,129.2,15.2,3.7,0,0,0,0,0,64,0,142.9,8.8,43,60,20.7,5.6,1.7,0.5,0,8.6,0,147.8,45.9,91,7.1,0,5.8956,47.7724,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,4.883333333333334,0.0,0.6,2018-01-17 18:15:03.743,3rd-block,2018-01-17 18:19:56.640,0.7274,0.0,9,463.40000000000003,0.0,16.0,10.6,0.0,116.1,64.201,151.6,1,3,,,87.399,148.9642,0,11.815,,0,5,6,3,0,Session,43117,0,11,7,1,0,0.7274,148.9642,0.3037,0.0314,0.017,0.0008,0,0.3085,0.05,0.0158,0.0003,0,0.0658,0.0217,0.1645,0.3118,0.1026,0.0312,0.0139,0.0039,0,0.012,0,0.0705,0.1438,0.449,0.0642,0,293,86.8148,0,0,11,0,0,0,27.3274,Popa,0,0,0,1,8,9,11.815,413,126,GD-4 (afternoon),43117.76385,3rd-block,43117.76046,64.201, training,132,10,8.7,0.7,0,120.4,15.4,5.5,0.1,0,0,0,0,120,99,144.2,7.7,37.8,62.7,21.5,7.1,3.6,0.8,0,7.4,0,148.6,42.5,90.5,11.2,0,6.3156,47.8142,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,12.2,0.0,0.0,2018-01-17 17:20:43.008,Passing-drill square,2018-01-17 17:32:54.816,0.7902,0.0,0,3.9,0.0,0.0,0.0,0.0,48.7,0.0,1.0,0,1,,,1.0,64.7707,0,4.7168,,0,40,12,1,0,Passing drill square,43117,0,38,9,0,0,0.7902,64.7707,0.3122,0.0518,0.0041,0.0003,0,0.3536,0.0639,0.0043,0,0,0.2432,0.1635,0.0163,0.0029,0.0003,0.0007,0,0,0,0.3633,0,0.3303,0.4599,0,0,0,732,86.6128,0,0,6,0,0,0,49.3471,Popa,0,0,0,0,0,0,4.7168,0,0,GD-4 (afternoon),43117.73119,Passing-drill square,43117.72272,0, training,314.9,42.5,3.7,0.3,0,328.8,39,2.5,0,0,0,0,0,0,0,445.9,68.7,7.2,1.2,0.1,0.3,0,0,0,208.3,0,515.8,215.9,0,0,0,3.2711,19.5709,False,GD+3-4,
2018-01-17 00:00:00.000,Player23,4.7,0.0,0.5,2018-01-17 18:09:24.192,2nd-block,2018-01-17 18:14:06.720,0.7087,0.0,9,394.5,0.0,14.0,0.0,0.0,117.0,22.318,120.50000000000001,0,2,,,98.18200000000002,150.7953,0,11.8424,,0,4,7,1,1,Session,43117,0,7,7,0,0,0.7087,150.7953,0.2674,0.0395,0.0126,0.0011,0,0.337,0.0462,0.0049,0,0,0.0496,0.0263,0.2222,0.274,0.0777,0.0274,0.0099,0.0045,0.001,0.0161,0,0.0544,0.1509,0.4811,0.0223,0,282,83.9544,0,0,11,0,0,0,27.0572,Popa,0,0,0,0,9,9,11.8424,160,0,GD-4 (afternoon),43117.7598,2nd-block,43117.75653,22.318, training,113.6,14.2,6.2,0.7,0,128.5,17.3,2,0,0,0,0,0,189,1,130.9,9.2,49.8,55.9,17.1,6.3,2.6,1.2,0.3,9.2,0,135.5,44.6,98.5,3.9,0,6.0134,50.7965,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,59.833333333333336,4.0,2.7,2018-01-17 17:20:33.503,Session,2018-01-17 18:20:24.288,4.0863,18.9,33,1952.3999999999999,41.8,74.0,33.2,80.0,52.9,1050.548,954.2000000000002,8,28,,,-96.34799999999984,68.295,0,5.339,,0,57,38,21,7,Session,43117,0,69,41,6,2,4.0863,68.295,1.5227,0.2356,0.0862,0.0182,0.0017,1.8579,0.3038,0.0545,0.0043,0.0015,0.9747,0.3068,0.3458,0.9982,0.6338,0.1819,0.0844,0.027,0.0107,0.5068,0.0164,1.1255,1.0369,0.8733,1.0317,0.0189,3590,481.0143,0,0,71,1,0,1,255.4512,Popov,0,4,3,0,26,33,5.339,302,519,GD-4 (afternoon),43117.76417,Session,43117.72261,1050.548, training,1899.9,118.2,43.7,11.9,1,1362.3,131.5,19.6,1.8,0.5,0,0,0,302,519,2704.3,117.4,88.4,191.7,118.2,38.3,19.3,6.8,2.8,298.6,4.6,2828.1,411.2,172.8,175.6,2.7,7.0756,18.0258,False,GD+3-4,239.33333333333334
2018-01-17 00:00:00.000,Player25,4.866666666666666,0.0,0.8,2018-01-17 18:03:29.952,1st-block,2018-01-17 18:08:21.120,0.7542,5.0,9,586.8,0.0,21.3,7.4,24.2,120.9,328.355,264.79999999999995,1,1,,,-63.555000000000064,154.9627,0,12.3281,,0,2,8,1,0,2nd block,43117,0,7,6,1,0,0.7542,154.9627,0.2968,0.0426,0.0189,0.0004,0,0.3349,0.0528,0.0071,0.0007,0,0.0501,0.0262,0.0754,0.322,0.1796,0.0509,0.0236,0.0074,0.0027,0.0156,0.0006,0.0567,0.1051,0.264,0.3234,0.005,292,90.3064,0,0,25,0,0,0,33.7589,Popov,0,0,0,0,9,9,12.3281,0,0,GD-4 (afternoon),43117.7558,1st-block,43117.75243,328.355, training,124.1,13.3,9.5,0.4,0,124.5,17.6,2.3,0.2,0,0,0,0,220,0,144.3,9,17.9,59.9,33.4,10.6,5,1.6,0.5,9.6,0.1,150.1,33.9,51.7,55.5,0.7,7.0756,46.8996,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,4.7,0.0,1.1,2018-01-17 18:09:24.192,2nd-block,2018-01-17 18:14:06.720,0.7869,11.9,9,639.9999999999999,0.0,24.0,0.0,29.6,130.5,396.015,319.70000000000005,0,7,,,-76.31499999999994,167.4291,0,13.2938,,0,1,2,6,1,1st block,43117,0,5,7,0,0,0.7869,167.4291,0.2895,0.0426,0.0161,0.0036,0.0002,0.3772,0.051,0.0067,0,0,0.0384,0.024,0.0658,0.3203,0.22,0.061,0.0297,0.0038,0.0017,0.0186,0.0035,0.046,0.0996,0.2452,0.3842,0.0119,282,94.2345,0,0,12,0,0,0,36.0087,Popov,0,0,0,0,9,9,13.2938,15,0,GD-4 (afternoon),43117.7598,2nd-block,43117.75653,396.015, training,108.4,12.3,7.5,2.5,0.2,130.9,18.4,2.2,0,0,0,0,0,19,238,128.8,8.1,15.5,58.8,39.3,12.2,6.4,0.8,0.5,11.1,0.9,135.4,32.1,48.1,65.1,1.7,6.9823,50.4249,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,4.883333333333334,0.0,0.9,2018-01-17 18:15:03.743,3rd-block,2018-01-17 18:19:56.640,0.6999,2.1,8,554.8,0.0,21.3,0.0,23.3,112.3,317.144,292.5,0,6,,,-24.644000000000005,143.3318,0,11.5162,,0,2,2,5,1,Set pieces,43117,0,7,7,0,0,0.6999,143.3318,0.2907,0.0267,0.0164,0.0028,0.0004,0.3019,0.0532,0.0079,0,0,0.0398,0.0236,0.069,0.2623,0.204,0.0548,0.022,0.0099,0.0011,0.0128,0.0007,0.0434,0.0906,0.2488,0.3151,0.0021,293,84.5261,0,0,7,0,0,0,30.428,Popov,0,0,0,0,8,8,11.5162,0,22,GD-4 (afternoon),43117.76385,3rd-block,43117.76046,317.144, training,138.5,7.6,7.2,2.5,0.3,116.2,17.3,2.9,0.1,0,0,0,0,26,231,157.1,7.7,15.7,48.8,37,10.5,5.3,2.5,0.3,7.5,0.2,160.7,29,49.2,53.4,0.3,6.8401,43.6432,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,27.283333333333335,0.0,0.5,2018-01-17 17:34:14.303,Set-pieces,2018-01-17 18:01:30.719,0.97,0.0,7,162.2,0.0,8.0,14.7,0.0,27.8,9.034,74.2,7,11,,,65.166,35.5534,0,2.8365,,0,9,14,8,3,Int run 15 15,43117,0,12,19,5,2,0.97,35.5534,0.3354,0.0678,0.0292,0.0099,0.0007,0.396,0.0936,0.0325,0.0036,0.0015,0.4496,0.1108,0.1189,0.088,0.0295,0.0142,0.0092,0.0052,0.005,0.1285,0.0111,0.5046,0.3411,0.1153,0.009,0,1637,116.5019,0,0,24,1,0,1,83.4324,Popov,0,4,3,0,0,7,2.8365,0,0,GD-4 (afternoon),43117.75105,Set-pieces,43117.73211,9.034, training,1013.3,36,14.2,5.3,0.3,512.5,41.3,11.8,1.5,0.5,0,0,0,0,2,1441.5,40,31.7,22,8.2,4.5,2.6,1.6,1.4,80,3.2,1486.3,125,23.8,1.6,0,5.7023,7.5946,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,16.983333333333334,0.0,2.6,2018-01-17 18:03:10.080,Int-run 15 15,2018-01-17 18:20:08.736,2.309,18.9,26,1781.6999999999998,0.0,66.5,24.5,77.0,105.9,1041.514,877.1,1,14,,,-164.41399999999987,135.9545,0,10.7855,,0,5,12,12,2,Set pieces,43117,0,19,20,1,0,2.309,135.9545,0.9089,0.1119,0.0515,0.0069,0.0006,1.0499,0.157,0.0216,0.0007,0,0.1959,0.0739,0.2103,0.9046,0.6036,0.1667,0.0753,0.0211,0.0055,0.0473,0.0049,0.2141,0.2953,0.758,1.0226,0.0189,1019,275.6614,0,0,44,0,0,0,107.0915,Popov,0,0,0,0,26,26,10.7855,0,0,GD-4 (afternoon),43117.76399,Int-run 15 15,43117.7522,1041.514, training,456,33.3,24.2,5.4,0.5,438.1,53.4,7.4,0.3,0,0,0,0,0,0,581.6,24.8,49.1,167.5,109.7,33.3,16.7,4.9,1.3,28.5,1.2,597.9,95,149,174,2.7,7.0756,39.9568,False,GD+3-4,
2018-01-17 00:00:00.000,Player25,12.2,0.0,0.0,2018-01-17 17:20:43.008,Passing-drill square,2018-01-17 17:32:54.816,0.7345,0.0,0,8.499999999999998,0.0,0.0,0.0,0.0,45.6,0.0,3.0000000000000004,0,3,,,3.0000000000000004,60.2063,0,4.4482,,0,43,12,1,2,Session,43117,0,38,2,0,0,0.7345,60.2063,0.2424,0.0558,0.0055,0.0015,0.0004,0.3766,0.0519,0.0004,0,0,0.2593,0.1221,0.0166,0.0055,0.0007,0.001,0,0.0007,0.0002,0.3281,0.0004,0.3344,0.4002,0,0,0,732,81.6883,0,0,1,0,0,0,58.6549,Popov,0,0,0,0,0,0,4.4482,219,1,GD-4 (afternoon),43117.73119,Passing-drill square,43117.72272,0, training,282.6,48.6,5.3,1.2,0.2,358.6,34.9,0.4,0,0,0,0,0,0,0,480.2,52.6,7.6,2.2,0.3,0.5,0,0.3,0.1,187.8,0.2,540.8,191,0,0,0,3.5778,15.8377,False,GD+3-4,
2018-01-17 00:00:00.000,Player26,12.2,0.0,0.0,2018-01-17 17:20:43.008,Passing-drill square,2018-01-17 17:32:54.816,0.8373,0.0,0,12.600000000000001,0.0,0.0,0.0,0.0,52.1,0.0,4.999999999999999,0,1,,,4.999999999999999,68.6301,0,5.1146,,0,32,26,1,0,Set pieces,43117,0,43,5,0,0,0.8373,68.6301,0.281,0.0586,0.013,0.0011,0.0001,0.4212,0.0594,0.0026,0.0003,0,0.2596,0.1498,0.0303,0.0076,0.0026,0.0016,0,0.0002,0.0006,0.385,0,0.3592,0.4781,0,0,0,732,93.9203,0,0,3,0,0,0,59.783,Roman,0,0,0,0,0,0,5.1146,0,0,GD-4 (afternoon),43117.73119,Passing-drill square,43117.72272,0, training,277.6,45.6,10.6,1.1,0.1,356.1,38.9,1.6,0.1,0,0,0,0,0,0,428,64.4,13.1,3.4,1.2,0.6,0,0.1,0.2,220.7,0,507.5,224.2,0,0,0,3.1756,20.0765,False,GD+3-4,
2018-01-17 00:00:00.000,Player26,59.833333333333336,5.0,2.0,2018-01-17 17:20:33.503,Session,2018-01-17 18:20:24.288,4.6522,0.0,36,1777.6000000000001,52.2,50.9,34.0,0.0,60.0,619.913,675.4999999999999,11,44,,,55.586999999999875,77.7531,0,6.0237,,0,52,45,30,14,Set pieces,43117,0,91,30,8,3,4.6522,77.7531,1.6869,0.2399,0.0891,0.0273,0.0046,2.237,0.3086,0.0436,0.012,0.0031,1.1349,0.3993,0.493,1.1021,0.4114,0.1336,0.0596,0.0292,0.0194,0.8476,0.0223,1.4708,1.4051,1.1564,0.6199,0,3590,542.7539,0,0,113,1,0,1,259.7368,Roman,0,9,0,0,27,36,6.0237,0,2,GD-4 (afternoon),43117.76417,Session,43117.72261,619.913, training,1501.5,120.9,45.8,18.1,2.8,1739.8,142,15,3.6,1,0,0,0,415,107,2430.5,149.9,126,216.3,81.6,30.7,15.5,8.1,5.2,519.7,7,2693.1,561.5,227.7,108.2,0,6.3334,20.234,False,GD+3-4,299.1666666666667
