date,playerName,duration,rpe,workload,splitStartTime,splitName,splitEndTime,totalDistance,sprintDistance,powerPlays,powerDistance,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,intensity,highspeedRunningDistance,highPowerDistance,highIntensityDeceleration,highIntensityAcceleration,heartRateGr90,heartRate85to90,explosiveDistance,distancePerMinute,cardioWorkload,averageMetabolicPower,,Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Date,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,Distance (km),Distance Per Min (m/min),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Duration,Energy (kcal),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: > 20 G (Impacts),Impacts,Player Load,Player Name,Power Play Duration Zones: 0 - 2_5 s (Power Plays),Power Play Duration Zones: 2_5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7_5 s (Power Plays),Power Play Duration Zones: 7_5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Power Plays,Power Score (w/kg),Session Title,Split End Time,Split Name,Split Start Time,Sprint Distance (m),Tags,Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 89% Max HR (secs),Time in HR Load Zone 90% - 100% Max HR (secs),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Top Speed (m/s),Work Ratio,dirty,gdType,rpeTl
2018-01-12 00:00:00.000,Player14,17.766666666666666,0.0,0.2,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.7709,0.0,0,17.699999999999996,0.0,0.0,6.1,0.0,33.0,0.0,7.8999999999999995,10,7,,,17.699999999999996,43.3875,0,3.2467,43112.00141,0,23,17,6,1,43112,0,24,19,10,0,0.7709,43.3875,0.2861,0.0472,0.0145,0.0031,0.0002,0.3275,0.072,0.0167,0.0036,0,0.4565,0.0719,0.019,0.0098,0.0026,0.0024,0.0022,0.0002,0,0.2056,0.0005,0.5561,0.2147,0,0,0,1066,86.8697,0,0,41,0,0,0,66.0028,Gustavo,0,0,0,0,0,0,3.2467,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,477.4,45.6,10.9,2.5,0.3,469.2,49.6,8.7,2,0,0,0,0,43112,43112,883.2,31,8.8,4.6,1.2,1.1,0.9,0.1,0,135.1,0.2,964.3,101.9,0,0,0,3.6423,5.0366,False,GD-2,
2018-01-12 00:00:00.000,Player14,17.45,0.0,1.0,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.7648,1.4,16,365.0,0.0,13.5,34.9,10.0,80.1,77.251,208.29999999999998,16,14,,,287.749,101.1338,0,8.3214,43112.00571,0,46,31,11,3,43112,0,48,30,10,6,1.7648,101.1338,0.6186,0.1655,0.0572,0.0096,0.0017,0.6457,0.1909,0.0494,0.0168,0.0095,0.4057,0.3688,0.2243,0.1567,0.0749,0.0395,0.0292,0.0223,0.0112,0.4011,0.0312,0.5355,0.9475,0.2046,0.0759,0.0014,1047,218.6392,0,0,63,0,0,0,89.3851,Gustavo,0,11,5,0,0,16,8.3214,GD-2 (morning),43112.46804,Game-11v11,43112.45592,77.251, training,428.1,72.3,22.8,4.6,0.8,417.7,75.8,17.4,5,2.5,0,0,0,43112.00142,43112.001,525.5,135,64.9,37.1,16.9,10,7.1,5.3,2.8,235.1,7.3,627.2,365.5,41.4,12.7,0.2,6.6889,32.7507,False,GD-2,
2018-01-12 00:00:00.000,Player14,29.666666666666668,0.0,0.8,2018-01-12 10:25:05.376,11v1,2018-01-12 10:54:46.080,1.7247,54.699999999999996,16,406.0,0.0,15.5,25.5,15.9,45.0,195.06,289.2,10,10,,,210.94,58.1349,0,4.5323,43112.00334,0,34,16,10,0,43112,0,28,18,5,5,1.7247,58.1349,0.6892,0.1257,0.0331,0.0085,0,0.6769,0.1344,0.0411,0.0088,0.0069,0.5712,0.2359,0.1275,0.1168,0.1072,0.0767,0.0391,0.0203,0.014,0.3842,0.0319,0.7077,0.6518,0.1701,0.1404,0.0547,1780,202.4635,0,0,43,0,0,0,87.9206,Gustavo,0,6,7,3,0,16,4.5323,GD-2 (morning),43112.4547,11v1,43112.43409,195.06, training,968.3,47.3,12.6,3.5,0,683.2,50,11.2,2.2,1.8,0,0,0,43112,43112,1345.2,87.9,35.3,25.9,21.5,14,7.5,4.1,2.6,229.6,6.5,1450.3,264.3,34.7,23.3,7.5,7.5823,14.516,False,GD-2,
2018-01-12 00:00:00.000,Player15,17.45,0.0,0.7,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.6796,24.8,9,239.3,0.0,8.8,24.3,10.2,75.6,56.07,149.1,21,16,,,183.23000000000002,96.2497,0,7.766,43112,0,47,37,14,2,43112,0,46,30,18,3,1.6796,96.2497,0.5998,0.1387,0.0563,0.009,0.0006,0.6265,0.1783,0.0513,0.0158,0.0031,0.3769,0.357,0.1797,0.0902,0.0508,0.0304,0.022,0.0114,0.0093,0.5268,0.0252,0.5925,0.9429,0.0881,0.0312,0.0248,1047,204.0084,0,0,62,0,0,0,96.6578,Juncu,0,6,3,0,0,9,7.766,GD-2 (morning),43112.46804,Game-11v11,43112.45592,56.07, training,435.7,65.3,24.5,4.5,0.5,415.6,76,18.3,5.3,1.1,0,0,0,43112.00082,43112.00412,473.8,130.5,52.6,25.8,13.3,8.5,5.2,3.2,2,326.6,5.3,639,380.8,18.5,5.2,3.3,8.2778,27.6653,False,GD-2,
2018-01-12 00:00:00.000,Player15,17.766666666666666,0.0,0.3,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.8925,0.0,0,23.8,0.0,0.0,8.8,0.0,38.6,0.0,12.8,15,11,,,23.8,50.2354,0,3.8564,43112,0,26,27,9,2,43112,0,34,22,10,5,0.8925,50.2354,0.3301,0.0576,0.0218,0.0039,0.0004,0.3578,0.083,0.0275,0.0088,0.0016,0.453,0.102,0.0276,0.011,0.0058,0.0027,0.0017,0.0004,0.0016,0.2861,0.0006,0.5805,0.312,0,0,0,1066,103.1824,0,0,47,0,0,0,88.651,Juncu,0,0,0,0,0,0,3.8564,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,470.1,54.6,16.5,3,0.3,443.7,59,14.1,4.2,0.7,0,0,0,43112.00377,43112.00293,814.9,43.5,12.8,5.2,2.6,1.3,0.7,0.2,0.5,184.2,0.3,918.8,147.4,0,0,0,3.7289,7.5408,False,GD-2,
2018-01-12 00:00:00.000,Player15,67.86666666666666,4.0,1.4,2018-01-12 10:06:07.487,Session,2018-01-12 11:13:59.520,3.9846,24.8,10,319.7,43.5,10.7,37.5,21.5,45.1,56.07,177.7,39,29,,,263.63,58.712,0,4.5092,43112.00367,0,104,78,25,4,43112,0,116,65,31,8,3.9846,58.712,1.5104,0.2647,0.0903,0.014,0.001,1.6254,0.3578,0.0908,0.0255,0.0047,1.5414,0.6845,0.3337,0.142,0.0675,0.0355,0.0248,0.0126,0.0116,1.1054,0.0257,1.9996,1.834,0.0949,0.0312,0.0248,4072,460.8005,0,0,137,0,0,0,329.8151,Juncu,0,7,3,0,0,10,4.5092,GD-2 (morning),43112.46805,Session,43112.42092,56.07, training,1835.8,171.2,49.1,8.4,0.8,1765.8,190.9,38.5,9.9,1.8,0,0,0,43112.01106,43112.01237,2929.8,255.9,103.5,43.2,19.5,10.5,6.3,3.7,2.7,691.5,5.6,3290.9,752.8,20,5.2,3.3,8.2778,13.3564,True,GD-2,271.46666666666664
2018-01-12 00:00:00.000,Player16,17.45,0.0,0.7,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.6933,13.799999999999999,5,175.4,0.0,7.9,25.3,12.4,75.3,30.424,103.0,14,16,,,144.976,97.0366,0,7.6199,43112,0,47,27,9,7,43112,0,50,21,9,5,1.6933,97.0366,0.6474,0.1254,0.0315,0.01,0.0021,0.677,0.1474,0.0318,0.0163,0.0043,0.3559,0.3837,0.1945,0.0724,0.0351,0.0228,0.0127,0.0154,0.0041,0.5838,0.0129,0.5386,1.0694,0.0549,0.0166,0.0138,1047,200.2079,0,0,59,0,0,0,112.0551,Kelic,0,3,2,0,0,5,7.6199,GD-2 (morning),43112.46804,Game-11v11,43112.45592,30.424, training,437,61,15.9,4.9,1.2,446.6,62.4,11.5,5.1,1.4,0,0,0,43112.00108,43112.00001,450.8,140.9,57.1,21.1,9.9,5.9,3.2,3.8,1.3,349.7,3.3,590.9,439.9,11.5,2.8,1.9,7.5156,30.0478,False,GD-2,
2018-01-12 00:00:00.000,Player16,67.86666666666666,2.0,1.5,2018-01-12 10:06:07.487,Session,2018-01-12 11:13:59.520,4.6222,15.2,15,445.0,21.7,21.3,53.3,29.0,52.3,112.785,265.79999999999995,22,32,,,332.21500000000003,68.1067,0,5.2052,43112.01149,0,112,74,22,10,43112,0,134,52,15,7,4.6222,68.1067,1.7325,0.3074,0.0827,0.0197,0.003,1.9972,0.3777,0.0739,0.0215,0.0065,1.5643,0.7761,0.3688,0.1792,0.1093,0.0524,0.0324,0.0311,0.0169,1.468,0.0237,2.08,2.2792,0.1502,0.0976,0.0152,4072,531.9251,0,0,156,0,0,0,371.6132,Kelic,0,8,7,0,0,15,5.2052,GD-2 (morning),43112.46805,Session,43112.42092,112.785, training,1808,174.4,42.4,10.3,1.7,1820.9,178.6,26.7,7.1,2.1,0,0,0,43112.00287,43112.00009,2659.6,291.5,109.2,49.2,27.6,14.1,8.2,7.6,4.3,894.7,6.2,3058.6,964.2,30.9,16.4,2.1,7.5156,16.7305,False,GD-2,135.73333333333332
2018-01-12 00:00:00.000,Player16,17.766666666666666,0.0,0.3,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.8006,0.0,0,18.4,0.0,0.0,8.3,0.0,34.2,0.0,9.4,4,7,,,18.4,45.0595,0,3.3469,43112.00424,0,30,13,6,1,43112,0,24,16,3,1,0.8006,45.0595,0.3032,0.0516,0.0102,0.0031,0.0004,0.3479,0.0663,0.0147,0.0024,0.0007,0.4342,0.055,0.0177,0.009,0.0037,0.0019,0.0014,0,0.0005,0.2751,0.0019,0.5611,0.2366,0.0028,0,0,1066,89.5565,0,0,28,0,0,0,106.1868,Kelic,0,0,0,0,0,0,3.3469,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,470.7,51.1,7.8,2,0.2,476.7,49.7,6.6,1.1,0.2,0,0,0,43112,43112,845.1,24.6,6.9,4.1,1.5,0.7,0.4,0,0.2,182,0.6,947.6,117.9,0.6,0,0,4.5689,4.9714,False,GD-2,
2018-01-12 00:00:00.000,Player16,29.666666666666668,0.0,0.7,2018-01-12 10:25:05.376,11v1,2018-01-12 10:54:46.080,1.9823,1.4,9,226.59999999999997,0.0,11.7,20.9,12.5,51.1,67.859,140.5,3,9,,,158.74099999999999,66.8199,0,5.0654,43112.00478,0,35,33,7,2,43112,0,59,15,2,1,1.9823,66.8199,0.7218,0.1248,0.038,0.0065,0.0005,0.9032,0.158,0.0263,0.0017,0.0015,0.6679,0.3329,0.1531,0.0861,0.0653,0.0263,0.0181,0.0118,0.0116,0.6019,0.0074,0.8696,0.9596,0.0853,0.0665,0.0014,1780,226.2943,0,0,65,0,0,0,141.0354,Kelic,0,5,4,0,0,9,5.0654,GD-2 (morning),43112.4547,11v1,43112.43409,67.859, training,810,60,17.7,3.4,0.3,815.1,64.1,8.4,0.7,0.5,0,0,0,43112,43112,1197.2,124.4,44.3,21.8,15.3,7.2,4.5,3,2.6,358,1.9,1350.1,401.4,17.4,11.1,0.2,6.7067,17.2284,False,GD-2,
2018-01-12 00:00:00.000,Player17,67.86666666666666,2.5,1.3,2018-01-12 10:06:07.487,Session,2018-01-12 11:13:59.520,3.898,32.800000000000004,15,446.7000000000001,27.2,17.5,40.3,24.3,44.0,160.893,312.40000000000003,30,24,,,285.80700000000013,57.4354,0,4.3754,43112.0026,0,101,61,18,6,43112,0,77,50,20,10,3.898,57.4354,1.5168,0.2744,0.0591,0.0146,0.0022,1.622,0.284,0.091,0.0245,0.0094,1.6001,0.53,0.263,0.1343,0.1286,0.0664,0.0482,0.029,0.0151,1.0582,0.0251,2.0565,1.5106,0.1699,0.1281,0.0328,4072,447.1254,0,0,143,6,0,6,323.1017,Markovic,0,8,5,2,0,15,4.3754,GD-2 (morning),43112.46805,Session,43112.42092,160.893, training,1930.1,167.1,32.5,7.3,1.2,1730.5,157.7,34.4,8.7,2.7,0,0,0,43112.00175,43112.00019,3015.9,202.2,80.3,35,27.4,14.8,10.3,6.5,3.7,670,6.1,3374.7,637.3,35,20.6,4.6,7.2712,11.8216,True,GD-2,169.66666666666666
2018-01-12 00:00:00.000,Player17,17.766666666666666,0.0,0.2,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.8052,0.0,0,18.000000000000004,0.0,0.0,6.8,0.0,34.6,0.0,7.8,11,5,,,18.000000000000004,45.3187,0,3.4173,43112.00161,0,29,21,5,0,43112,0,23,16,9,2,0.8052,45.3187,0.2977,0.0548,0.0148,0.0033,0,0.3354,0.072,0.0202,0.0064,0.0006,0.4823,0.0659,0.0165,0.0102,0.0034,0.0016,0.0009,0.0006,0.0013,0.2223,0,0.603,0.2021,0,0,0,1066,91.4257,0,0,44,2,0,2,94.3928,Markovic,0,0,0,0,0,0,3.4173,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,460.6,60.9,11.2,2.3,0,458,59.5,10.6,2.8,0.2,0,0,0,43112.0002,43112,869,29.7,7.6,4.7,1.5,0.7,0.3,0.3,0.6,151.7,0,968.8,97.3,0,0,0,3.5867,4.9339,False,GD-2,
2018-01-12 00:00:00.000,Player18,17.766666666666666,0.0,0.2,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.8564,0.0,0,20.3,0.0,0.0,5.9,0.0,40.3,0.0,12.3,12,6,,,20.3,48.2007,0,3.6451,43112.00854,0,37,26,6,0,43112,0,31,17,9,3,0.8564,48.2007,0.3153,0.0548,0.0197,0.003,0.0001,0.3598,0.0781,0.0189,0.0055,0.0011,0.4527,0.0809,0.0209,0.008,0.0049,0.0017,0.0031,0.0015,0.0008,0.2817,0.0003,0.5735,0.2829,0,0,0,1066,97.5304,0,0,17,0,0,0,67.3925,Martic,0,0,0,0,0,0,3.6451,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,460.9,53.9,14.9,2.3,0.1,461.7,59.3,10.2,2.4,0.5,0,0,0,43112.00108,43112.00002,829.1,36.9,9.8,3.7,2,0.7,1.2,0.5,0.4,181.8,0.1,927.1,139.1,0,0,0,3.8623,6.359,False,GD-2,
2018-01-12 00:00:00.000,Player18,17.45,0.0,0.6,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.8017,7.9,13,313.70000000000005,0.0,12.0,18.9,10.7,89.8,85.171,190.39999999999998,17,12,,,228.52900000000005,103.252,0,8.4116,43112.00029,0,50,40,9,3,43112,0,48,33,13,4,1.8017,103.252,0.6404,0.1712,0.0514,0.0093,0.0016,0.6495,0.1943,0.0659,0.0159,0.0024,0.3374,0.4202,0.2538,0.1233,0.0687,0.0452,0.0284,0.0117,0.0079,0.4767,0.0285,0.5199,1.0634,0.1332,0.0773,0.0079,1047,221.0108,0,0,38,1,0,1,87.5174,Martic,0,10,3,0,0,13,8.4116,GD-2 (morning),43112.46804,Game-11v11,43112.45592,85.171, training,418.1,81.5,23,4.1,0.6,407.7,81.1,24.4,5.6,0.9,0,0,0,43112.00084,43112.00304,456,151.1,73.3,31.4,16.4,10.4,6.2,2.8,2,290.5,6.9,598,407.8,27.3,12.8,1.1,7.2023,33.5053,False,GD-2,
2018-01-12 00:00:00.000,Player18,67.86666666666666,2.0,1.6,2018-01-12 10:06:07.487,Session,2018-01-12 11:13:59.520,4.6885,133.0,29,891.5,21.7,32.5,40.2,41.7,59.4,435.246,623.4,37,33,,,456.254,69.084,0,5.4988,43112.00251,0,110,83,27,6,43112,0,103,68,27,10,4.6885,69.084,1.7209,0.3774,0.1097,0.0264,0.0042,1.822,0.456,0.1325,0.0315,0.0078,1.3722,0.7907,0.4515,0.2681,0.198,0.1463,0.0819,0.0706,0.0387,1.1825,0.0879,1.8624,2.0976,0.2932,0.3022,0.133,4072,561.9247,0,0,90,2,0,2,258.511,Martic,0,12,13,4,0,29,5.4988,GD-2 (morning),43112.46805,Session,43112.42092,435.246, training,1865.2,192.3,52.5,12.2,2.2,1680.1,205.8,48.4,10.8,2.6,0,0,0,43112.00711,43112.00571,2721.7,290.9,132.5,64.1,40.7,28.2,16.4,13.8,7.8,737.5,18.5,3104.1,840.8,59.6,49.7,17.9,8.3312,17.6641,False,GD-2,135.73333333333332
2018-01-12 00:00:00.000,Player18,29.666666666666668,0.0,1.0,2018-01-12 10:25:05.376,11v1,2018-01-12 10:54:46.080,1.8958,125.1,16,552.6,0.0,20.2,17.1,30.8,55.2,350.074,419.0,8,15,,,202.526,63.905,0,5.1317,43112,0,23,15,12,3,43112,0,23,17,5,3,1.8958,63.905,0.7022,0.1456,0.038,0.014,0.0026,0.7533,0.1783,0.0472,0.0101,0.0044,0.499,0.278,0.1685,0.1336,0.1233,0.0989,0.0504,0.0575,0.03,0.3977,0.0589,0.6765,0.712,0.1573,0.2249,0.1251,1780,229.253,0,0,35,1,0,1,95.6922,Martic,0,2,10,4,0,16,5.1317,GD-2 (morning),43112.4547,11v1,43112.43409,350.074, training,893.9,53.8,14.2,5.8,1.5,730.7,62.5,13.6,2.8,1.2,0,0,0,43112.00325,43112.00061,1282.1,98.4,47,28.1,22,17,9,10.5,5.4,249.1,11.4,1417.4,277.2,31.7,36.9,16.8,8.3312,16.2416,False,GD-2,
2018-01-12 00:00:00.000,Player19,17.766666666666666,0.0,0.1,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.7763,0.0,0,14.400000000000002,0.0,0.0,4.1,0.0,33.1,0.0,7.7,9,2,,,14.400000000000002,43.6953,0,3.2255,43112,0,29,14,1,1,43112,0,24,14,6,3,0.7763,43.6953,0.2998,0.0527,0.0086,0.0009,0.0002,0.3343,0.0581,0.0135,0.0062,0.002,0.4174,0.0649,0.0222,0.0067,0.0051,0.0009,0.0005,0.0003,0,0.2574,0.0009,0.5279,0.2484,0,0,0,1066,86.2954,0,0,23,0,0,0,69.7477,Mateiu,0,0,0,0,0,0,3.2255,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,480.1,47.3,7,0.5,0.1,478.2,42.6,7.1,2.5,0.7,0,0,0,43112,43112,855.7,28.6,9.1,2.7,1.9,0.3,0.2,0.1,0,167.1,0.4,943.2,122.9,0,0,0,3.9623,5.1402,False,GD-2,
2018-01-12 00:00:00.000,Player19,29.666666666666668,0.0,0.5,2018-01-12 10:25:05.376,11v1,2018-01-12 10:54:46.080,1.7781,11.299999999999999,5,207.00000000000003,0.0,6.9,13.5,10.4,45.5,92.632,126.0,4,4,,,114.36800000000002,59.937,0,4.461,43112,0,44,22,3,1,43112,0,45,15,3,1,1.7781,59.937,0.6635,0.127,0.0166,0.0024,0.0003,0.8233,0.122,0.0203,0.0015,0.0012,0.6135,0.369,0.1515,0.081,0.0581,0.0317,0.0151,0.0135,0.0035,0.4373,0.0041,0.753,0.884,0.0485,0.0813,0.0113,1780,199.2961,0,0,19,0,0,0,99.4452,Mateiu,0,1,4,0,0,5,4.461,GD-2 (morning),43112.4547,11v1,43112.43409,92.632, training,795.6,60.3,9.2,1.5,0.2,852.9,51.7,7.5,0.8,0.4,0,0,0,43112.00002,43112,1294.6,133.6,45.7,21.3,12,6.8,3.2,2.6,0.7,258.7,0.9,1401.3,353.9,10,13.3,1.6,7.1534,16.0216,False,GD-2,
2018-01-12 00:00:00.000,Player19,67.86666666666666,2.0,1.1,2018-01-12 10:06:07.487,Session,2018-01-12 11:13:59.520,4.4356,11.299999999999999,12,406.7,21.7,13.6,36.0,22.4,49.8,108.858,221.10000000000002,21,11,,,297.842,65.3579,0,4.9065,43112.0042,0,134,61,8,3,43112,0,121,58,14,7,4.4356,65.3579,1.6926,0.3225,0.0529,0.007,0.0008,1.9436,0.3295,0.0672,0.0132,0.0064,1.4714,0.8605,0.3904,0.1856,0.0981,0.0561,0.026,0.0223,0.0095,1.3067,0.0091,1.9735,2.2193,0.134,0.0975,0.0113,4072,501.3885,0,0,105,1,0,1,262.4919,Mateiu,0,7,5,0,0,12,4.9065,GD-2 (morning),43112.46805,Session,43112.42092,108.858, training,1800.8,176.5,28.2,3.9,0.6,1871.4,155.6,27.7,5.2,2.1,0,0,0,43112.0014,43112.00089,2727.5,317.9,118.4,50.2,23.7,13,6.2,4.9,2.5,805.4,2.3,3111.1,915.7,27.5,16.1,1.6,7.1534,16.331,False,GD-2,135.73333333333332
2018-01-12 00:00:00.000,Player19,17.45,0.0,0.6,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.7267,0.0,7,185.3,0.0,6.4,20.0,0.0,76.2,16.226,87.40000000000002,8,5,,,169.074,98.9525,0,7.634,43112.00089,0,60,25,4,1,43112,0,52,28,5,3,1.7267,98.9525,0.6548,0.1412,0.0277,0.0036,0.0003,0.7096,0.1484,0.0324,0.0055,0.0032,0.3293,0.422,0.2163,0.0979,0.035,0.0234,0.0103,0.0086,0.006,0.5739,0.0041,0.5592,1.0658,0.0855,0.0162,0,1047,200.5592,0,0,63,1,0,1,86.2803,Mateiu,0,6,1,0,0,7,7.634,GD-2 (morning),43112.46804,Game-11v11,43112.45592,16.226, training,436.9,67.8,12,1.9,0.3,451.8,60.7,12.6,1.9,1,0,0,0,43112.00051,43112.00029,426.1,153.8,63.4,26.2,9.8,5.9,2.8,2.2,1.8,353.9,1,599.4,427.2,17.5,2.8,0,5.8978,30.7861,False,GD-2,
2018-01-12 00:00:00.000,Player20,17.45,0.0,1.5,2018-01-12 10:56:31.488,Game-11v11,2018-01-12 11:13:58.656,1.9744,10.6,17,405.1,0.0,40.7,40.0,11.2,89.5,80.403,234.40000000000003,21,18,,,324.697,113.1485,0,9.2885,43112.00125,0,44,43,15,3,43112,0,35,38,10,11,1.9744,113.1485,0.6997,0.2084,0.0478,0.0135,0.0009,0.7363,0.1637,0.0651,0.0279,0.0111,0.2785,0.4126,0.2899,0.1707,0.0871,0.0519,0.0346,0.0201,0.012,0.5884,0.0287,0.4618,1.2241,0.2081,0.0698,0.0106,1047,244.0502,0,0,57,1,0,1,96.4129,Mihaila,0,13,4,0,0,17,9.2885,GD-2 (morning),43112.46804,Game-11v11,43112.45592,80.403, training,416,84.3,18.5,5.6,0.4,426.9,64,20.2,8,3.1,0,0,0,43112.00192,43112.00209,363.9,149,82.9,42.6,20.2,12.5,8.5,4.8,2.9,353.2,6.5,502.9,488.1,42.9,11.6,1.5,7.2201,37.2588,False,GD-2,
2018-01-12 00:00:00.000,Player20,17.766666666666666,0.0,0.3,2018-01-12 10:06:06.624,Boxes-6v2,2018-01-12 10:23:52.800,0.8912,0.0,0,27.299999999999997,0.0,0.0,8.8,0.0,38.5,0.0,14.7,16,9,,,27.299999999999997,50.1588,0,3.8471,43112,0,41,17,8,1,43112,0,27,20,10,6,0.8912,50.1588,0.335,0.0662,0.0147,0.0055,0.0002,0.3556,0.0789,0.0214,0.0091,0.0046,0.4313,0.0862,0.0249,0.0126,0.0065,0.0014,0.0029,0.0014,0.0009,0.3214,0.0016,0.5765,0.3146,0,0,0,1066,102.9332,0,0,30,0,0,0,82.6125,Mihaila,0,0,0,0,0,0,3.8471,GD-2 (morning),43112.43325,Boxes-6v2,43112.42091,0, training,458.6,65.1,11.9,3.7,0.1,446,64.1,11,4.1,1.6,0,0,0,43112.00229,43112.00125,794.2,38.3,10.5,4.7,2.5,0.6,1.3,0.6,0.4,212.5,0.6,912.2,154,0,0,0,3.8511,6.6779,False,GD-2,
