date,playerName,duration,rpe,workload,splitStartTime,splitName,splitEndTime,totalDistance,sprintDistance,powerPlays,powerDistance,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,intensity,highspeedRunningDistance,highPowerDistance,highIntensityDeceleration,highIntensityAcceleration,heartRateGr90,heartRate85to90,explosiveDistance,distancePerMinute,cardioWorkload,averageMetabolicPower,Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Date,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,Distance (km),Distance Per Min (m/min),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Duration,Energy (kcal),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: > 20 G (Impacts),Impacts,Player Load,Player Name,Power Play Duration Zones: 0 - 2_5 s (Power Plays),Power Play Duration Zones: 2_5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7_5 s (Power Plays),Power Play Duration Zones: 7_5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Power Plays,Power Score (w/kg),Session Title,Split End Time,Split Name,Split Start Time,Sprint Distance (m),Tags,Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Top Speed (m/s),Work Ratio,dirty,gdType,rpeTl
2018-03-05 00:00:00.000,Player1,58.21666666666667,3.0,1.9,2018-03-05 15:07:54.336,Session,2018-03-05 16:06:07.487,4.6923,25.4,45,1041.0,31.1,35.3,51.0,26.7,67.4,241.825,556.8000000000001,58,44,0,0,314.9750000000001,80.6012,0,6.5697,0,82,89,31,13,43164,0,81,75,30,28,4.6923,80.6012,1.7237,0.4367,0.1153,0.0275,0.0082,1.7174,0.4284,0.1382,0.0649,0.0318,1.3151,0.8262,0.7747,0.4842,0.2264,0.1131,0.0579,0.0463,0.0344,0.7351,0.0787,1.6307,2.2324,0.5874,0.2164,0.0254,3493,534.8047,0,0,204,0,0,0,292.0346,Baluta,0,29,12,3,1,45,6.5697,GD-1,43164.67092,Session,43164.63049,241.825, training,1515,188.3,49.3,11.9,3.7,1484.4,165.2,47.9,18.7,9,0,0,0,0,0,2289.3,294.4,214,114.1,52.6,26.5,13.6,10.7,7.6,451.9,18.7,2535.8,796.6,121.1,36.4,3.5,7.3823,23.3726,False,GD-1,174.65
2018-03-05 00:00:00.000,Player1,9.0,0.0,0.2,2018-03-05 15:08:03.839,Warm-up,2018-03-05 15:17:03.840,0.7429,0.0,3,73.5,0.0,2.3,6.1,0.0,68.2,3.978,33.6,2,7,0,0,29.622,82.543,0,6.5626,0,19,16,5,2,43164,0,18,19,1,1,0.7429,82.543,0.2726,0.0585,0.0141,0.0047,0.0014,0.297,0.0706,0.0184,0.0043,0.0013,0.1517,0.2366,0.107,0.0399,0.0141,0.0075,0.0028,0.001,0.0024,0.1741,0.0058,0.2146,0.483,0.0413,0.004,0,540,82.6175,0,0,67,0,0,0,53.1924,Baluta,0,1,2,0,0,3,6.5626,GD-1,43164.63685,Warm-up,43164.6306,3.978, training,220.2,32.4,8,2,0.5,234.2,34.3,7.2,1.1,0.3,0,0,0,0,0,299.1,83.2,33.3,10.9,4.1,2.2,1,0.4,0.6,103.7,1.7,348.2,182.6,8.7,0.7,0,5.6845,29.0078,False,GD-1,
2018-03-05 00:00:00.000,Player1,35.55,0.0,1.7,2018-03-05 15:19:20.352,10v11,2018-03-05 15:54:53.567,3.5124,25.4,41,938.3999999999999,0.0,32.0,42.8,21.4,83.2,227.816,508.1,52,34,0,0,280.284,98.803,0,8.1576,0,56,65,24,10,43164,0,59,46,26,26,3.5124,98.803,1.2984,0.3502,0.0913,0.0207,0.0057,1.2255,0.324,0.1088,0.0587,0.029,0.9009,0.5471,0.6514,0.4303,0.2087,0.1033,0.0538,0.0435,0.031,0.4745,0.0678,1.1069,1.6395,0.5383,0.2024,0.0254,2133,405.4321,0,0,119,0,0,0,196.2162,Baluta,0,27,10,3,1,41,8.1576,GD-1,43164.66312,10v11,43164.63843,227.816, training,905.6,131,35.6,9,2.8,876.2,111.5,36,16.7,8.3,0,0,0,0,0,1258.4,193.2,174.6,99.4,47.4,23.6,12.2,9.9,6.8,291.5,15.7,1418.2,566.2,110.8,34,3.5,7.3823,29.1977,False,GD-1,
2018-03-05 00:00:00.000,Player2,35.55,0.0,1.6,2018-03-05 15:19:20.352,10v11,2018-03-05 15:54:53.567,2.9502,98.7,33,797.8000000000001,0.0,33.4,31.7,29.5,73.4,355.774,542.5,37,32,0,0,186.726,82.9879,0,7.0407,0,58,48,26,6,43164,0,69,35,16,21,2.9502,82.9879,0.9694,0.2937,0.1145,0.0279,0.0033,1.0946,0.2823,0.0966,0.0345,0.0333,0.6443,0.5652,0.331,0.2553,0.1509,0.1078,0.0893,0.0531,0.0394,0.6121,0.102,0.8714,1.453,0.2701,0.2571,0.0987,2133,387.5879,0,0,190,0,0,0,165.6422,Bancu,0,22,9,2,0,33,7.0407,GD-1,43164.66312,10v11,43164.63843,355.774, training,972.2,115.4,44.8,11.5,1.5,834.7,104.7,30.1,9.7,8.1,0,0,0,0,0,1289,205.3,95.1,59.8,31.5,21.9,18.7,11.1,8.2,370.5,21.6,1467.8,554.5,54.7,42.5,13.2,8.7245,25.095,False,GD-1,
2018-03-05 00:00:00.000,Player2,58.21666666666667,3.0,1.7,2018-03-05 15:07:54.336,Session,2018-03-05 16:06:07.487,4.1516,98.7,37,893.2000000000003,31.1,37.0,37.0,33.5,62.0,355.774,586.3000000000001,42,37,0,0,230.52600000000007,71.3122,0,5.8666,0,93,69,30,7,43164,0,93,58,19,23,4.1516,71.3122,1.414,0.3805,0.1334,0.0331,0.0036,1.6182,0.3787,0.117,0.0379,0.0353,1.0456,0.8364,0.4287,0.3069,0.1688,0.1184,0.0935,0.0581,0.0422,0.9477,0.1053,1.43,2.0307,0.3351,0.2571,0.0987,3493,529.0003,0,0,262,3,0,3,246.8119,Bancu,0,24,11,2,0,37,5.8666,GD-1,43164.67092,Session,43164.63049,355.774, training,1659.1,166.5,56.3,14,1.6,1385.4,152.3,38.6,10.9,8.7,0,0,0,0,0,2280.1,306.5,125.6,73.4,36.7,24.8,20.2,12.6,9,581.8,22.7,2580.4,789.1,68.2,42.5,13.2,8.7245,20.6017,False,GD-1,174.65
2018-03-05 00:00:00.000,Player2,9.0,0.0,0.1,2018-03-05 15:08:03.839,Warm-up,2018-03-05 15:17:03.840,0.745,0.0,3,73.4,0.0,2.7,2.5,0.0,69.8,0.0,29.1,3,1,0,0,29.1,82.7818,0,6.4246,0,27,17,0,1,43164,0,15,19,1,2,0.745,82.7818,0.2704,0.0689,0.0114,0.0009,0.0003,0.3055,0.0725,0.0118,0.0014,0.002,0.1645,0.2389,0.0788,0.0443,0.0152,0.0059,0.0019,0.0028,0.0012,0.1894,0.0021,0.236,0.4581,0.051,0,0,540,89.5984,0,0,64,1,0,1,49.4582,Bancu,0,1,2,0,0,3,6.4246,GD-1,43164.63685,Warm-up,43164.6306,0, training,225.1,36.5,6.7,0.4,0.1,231.8,33.6,5.1,0.4,0.6,0,0,0,0,0,294,88,24.9,11.6,4.2,1.6,0.6,0.7,0.3,113.7,0.7,350.2,179.6,10.5,0,0,5.3156,28.188,False,GD-1,
2018-03-05 00:00:00.000,Player3,9.0,0.0,0.1,2018-03-05 15:08:03.839,Warm-up,2018-03-05 15:17:03.840,0.7456,0.0,2,47.8,0.0,1.5,1.5,0.0,67.1,0.0,15.399999999999997,2,1,0,0,15.399999999999997,82.8458,0,6.3192,0,31,11,0,1,43164,0,27,12,1,1,0.7456,82.8458,0.2983,0.0528,0.0077,0.0008,0.0014,0.3092,0.0659,0.0076,0.0014,0.0006,0.1624,0.2475,0.0844,0.0324,0.0094,0.0027,0.0004,0.0007,0.0004,0.2035,0.0018,0.2179,0.4996,0.0281,0,0,540,77.1125,0,0,37,0,0,0,45.0782,Barbut,0,0,2,0,0,2,6.3192,GD-1,43164.63685,Warm-up,43164.6306,0, training,237.9,28.7,4.8,0.3,0.5,232.9,30.9,3.6,0.5,0.2,0,0,0,0,0,293,90.5,27.2,8.5,2.7,0.8,0.2,0.2,0.1,116.5,0.6,336.8,197.7,5.8,0,0,5.0867,30.0944,False,GD-1,
2018-03-05 00:00:00.000,Player3,35.53333333333333,0.0,1.0,2018-03-05 15:19:20.352,10v11,2018-03-05 15:54:53.567,2.7572,17.0,23,500.0,0.0,18.0,24.0,15.7,64.6,135.054,305.79999999999995,28,28,0,0,170.74599999999995,77.5961,0,6.2634,0,72,36,22,6,43164,0,60,42,17,11,2.7572,77.5961,1.0164,0.2473,0.0758,0.0163,0.0027,1.0121,0.2659,0.0788,0.0269,0.015,0.743,0.503,0.2965,0.1942,0.0993,0.0728,0.0301,0.0323,0.03,0.7149,0.0413,1.0635,1.3106,0.248,0.1181,0.017,2132,301.668,0,0,110,2,0,2,141.9377,Barbut,0,15,8,0,0,23,6.2634,GD-1,43164.66312,10v11,43164.63843,135.054, training,948.1,110.8,30.2,7,1,891.5,103.9,27.5,8.2,4.3,0,0,0,0,0,1295.9,185.8,85.6,45.9,22.7,16.6,7.5,7.8,6.7,448.1,9.9,1542.1,517.7,50.5,19.8,2.4,7.0889,21.3552,False,GD-1,
2018-03-05 00:00:00.000,Player3,58.21666666666667,2.0,1.1,2018-03-05 15:07:54.336,Session,2018-03-05 16:06:07.487,4.108,17.0,25,567.9000000000001,20.7,19.7,27.0,22.0,58.1,135.054,331.99999999999994,32,31,0,0,196.94599999999994,70.5644,0,5.5744,0,120,58,23,8,43164,0,111,64,19,13,4.108,70.5644,1.5384,0.3331,0.096,0.0181,0.0045,1.596,0.3813,0.0955,0.0288,0.0163,1.2153,0.8153,0.4067,0.2359,0.1144,0.0768,0.0308,0.0342,0.0308,1.1029,0.045,1.6649,2.0238,0.2843,0.1181,0.017,3493,439.8089,0,0,171,2,0,2,226.4079,Barbut,0,15,10,0,0,25,5.5744,GD-1,43164.67092,Session,43164.63049,135.054, training,1566.9,167.7,43,7.7,1.7,1490.5,166.5,35.6,9,4.7,0,0,0,0,0,2252.1,303.5,121.5,57.8,27.5,17.9,7.8,8.4,6.9,678.8,11.1,2600.8,812.3,58,19.8,2.4,7.0889,19.4716,False,GD-1,116.43333333333334
2018-03-05 00:00:00.000,Player4,35.55,0.0,1.0,2018-03-05 15:19:20.352,10v11,2018-03-05 15:54:53.567,3.2148,23.099999999999998,20,512.1999999999999,0.0,19.2,18.5,20.6,76.6,110.693,266.7,26,14,0,0,156.007,90.4315,0,7.0776,0,81,47,13,1,43164,0,78,39,11,15,3.2148,90.4315,1.2416,0.2538,0.0614,0.0112,0.0005,1.2914,0.2548,0.059,0.0233,0.0179,0.8757,0.6576,0.4463,0.2455,0.1116,0.0525,0.039,0.0209,0.0158,0.7231,0.0269,1.1328,1.7398,0.2316,0.0876,0.0231,2133,411.279,0,0,227,0,0,0,227.0753,Bic,0,15,3,2,0,20,7.0776,GD-1,43164.66312,10v11,43164.63843,110.693, training,919.8,112.3,28.1,4.9,0.2,935.3,100.2,20.1,7.1,4.8,0,0,0,0,0,1214.5,239.1,124.6,61.6,27.1,12.8,8.3,5,3.4,430.2,6.2,1413.9,653.7,47.5,14.6,3.1,8.0534,27.4006,False,GD-1,
