date,playerName,duration,rpe,workload,splitStartTime,splitName,splitEndTime,totalDistance,sprintDistance,powerPlays,powerDistance,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,intensity,highspeedRunningDistance,highPowerDistance,highIntensityDeceleration,highIntensityAcceleration,heartRateGr90,heartRate85to90,explosiveDistance,distancePerMinute,cardioWorkload,averageMetabolicPower,Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Date,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,Distance (km),Distance Per Min (m/min),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Duration,Energy (kcal),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: > 20 G (Impacts),Impacts,Player Load,Player Name,Power Play Duration Zones: 0 - 2_5 s (Power Plays),Power Play Duration Zones: 2_5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7_5 s (Power Plays),Power Play Duration Zones: 7_5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Power Plays,Power Score (w/kg),Session Title,Split End Time,Split Name,Split Start Time,Sprint Distance (m),Tags,Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Top Speed (m/s),Work Ratio,dirty,fromCsv,gdType,rpeTl
2018-05-08 00:00:00.000,Player13,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.7506,0.0,0,24.799999999999997,0,0.0,0.0,0.0,0.0,0.0,15.1,4,11,0,0,15.1,44.2424,0,3.3429,0,29,12,8,3,43228,0,21,22,2,2,0.7506,44.2424,0.2875,0.0416,0.011,0.0061,0.0007,0.313,0.0658,0.022,0.0018,0.0011,0.4367,0.0522,0.0205,0.0097,0.0038,0.0028,0.0017,0.0014,0.003,0.2164,0.0024,0.5418,0.2037,0.0051,0,0,1018,90.2703,0,0,20,0,0,0,96.9263,Glavina,0,0,0,0,0,0,3.3429,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,460.3,40.1,7.7,3.4,0.5,447.9,45.7,11.1,0.8,0.4,0,0,0,0,0,835,24.1,6.6,3.6,1.4,1.3,0.6,0.5,1.1,142.8,0.9,919.6,97.2,1.1,0,0,4.7134,4.5781,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player13,64.31666666666666,0.0,1.3,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,3.8623,30.599999999999998,27,586.7999999999998,0,21.1,34.9,21.7,49.4,164.815,353.4,32,35,0,0,188.58499999999998,60.0516,0,4.7223,0,103,56,30,5,43228,0,93,68,23,9,3.8623,60.0516,1.4492,0.2825,0.0908,0.0238,0.0014,1.5292,0.3345,0.108,0.0381,0.0047,1.4889,0.5478,0.3423,0.2334,0.1211,0.0873,0.0399,0.0381,0.0287,0.8963,0.0383,1.8108,1.6043,0.2824,0.1342,0.0306,3859,483.4131,0,0,110,0,0,0,352.8848,Glavina,0,19,5,3,0,27,4.7223,GD-1,43228.50255,Session,43228.45789,164.815, training,1737.6,149.6,40.8,12.6,0.8,1708.1,154.8,41.7,11.2,1.5,0,0,0,0,0,2867.1,209.8,96.2,56.3,28.8,20.7,9.7,8.7,7.4,544.7,9.3,3122.9,651.3,57.7,22.6,4.2,7.4712,14.2561,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player14,29.7,,,2018-05-08 11:18:57.600,10v11,2018-05-08 11:48:40.031,2.1472,9.4,19,415.4,0,0.0,0.0,0.0,0.0,135.638,271.2,20,20,0,0,135.56199999999998,72.2977,0,5.8133,0,45,32,17,3,43228,0,45,34,15,5,2.1472,72.2977,0.8047,0.1575,0.0671,0.0138,0.0029,0.8107,0.1936,0.0609,0.0322,0.004,0.7512,0.2627,0.2278,0.1442,0.1081,0.0534,0.034,0.0251,0.0186,0.4899,0.032,0.9314,0.8839,0.1963,0.1263,0.0094,1782,248.8897,0,0,110,2,0,2,122.256,Gustavo,0,14,4,1,0,19,5.8133,GD-1,43228.49213,10v11,43228.4715,135.638, training,794.9,69.6,25.9,5.9,1,774.5,81.8,19.1,8.7,1,0,0,0,0,0,1231,98.4,62.5,34.7,22.9,12.6,8.4,6.2,4.3,293.7,7.7,1369.4,350.1,40.7,20.9,1.3,7.3023,18.0992,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player14,64.31666666666666,0.0,1.1,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,3.6498,9.4,23,516.3,0,18.4,27.2,19.9,46.6,147.188,321.5,32,33,0,0,174.312,56.7476,0,4.4504,0,76,59,24,9,43228,0,80,59,26,6,3.6498,56.7476,1.3824,0.2438,0.0968,0.02,0.0054,1.4412,0.3165,0.0975,0.0419,0.0043,1.5719,0.3689,0.2941,0.1948,0.1268,0.0652,0.039,0.0285,0.0208,0.8986,0.0412,1.9805,1.2708,0.2513,0.1378,0.0094,3859,412.4963,0,0,181,2,0,2,238.8335,Gustavo,0,17,5,1,0,23,4.4504,GD-1,43228.50255,Session,43228.45789,147.188, training,1788.3,144.4,48.3,9.6,2.4,1653.3,163.7,35.5,12.2,1.1,0,0,0,0,0,2936.7,144.2,84.1,48.1,28.8,16,10,7.3,4.8,568.3,10.5,3257,525.5,52.1,22.9,1.3,7.3023,11.1667,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player14,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.7267,0.0,4,76.2,0,0.0,0.0,0.0,0.0,11.549,36.50000000000001,5,5,0,0,24.951000000000008,51.5391,0,3.9297,0,10,9,2,3,43228,0,10,12,4,1,0.7267,51.5391,0.286,0.0411,0.0142,0.0041,0.0018,0.3028,0.0535,0.0181,0.0048,0.0003,0.3336,0.0587,0.0476,0.0397,0.0105,0.0095,0.0044,0.002,0.0015,0.2106,0.0086,0.4633,0.1995,0.0523,0.0115,0,846,79.8299,0,0,28,0,0,0,41.7729,Gustavo,0,3,1,0,0,4,3.9297,GD-1,43228.50275,Set-pieces,43228.49297,11.549, training,401.2,27.6,8.8,1.6,0.7,369.5,27.5,7.1,1.5,0.1,0,0,0,0,0,648.3,23.6,13.7,9.2,3,2.6,1.3,0.5,0.3,140.6,2.5,746.9,85.9,10.8,2,0,5.9489,7.7933,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player14,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.6974,0.0,0,18.599999999999998,0,0.0,0.0,0.0,0.0,0.0,9.0,7,8,0,0,9.0,41.1057,0,3.0921,0,21,17,5,3,43228,0,25,12,7,0,0.6974,41.1057,0.2581,0.0404,0.015,0.0022,0.0008,0.2942,0.0656,0.0163,0.0049,0,0.4257,0.0445,0.0156,0.0096,0.0042,0.0016,0.0006,0.0014,0.0007,0.1931,0.0005,0.5293,0.1672,0.0009,0,0,1018,75.5986,0,0,41,0,0,0,70.064,Gustavo,0,0,0,0,0,0,3.0921,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,449.8,44.3,13.1,2.1,0.7,445.1,52,8.7,2,0,0,0,0,0,0,850.3,21,7,3.7,1.9,0.6,0.3,0.6,0.2,131.9,0.3,936.8,80.8,0.2,0,0,4.2311,3.6255,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player16,29.7,,,2018-05-08 11:18:57.600,10v11,2018-05-08 11:48:40.031,2.1172,11.4,6,255.0,0,0.0,0.0,0.0,0.0,63.775,136.2,14,10,0,0,72.42499999999998,71.2878,0,5.5722,0,75,31,7,3,43228,0,67,33,13,1,2.1172,71.2878,0.7655,0.1867,0.0345,0.007,0.0011,0.8496,0.2101,0.0501,0.0121,0.0005,0.5876,0.4772,0.2889,0.1188,0.0523,0.031,0.0166,0.0092,0.0071,0.5087,0.02,0.7316,1.2298,0.092,0.0524,0.0114,1782,295.5325,0,0,100,0,0,0,118.1957,Kelic,0,5,0,1,0,6,5.5722,GD-1,43228.49213,10v11,43228.4715,63.775, training,838,95,15.1,3.4,0.6,721.8,84.8,19,4.5,0.2,0,0,0,0,0,1163.1,176.1,84.3,31.7,13.2,7.8,3.8,2,1.8,294,4.6,1276.7,476.1,19.4,8.6,1.6,7.1734,22.5651,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player16,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.6373,0.0,2,62.0,0,0.0,0.0,0.0,0.0,5.585,31.5,1,6,0,0,25.915,45.1951,0,3.4277,0,10,9,5,1,43228,0,13,12,1,0,0.6373,45.1951,0.2413,0.0308,0.0167,0.0028,0.0006,0.2776,0.0478,0.0192,0.0004,0,0.3007,0.0642,0.0447,0.0305,0.0131,0.0094,0.0029,0.0026,0.002,0.1656,0.0015,0.3677,0.2369,0.0271,0.0056,0,846,86.2566,0,0,26,0,0,0,39.193,Kelic,0,1,1,0,0,2,3.4277,GD-1,43228.50275,Set-pieces,43228.49297,5.585, training,391.6,19.7,9.9,1.7,0.4,389.3,24.7,8.2,0.2,0,0,0,0,0,0,685.6,23.1,13.5,8.1,3.5,3,1,0.8,0.6,105.9,0.6,738,101.3,5.4,1,0,5.5423,7.4022,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player16,64.31666666666666,0.0,1.0,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,3.5303,11.4,8,330.19999999999993,0,14.6,20.9,23.4,48.3,69.361,177.0,20,22,0,0,107.639,54.8899,0,4.2042,0,112,46,17,5,43228,0,110,51,17,3,3.5303,54.8899,1.3112,0.2546,0.0597,0.0129,0.0023,1.4805,0.3139,0.0781,0.016,0.001,1.392,0.5777,0.3504,0.1532,0.0682,0.0425,0.0203,0.0127,0.0091,0.8801,0.0242,1.7064,1.6317,0.1229,0.058,0.0114,3859,482.7297,0,0,147,0,0,0,226.7106,Kelic,0,6,1,1,0,8,4.2042,GD-1,43228.50255,Session,43228.45789,69.361, training,1842.1,157,31.3,6.9,1.2,1629.9,152.6,31.5,5.9,0.4,0,0,0,0,0,2912.6,215.4,103.3,41.5,17.8,11.7,5.1,3.2,2.4,539.8,6,3163.3,658.7,25.6,9.6,1.6,7.1734,12.9418,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player16,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.6828,0.0,0,13.299999999999999,0,0.0,0.0,0.0,0.0,0.0,9.399999999999999,5,6,0,0,9.399999999999999,40.2418,0,2.9632,0,26,5,5,1,43228,0,28,6,3,2,0.6828,40.2418,0.262,0.0359,0.0079,0.0031,0.0005,0.3069,0.0542,0.0083,0.0035,0.0005,0.4271,0.0351,0.0168,0.0039,0.0028,0.0021,0.0009,0.0009,0,0.1905,0.0027,0.521,0.158,0.0038,0,0,1018,89.741,0,0,18,0,0,0,64.189,Kelic,0,0,0,0,0,0,2.9632,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,479.7,40.6,5.4,1.8,0.2,442.9,41.9,3.9,1.2,0.2,0,0,0,0,0,862.3,15.4,5.5,1.7,1.1,0.9,0.3,0.4,0,129.4,0.8,939.6,77.4,0.8,0,0,4.8667,3.2914,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player18,29.7,,,2018-05-08 11:18:57.600,10v11,2018-05-08 11:48:40.031,1.6531,29.1,11,273.8,0,0.0,0.0,0.0,0.0,90.524,173.3,14,15,0,0,82.77600000000001,55.6588,0,4.4333,0,39,26,9,6,43228,0,26,37,9,5,1.6531,55.6588,0.6109,0.1269,0.0378,0.0137,0.0024,0.6449,0.1413,0.0522,0.0178,0.0051,0.5746,0.2128,0.1339,0.1005,0.0613,0.0356,0.02,0.0179,0.0106,0.4579,0.0279,0.8139,0.6286,0.12,0.0615,0.0291,1782,209.6431,0,0,52,0,0,0,95.5307,Martic,0,6,5,0,0,11,4.4333,GD-1,43228.49213,10v11,43228.4715,90.524, training,950,72.5,16.6,5.4,1.1,643.3,67.9,19.1,5.1,1.5,0,0,0,0,0,1303.3,81.3,40,23.7,14,7.3,4.8,3.7,2.4,295.7,6.3,1487.6,256.5,24.3,10.1,4,7.5956,12.3029,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player18,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.3771,0.0,0,4.3,0,0.0,0.0,0.0,0.0,0.0,2.7,1,0,0,0,2.7,26.7455,0,1.8377,0,6,5,0,0,43228,0,6,3,1,0,0.3771,26.7455,0.1644,0.0096,0.0034,0.0001,0,0.1829,0.014,0.0019,0.0008,0,0.2648,0.0223,0.0066,0.0016,0.0008,0.0009,0.0006,0.0004,0,0.0792,0,0.3183,0.0588,0,0,0,846,41.305,0,0,8,0,0,0,17.3232,Martic,0,0,0,0,0,0,1.8377,GD-1,43228.50275,Set-pieces,43228.49297,0, training,592.9,10.3,2.3,0.1,0,228.7,9.6,1.2,0.5,0,0,0,0,0,0,777.2,9.8,2.1,0.6,0.3,0.3,0.2,0.1,0,55,0,819.3,26.3,0,0,0,4.2178,1.9749,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player18,64.31666666666666,0.0,0.8,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,2.8462,29.1,11,296.09999999999997,0,11.6,20.3,16.9,37.0,90.524,187.10000000000005,17,23,0,0,96.57600000000005,44.2522,0,3.3763,0,68,40,14,9,43228,0,49,51,11,6,2.8462,44.2522,1.0946,0.1755,0.0523,0.0168,0.0028,1.1992,0.2167,0.0635,0.0193,0.0054,1.3118,0.2767,0.1628,0.109,0.0668,0.0383,0.0223,0.0198,0.0108,0.7988,0.0291,1.7507,0.8836,0.1213,0.0615,0.0291,3859,345.6303,0,0,76,0,0,0,176.4654,Martic,0,6,5,0,0,11,3.3763,GD-1,43228.50255,Session,43228.45789,90.524, training,2114,127,28.5,7.1,1.4,1423.7,124.5,25.2,5.8,1.6,0,0,0,0,0,3098.9,109.6,49.9,26.8,15.9,8.3,5.7,4.4,2.5,530.1,6.7,3440.7,379.4,24.6,10.1,4,7.5956,7.1058,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player18,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.7354,0.0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,11.1,2,8,0,0,11.1,43.3429,0,3.1939,0,23,9,5,3,43228,0,17,11,1,1,0.7354,43.3429,0.2817,0.0385,0.011,0.003,0.0004,0.3296,0.0609,0.0094,0.0006,0.0003,0.4225,0.0415,0.0223,0.0069,0.0047,0.0018,0.0017,0.0015,0.0002,0.2311,0.0012,0.5464,0.1876,0.0013,0,0,1018,86.2385,0,0,16,0,0,0,58.4845,Martic,0,0,0,0,0,0,3.1939,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,453.4,42.2,9.3,1.6,0.3,459.8,46,4.9,0.2,0.1,0,0,0,0,0,827.1,18.4,7.6,2.5,1.6,0.7,0.7,0.6,0.1,158.1,0.4,926.6,90.9,0.3,0,0,4.3556,3.7532,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player19,64.31666666666666,0.0,1.2,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,3.912,7.1000000000000005,15,455.2,0,16.4,29.8,22.6,51.5,56.17,259.6,34,29,0,0,203.43,60.8238,0,4.7523,0,108,76,20,9,43228,0,101,65,26,8,3.912,60.8238,1.4423,0.285,0.0858,0.0205,0.0041,1.5936,0.349,0.1,0.0245,0.0071,1.3478,0.6218,0.3706,0.1956,0.1029,0.0556,0.0371,0.0219,0.01,1.1165,0.0321,1.8476,1.769,0.2393,0.049,0.0071,3859,519.3624,0,0,192,4,0,4,257.5493,Mateiu,0,10,5,0,0,15,4.7523,GD-1,43228.50255,Session,43228.45789,56.17, training,1687.5,170.1,43.9,9.7,2.1,1728.2,168.9,38.2,8.1,2.1,0,0,0,0,0,2685.9,228.4,107.8,51.4,27.4,14.2,9.5,6.3,3,716,8.9,3073.5,727,49.1,8.2,1,7.1289,13.6726,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player19,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.6965,0.0,0,22.799999999999997,0,0.0,0.0,0.0,0.0,0.0,15.100000000000001,7,7,0,0,15.100000000000001,41.0496,0,3.0954,0,20,15,6,1,43228,0,22,11,7,0,0.6965,41.0496,0.2562,0.0382,0.0139,0.0039,0.0008,0.3013,0.0598,0.0157,0.0062,0.0006,0.4113,0.038,0.0198,0.0077,0.0045,0.0025,0.0031,0.0014,0.0011,0.2047,0.0025,0.5256,0.1658,0.0051,0,0,1018,89.2368,0,0,39,0,0,0,68.7652,Mateiu,0,0,0,0,0,0,3.0954,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,438.1,47.5,10.1,2.5,0.3,462.6,46.6,7.8,2.2,0.2,0,0,0,0,0,843.5,17.2,6.9,3.2,1.7,1,1.1,0.5,0.3,141.7,0.8,935.3,81.5,1.1,0,0,4.7734,3.242,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player19,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.7669,0.0,1,64.3,0,0.0,0.0,0.0,0.0,7.025,39.400000000000006,7,8,0,0,32.37500000000001,54.3929,0,4.1912,0,14,11,4,4,43228,0,16,10,6,1,0.7669,54.3929,0.2807,0.0408,0.0166,0.0059,0.0014,0.3372,0.0634,0.0171,0.0034,0.0006,0.3162,0.1039,0.0502,0.0249,0.0121,0.0081,0.0072,0.0039,0.0027,0.2325,0.0054,0.4332,0.3027,0.0239,0.007,0,846,100.3861,0,0,32,1,0,1,46.0308,Mateiu,0,0,1,0,0,1,4.1912,GD-1,43228.50275,Set-pieces,43228.49297,7.025, training,370,26.8,8.3,3,0.8,398.7,30.2,6.5,1.2,0.2,0,0,0,0,0,621.2,37.5,14.3,7,3.8,2.3,1.9,1.3,0.9,153.7,1.8,711.4,128.1,5,1.2,0,5.8889,9.5069,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player19,29.7,,,2018-05-08 11:18:57.600,10v11,2018-05-08 11:48:40.031,2.3382,7.1000000000000005,14,361.0,0,0.0,0.0,0.0,0.0,49.145,200.2,20,14,0,0,151.05499999999998,78.728,0,6.2535,0,70,47,10,4,43228,0,59,42,13,7,2.3382,78.728,0.8645,0.1975,0.0535,0.0107,0.002,0.9078,0.2146,0.0668,0.0149,0.0059,0.5637,0.4665,0.2955,0.1608,0.0843,0.0438,0.025,0.0166,0.0062,0.6515,0.0243,0.8188,1.2629,0.2074,0.042,0.0071,1782,315.6816,0,0,117,3,0,3,133.5257,Mateiu,0,10,4,0,0,14,6.2535,GD-1,43228.49213,10v11,43228.4715,49.145, training,777.3,91,24.4,4.2,1,766.5,87.9,23.7,4.7,1.7,0,0,0,0,0,1035.8,168.9,85,40.4,21.3,10.5,6,4.5,1.8,401.9,6.3,1230.8,501.2,42.4,7,1,7.1289,22.6941,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player21,64.31666666666666,0.0,0.8,2018-05-08 10:59:21.695,Session,2018-05-08 12:03:40.319,2.8612,0.0,11,279.2,0,9.2,21.1,0.0,36.0,58.36,158.7,23,28,0,0,100.33999999999999,44.4862,0,3.3827,0,68,30,20,8,43228,0,52,37,17,6,2.8612,44.4862,1.1301,0.1738,0.044,0.0168,0.004,1.1914,0.2089,0.0648,0.0207,0.0068,1.4562,0.3206,0.2128,0.1205,0.06,0.0314,0.0247,0.012,0.0091,0.5925,0.0215,1.7747,0.8943,0.1338,0.0584,0,3859,294.8113,0,0,48,0,0,0,181.4449,Mitrita,0,9,1,1,0,11,3.3827,GD-1,43228.50255,Session,43228.45789,58.36, training,2037.2,113.4,22.1,8.1,2,1525.4,116.2,25.3,7.3,1.8,0,0,0,0,0,3217.3,122.7,62,30.9,13.8,7.9,6.9,3.2,2.3,385.9,5.9,3467.2,354.3,27.6,9.7,0,6.6867,7.7097,False,True,GD+3-1,
2018-05-08 00:00:00.000,Player21,29.7,,,2018-05-08 11:18:57.600,10v11,2018-05-08 11:48:40.031,1.7124,0.0,10,245.19999999999996,0,0.0,0.0,0.0,0.0,53.624,136.5,15,16,0,0,82.876,57.6556,0,4.536,0,43,27,12,4,43228,0,39,24,11,4,1.7124,57.6556,0.6496,0.1327,0.0329,0.0116,0.0025,0.6704,0.1462,0.0465,0.0143,0.0058,0.6688,0.2788,0.1912,0.1087,0.0536,0.0257,0.022,0.0104,0.0083,0.3282,0.0165,0.803,0.7295,0.1263,0.0536,0,1782,182.6142,0,0,25,0,0,0,95.5696,Mitrita,0,8,1,1,0,10,4.536,GD-1,43228.49213,10v11,43228.4715,53.624, training,912.4,66.7,14.1,4.7,1,695.6,65.1,16.4,5,1.5,0,0,0,0,0,1364.5,104.5,54.7,27.1,11.8,6.3,5.8,2.6,2,198.7,4.5,1469.7,277.9,26,8.9,0,6.6867,14.4292,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player21,16.966666666666665,,,2018-05-08 11:00:10.080,Boxes-5v2,2018-05-08 11:17:07.872,0.6207,0.0,0,10.6,0,0.0,0.0,0.0,0.0,0.0,6.9,2,5,0,0,6.9,36.5837,0,2.6246,0,16,3,3,2,43228,0,8,9,2,0,0.6207,36.5837,0.2623,0.0221,0.0034,0.0027,0.0009,0.2776,0.0399,0.0105,0.0011,0,0.4413,0.0218,0.0123,0.0037,0.0018,0.0013,0.0004,0.0012,0.0008,0.1348,0.0014,0.5326,0.0864,0.0018,0,0,1018,60.3384,0,0,10,0,0,0,50.4807,Mitrita,0,0,0,0,0,0,2.6246,GD-1,43228.47023,Boxes-5v2,43228.45845,0, training,505.4,27.5,3,1.6,0.7,440.1,33.7,5.4,0.5,0,0,0,0,0,0,904.4,9.5,4.3,1.1,0.7,0.4,0.2,0.5,0.3,96,0.5,977.2,40.3,0.4,0,0,4.3289,1.9255,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player21,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.4793,0.0,1,23.3,0,0.0,0.0,0.0,0.0,4.736,15.3,6,7,0,0,10.564,33.993,0,2.4785,0,8,0,5,2,43228,0,4,4,4,2,0.4793,33.993,0.1976,0.0175,0.0074,0.0024,0.0005,0.2198,0.02,0.0075,0.0054,0.0011,0.3045,0.0181,0.0091,0.008,0.0046,0.0044,0.0023,0.0004,0,0.1243,0.0036,0.3952,0.0737,0.0057,0.0047,0,846,47.34,0,0,12,0,0,0,32.2666,Mitrita,0,1,0,0,0,1,2.4785,GD-1,43228.50275,Set-pieces,43228.49297,4.736, training,446.9,16.5,4.7,1.8,0.3,354.8,15.3,3.3,1.8,0.3,0,0,0,0,0,740.2,7.6,2.9,2.7,1.3,1.2,0.9,0.1,0,87.9,0.9,810,33.7,1.2,0.8,0,5.7645,2.2467,False,True,GD+3-1,0.0
2018-05-08 00:00:00.000,Player23,14.1,,,2018-05-08 11:49:52.608,Set-pieces,2018-05-08 12:03:57.600,0.6376,0.0,4,83.4,0,0.0,0.0,0.0,0.0,9.506,52.2,8,12,0,0,42.694,45.2186,0,3.683,0,6,9,7,5,43228,0,6,12,6,2,0.6376,45.2186,0.2209,0.032,0.0238,0.0083,0.0026,0.2608,0.0482,0.0336,0.0048,0.0025,0.3312,0.0528,0.0373,0.0312,0.0101,0.0066,0.0073,0.0054,0.0046,0.1329,0.0182,0.4186,0.1653,0.0441,0.0095,0,846,97.3426,0,0,13,0,0,0,48.611,Popa,0,4,0,0,0,4,3.683,GD-1,43228.50275,Set-pieces,43228.49297,9.506, training,396.4,18.5,10.3,3.9,1.8,378.5,22.5,11.4,1.6,0.7,0,0,0,0,0,703.2,19.8,10.7,7.5,3,1.8,1.7,1.8,1.2,89.7,5.2,771.4,63.6,9,1.6,0,6.1356,6.7526,False,True,GD+3-1,0.0
