playerName,date,wellness_fatigue,wellness_mood,wellness_sleep,wellness_soreness,wellness_stress
Player16,2017-07-28 02:00:00,4,4,4,4,5
Player6,2017-07-28 02:00:00,4,5,3,5,5
Player21,2017-07-28 02:00:00,4,4,3,4,4
Player3,2017-07-28 02:00:00,5,5,3,5,4
Player14,2017-07-28 02:00:00,3,5,2,5,5
Player27,2017-07-28 02:00:00,2,5,3,3,4
Player7,2017-07-28 02:00:00,4,5,3,5,4
Player1,2017-07-28 02:00:00,3,4,3,3,4
Player19,2017-07-28 02:00:00,5,5,4,5,5
Player32,2017-07-28 02:00:00,3,5,4,4,5
Player2,2017-07-28 02:00:00,3,5,3,5,4
Player5,2017-07-28 02:00:00,3,4,3,4,4
Player10,2017-07-28 02:00:00,3,3,3,3,3
Player11,2017-07-28 02:00:00,4,4,3,4,4
Player30,2017-07-28 02:00:00,2,4,2,2,4
Player29,2017-07-28 02:00:00,4,5,3,5,5
Player26,2017-07-28 02:00:00,4,4,3,4,4
