date,playerName,duration,rpe,workload,splitStartTime,splitName,splitEndTime,totalDistance,sprintDistance,powerPlays,powerDistance,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,intensity,highspeedRunningDistance,highPowerDistance,highIntensityDeceleration,highIntensityAcceleration,heartRateGr90,heartRate85to90,explosiveDistance,distancePerMinute,cardioWorkload,averageMetabolicPower,Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Date,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s,Distance (km),Distance Per Min (m/min),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Duration,Energy (kcal),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: > 20 G (Impacts),Impacts,Player Load,Player Name,Power Play Duration Zones: 0 - 2_5 s (Power Plays),Power Play Duration Zones: 2_5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7_5 s (Power Plays),Power Play Duration Zones: 7_5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Power Plays,Power Score (w/kg),Session Title,Split End Time,Split Name,Split Start Time,Sprint Distance (m),Tags,Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Top Speed (m/s),Work Ratio,dirty
2017-06-16 00:00:00.000,Player2,5.25,0,0.44427041085690483,2017-06-16 17:54:08.453,First-intermittent,2017-06-16 17:59:23.684,0.6984,0.0,4,181.5,0.0,7.1806757135873855,10.312073247735718,0.0,103.65303480193691,117.71,146.1,8,6,0,0,63.790000000000006,133.0373,0,10.5491,0,19,6,3,3,42902,0,13,7,4,4,0.6984,133.0373,0.2677,0.0499,0.0149,0.0028,0.0013,0.288,0.0475,0.0157,0.0071,0.0034,0.0296,0.124,0.0375,0.0354,0.0768,0.0264,0.0205,0.0119,0.0037,0.3258,0.0068,0.0752,0.4704,0.0352,0.1177,0,315,83.4695,0,0,51,0,0,0,44.0612,Bancu,0,0,1,3,0,4,10.5491,GD-7 (afternoon),42902.749579676,First-intermittent, 42902.745931169,117.71, training,131.9,17.9,6.2,1.2,0.9,132.1,16.2,5.1,2.6,1.2,0,0,0,0,0,44.9,48,11.3,7.7,13.5,5.4,4,2.5,0.8,175.1,2.1,79.5,209.9,7.1,18.8,0,6.7689,54.9001,False
2017-06-16 00:00:00.000,Player2,8.116666666666667,0,1.2580564634328564,2017-06-16 18:00:07.443,First-possession,2017-06-16 18:08:13.974,1.2575,0.0,10,300.6,0.0,9.654902389364077,34.24832422177763,0.0,123.7890652063249,25.88,142.8,16,8,0,0,274.72,154.9238,0,13.006,0,40,21,6,2,42902,0,31,24,13,3,1.2575,154.9238,0.4649,0.15,0.0315,0.0049,0.0013,0.3957,0.1413,0.0445,0.02,0.0033,0.0768,0.3583,0.3257,0.1578,0.0691,0.034,0.0151,0.0058,0.0065,0.1961,0.0123,0.1327,0.9187,0.1802,0.0259,0,487,158.8195,0,0,176,1,0,1,72.156,Bancu,0,8,0,1,1,10,13.006,GD-7 (afternoon),42902.755717303,First-possession, 42902.750086146,25.88, training,192.8,55.7,12.9,2.1,0.7,153.1,46.9,15,6.3,1.1,0,0,0,0,0,87.1,124.1,88.7,39.2,17.8,8.2,4.1,1.5,1.6,111,3.3,130.6,314,37.6,4.4,0,6.4578,65.2281,False
2017-06-16 00:00:00.000,Player2,8.333333333333334,0,1.1022331561711265,2017-06-16 18:17:14.389,Second-possession,2017-06-16 18:25:34.021,1.2114,0.0,9,269.2,0.0,8.821007786549696,29.901909070826896,0.0,115.74847885701979,49.584,135.4,19,11,0,0,219.61599999999999,145.3636,0,12.1107,0,42,24,10,1,42902,0,33,21,12,7,1.2114,145.3636,0.4249,0.1371,0.0344,0.0041,0.0003,0.4154,0.1405,0.0344,0.0138,0.0065,0.0864,0.3817,0.2505,0.1338,0.0599,0.0233,0.0183,0.0176,0.0093,0.2236,0.007,0.1608,0.881,0.12,0.0496,0,500,151.8861,0,0,135,0,0,0,70.0473,Bancu,0,6,3,0,0,9,12.1107,GD-7 (afternoon),42902.767754884,Second-possession, 42902.761972106,49.584, training,187.2,52.7,14.9,2.4,0.3,171.1,51.2,12.7,4.8,2.4,0,0,0,0,0,98.3,133,69.5,34.4,14.4,7,4.9,3.9,2.2,130.5,1.6,156.2,310.4,24.8,8.3,0,6.6934,60.1161,False
2017-06-16 00:00:00.000,Player2,31.6,0,3.083059949300309,2017-06-16 17:54:03.875,Aerobic-work,2017-06-16 18:25:39.888,3.9992,0.0,27,932.1999999999998,0.0,32.31185775692421,80.99475766418465,0.0,99.60777206772659,327.741,564.7999999999998,49,29,0,0,604.4589999999998,126.5573,0,10.2723,0,129,55,22,7,42902,0,92,60,33,16,3.9992,126.5573,1.5101,0.3808,0.0912,0.0154,0.0032,1.4516,0.3781,0.1058,0.047,0.016,0.3747,0.9734,0.6463,0.3674,0.2843,0.1162,0.0697,0.0437,0.0233,1.0726,0.0276,0.6342,2.6713,0.366,0.3277,0,1896,488.7818,0,0,421,2,0,2,241.1329,Bancu,0,14,4,8,1,27,10.2723,GD-7 (afternoon),42902.767822789,Aerobic-work, 42902.745878183,327.741, training,784.7,146.1,38.3,7.7,2.1,726.7,131.8,37.3,15.7,5.7,0,0,0,0,0,546.4,348.3,180.1,89.6,59,26.9,16.4,9.8,5.7,606.4,7.5,745.2,1021.5,75.7,53.7,0,6.7689,49.0322,False
2017-06-16 00:00:00.000,Player2,19.983333333333334,0,2.0852300008068947,2017-06-16 18:30:09.498,Game-66m,2017-06-16 18:50:08.568,2.4127,30.3,29,745.6999999999998,0.0,26.785084196384513,63.728347444864205,20.954187745112204,96.61901000717486,246.298,447.2000000000001,33,18,0,0,499.4019999999998,120.7345,0,10.1699,0,57,43,12,6,42902,0,45,40,25,8,2.4127,120.7345,0.8453,0.2753,0.0676,0.0115,0.0026,0.8026,0.2662,0.0926,0.0394,0.0095,0.3217,0.4805,0.4158,0.2985,0.1857,0.0999,0.0577,0.0396,0.0275,0.4489,0.0368,0.5217,1.2855,0.3592,0.216,0.0303,1199,306.027,0,0,295,3,0,3,135.8697,Bancu,0,15,11,3,0,29,10.1699,GD-7 (afternoon),42902.7848214,Game-66m, 42902.770943275,246.298, training,483.9,98.8,27.7,5,1.4,444.9,95.4,28.5,10.9,2.6,0,0,0,0,0,467.5,169.4,112,68.6,39.9,21.5,12.9,9,5.8,283.6,8.9,621.6,463.7,73.7,36,4.1,7.8312,39.6964,False
2017-06-16 00:00:00.000,Player2,87.45,6,4.510614753521379,2017-06-16 17:22:39.318,Session,2017-06-16 18:50:06.293,7.2745,30.3,55,1678.3999999999999,74.97857449067075,58.900868529092854,144.3233103519548,51.309997762759174,65.22897343833061,574.039,1012.5,81,47,0,0,1104.3609999999999,83.1849,0,6.6949,0,197,98,34,13,42902,0,143,100,57,24,7.2745,83.1849,2.7488,0.6703,0.1594,0.0269,0.0058,2.6881,0.6652,0.1985,0.0861,0.0255,1.3843,1.4571,1.0618,0.6659,0.4704,0.2161,0.1274,0.0834,0.0508,1.693,0.0644,1.9324,4.043,0.7251,0.5437,0.0303,5247,881.5472,0,0,775,6,0,6,483.3862,Bancu,0,29,14,11,1,55,6.6949,GD-7 (afternoon),42902.784795058,Session, 42902.724066181,574.039, training,2414.2,270,66.6,12.7,3.5,2128,250.5,66.6,26.6,8.3,0,0,0,0,0,3047.5,519.8,292,158.2,99.1,48.4,29.3,18.8,11.5,1006,16.4,3469.9,1533.9,149.4,89.7,4.1,7.8312,27.0478,False
2017-06-16 00:00:00.000,Player2,4.416666666666667,0,0.3621408453647302,2017-06-16 18:11:22.439,Second-intermitten,2017-06-16 18:15:47.569,0.5942,0.0,4,181.0,0.0,7.006262806840642,7.471885637954227,0.0,104.91977536271534,134.568,140.5,6,4,0,0,46.43199999999999,134.5358,0,10.6915,0,26,4,3,1,42902,0,14,7,4,2,0.5942,134.5358,0.2422,0.0425,0.0104,0.0034,0.0003,0.2279,0.0472,0.0112,0.0061,0.0028,0.0373,0.1091,0.0326,0.0405,0.0785,0.0325,0.0158,0.0083,0.0039,0.2342,0.0015,0.0734,0.3556,0.0306,0.1346,0,265,71.1283,0,0,59,1,0,1,38.8015,Bancu,0,0,0,4,0,4,10.6915,GD-7 (afternoon),42902.760967245,Second-intermitten, 42902.7578986,134.568, training,112.6,18.2,4.3,2,0.2,104.5,15.8,4.5,2,1,0,0,0,0,0,49.5,43,10.6,8.3,13.3,6.3,3.4,1.9,1.1,127.2,0.5,77.3,159.4,6.2,22.2,0,6.5378,51.7163,False
2017-06-16 00:00:00.000,Player2,29.5,0,,2017-06-16 17:22:39.466,Warm-up,2017-06-16 17:52:09.755,0.713,0.0,0,0.3,0.0,0.0,0.0,0.0,17.654934417567123,0.0,0.3,0,0,0,0,0.3,24.1703,0,1.623,0,11,0,0,0,42902,0,6,0,0,0,0.713,24.1703,0.3207,0.0134,0.0005,0,0,0.3559,0.0202,0.0019,0.0003,0,0.5459,0.0047,0,0,0.0003,0,0,0,0,0.1621,0,0.6254,0.0876,0,0,0,1770,72.1087,0,0,60,1,0,1,93.9697,Bancu,0,0,0,0,0,0,1.623,GD-7 (afternoon),42902.744557361,Warm-up, 42902.724067905,0, training,910,23.5,0.6,0,0,812.4,22.2,1.5,0.2,0,0,0,0,0,0,1658.9,2.6,0,0,0.2,0,0,0,0,108.7,0,1721.4,49,0,0,0,2.3045,0.7964,False
2017-06-16 00:00:00.000,Player5,8.333333333333334,0,0.6131685673145622,2017-06-16 18:17:14.389,Second-possession,2017-06-16 18:25:34.021,0.8475,0.0,7,162.70000000000005,0.0,6.123198679944501,16.226120654056537,0.0,80.83609400771635,48.219,104.3,11,7,0,0,114.48100000000005,101.705,0,8.439,0,26,16,5,2,42902,0,21,13,6,5,0.8475,101.705,0.3102,0.0812,0.027,0.0045,0.0014,0.2895,0.0874,0.0246,0.0123,0.0095,0.1733,0.1569,0.0784,0.0584,0.0374,0.0216,0.011,0.013,0.0073,0.2762,0.014,0.3031,0.4344,0.0619,0.0482,0,500,105.8498,0,0,58,0,0,0,45.8931,Briceag,0,4,3,0,0,7,8.439,GD-7 (afternoon),42902.767754884,Second-possession, 42902.761972106,48.219, training,207.1,35.1,10.8,2.1,0.7,192.2,38.1,7.5,3.8,2.3,0,0,0,0,0,203.1,57,23.9,15.4,8,5.4,2.8,2.9,1.9,175.9,3.4,301.3,177.8,12.5,8.1,0,6.4134,27.3964,False
2017-06-16 00:00:00.000,Player5,5.25,0,0.47976960372469096,2017-06-16 17:54:08.453,First-intermittent,2017-06-16 17:59:23.684,0.6916,2.8,4,203.59999999999997,0.0,8.002094688730407,12.060530336597969,8.16852102784642,103.29092796162475,125.97,163.39999999999998,10,5,0,0,77.62999999999997,131.724,0,10.6015,0,12,6,1,4,42902,0,10,6,6,4,0.6916,131.724,0.2894,0.045,0.0153,0.0042,0.0015,0.2615,0.0446,0.0172,0.0089,0.0041,0.0605,0.0835,0.0618,0.0402,0.0955,0.0299,0.0127,0.0108,0.0049,0.2821,0.0096,0.131,0.3889,0.0456,0.1232,0.0028,315,83.8576,0,0,64,0,0,0,37.583,Briceag,0,0,1,3,0,4,10.6015,GD-7 (afternoon),42902.749579676,First-intermittent, 42902.745931169,125.97, training,141.6,13.9,5.5,1.8,0.9,129,13.1,5.4,2.6,1.4,0,0,0,0,0,68.5,31.4,16.3,9.2,16.8,6,2.8,2.5,1.1,157.7,2.9,120.6,164.7,9.5,20,0.4,6.8467,47.4619,False
