date,PlayerId,rpe,totalDistance,sprintDistance,highspeedRunningDistance,powerDistance,highPowerDistance,highIntensityAcceleration,highIntensityDeceleration,explosiveDistance,averageMetabolicPower,distancePerMinute,duration,rpeTl,powerPlays,splitName
2017-07-07T00:00:00.000Z,Player3,2,4.1717,22.9,210.79,979.1,443.00000000000006,31,30,768.3100000000001,5.2318,67.5768,61.733333333333334,,32,Session
2017-07-07T00:00:00.000Z,Player8,0,1.6083,0,442.968,842.4000000000002,338.4,7,0,399.4320000000002,12.1975,164.1153,9.8,,10,Intermittent-run
2017-07-07T00:00:00.000Z,Player5,0,1.5759,0,151.141,845.5,219.20000000000002,4,0,694.359,9.4438,125.9008,12.516666666666667,,14,Intermittent-run
2017-07-07T00:00:00.000Z,Player1,5,3.5484,0,236.234,825.6,335.29999999999995,46,25,589.366,4.4189,57.3857,61.833333333333336,,18,Session
2017-07-07T00:00:00.000Z,Player7,0,0.6996,0,156.827,480.80000000000007,170.4,5,3,323.97300000000007,11.2891,143.7563,4.866666666666666,,7,Intermittent-run
2017-07-07T00:00:00.000Z,Player8,0,0.6667,0,14.801,64.6,34.2,2,0,49.79899999999999,5.0999,68.6189,9.716666666666667,,2,Warm-up
2017-07-07T00:00:00.000Z,Player2,0,2.7461,12,220.13,520.9,340.29999999999995,17,20,300.77,6.1165,75.9635,36.15,,27,Offensive-combinat
2017-07-07T00:00:00.000Z,Player10,0,1.7131,0,1.118,93.50000000000001,56.800000000000004,25,22,92.38200000000002,3.7083,47.3879,36.15,,2,Offensive-combinat
2017-07-07T00:00:00.000Z,Player7,0,1.9686,0,42.225,354.09999999999997,204.19999999999996,34,31,311.87499999999994,4.2341,51.2429,38.416666666666664,,19,Defensive-line
2017-07-07T00:00:00.000Z,Player12,4,5.8527,39.199999999999996,1037.619,2222.6,912.2000000000002,59,22,1184.981,6.1081,78.4369,74.61666666666666,,44,Session
2017-07-07T00:00:00.000Z,Player3,0,2.3819,22.9,135.73,445.40000000000003,285.1,26,28,309.6700000000001,5.2893,65.8892,36.15,,24,Offensive-combinat
2017-07-07T00:00:00.000Z,Player11,0,2.0544,0,14.962,191.7,110.79999999999998,16,20,176.738,4.3261,56.8303,36.15,,6,Offensive-combinat
