,splitName,playerName,workload,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,cardioWorkload
8436,Session,Player20,1.5,32.5,28.0,31.1,0.0,0
8437,Session,Player21,1.7,39.7,10.5,40.1,0.0,0
8438,Session,Player25,1.5,39.4,18.0,29.3,0.0,0
8439,Possession-10v10 conquer line,Player25,0.5,0.0,10.9,11.0,0.0,0
8440,Warm-up,Player25,0.1,0.0,2.4,2.2,0.0,0
8441,Passing-drill squa,Player25,0.1,0.0,0.0,2.6,0.0,0
8442,Position-game 4v4 ,Player25,0.5,0.0,4.2,14.4,0.0,0
8443,Position-game 4v4 ,Player26,0.3,0.0,0.0,6.0,0.0,0
8444,Warm-up,Player26,0.1,0.0,1.9,0.0,0.0,0
8445,Possession-10v10 conquer line,Player26,0.9,0.0,14.8,25.6,9.5,0
8446,Passing-drill squa,Player26,0.5,0.0,0.0,9.2,0.0,0
8447,Session,Player26,1.6,39.4,18.6,42.3,21.8,0
8448,Warm-up,Player29,0.1,0.0,2.4,0.0,0.0,0
8449,Passing-drill squa,Player29,0.8,0.0,0.0,16.2,0.0,0
8450,Possession-10v10 conquer line,Player29,0.8,0.0,17.7,19.0,10.8,0
8451,Session,Player29,1.9,39.4,26.6,52.1,24.4,0
8452,Position-game 4v4 ,Player29,0.7,0.0,4.8,18.6,0.0,0
8453,Position-game 4v4 ,Player31,0.8,0.0,5.8,22.8,0.0,0
8454,Possession-10v10 conquer line,Player31,0.7,0.0,10.0,19.5,8.0,0
8455,Warm-up,Player31,0.2,0.0,2.1,4.0,0.0,0
8456,Passing-drill squa,Player31,1.2,0.0,0.0,23.8,0.0,0
8457,Session,Player31,2.1,39.4,21.6,67.5,20.3,0
8458,Position-game 4v4 ,Player32,0.9,0.0,0.0,18.3,0.0,0
8459,Passing-drill squa,Player32,0.5,0.0,0.0,11.0,0.0,0
8460,Session,Player32,1.6,29.6,17.9,49.7,24.2,0
8461,Warm-up,Player32,0.1,0.0,2.0,0.0,0.0,0
8462,Possession-10v10 conquer line,Player32,0.8,0.0,12.9,20.4,10.9,0
8463,Finalisations-2,Player1,0.3,0.0,3.6,7.3,0.0,0
8464,Finalisations,Player1,0.4,0.0,6.3,9.3,5.5,0
8465,Cross-and finalisa,Player1,0.7,0.0,12.8,17.6,11.1,0
8466,Warm-up,Player1,0.3,0.0,2.5,9.0,0.0,0
8467,Session,Player1,1.8,40.6,26.2,45.0,25.3,0
8468,1st-part,Player2,0.4,0.0,5.9,10.5,0.0,0
8469,Session,Player2,2.1,35.4,26.4,56.8,0.0,0
8470,Defensive-phase,Player2,2.0,0.0,24.9,51.6,0.0,0
8471,3rd-part,Player2,1.2,0.0,14.8,31.8,0.0,0
8472,2nd-part,Player2,0.4,0.0,4.3,9.5,0.0,0
8473,Warm-up,Player2,0.2,0.0,1.6,5.2,0.0,0
8474,Warm-up,Player3,0.3,0.0,2.7,8.3,0.0,0
8475,Finalisations-2,Player3,0.3,0.0,5.1,5.9,0.0,0
8476,Finalisations,Player3,0.5,0.0,9.4,10.3,8.1,0
8477,Cross-and finalisa,Player3,0.7,0.0,13.6,15.9,14.7,0
8478,Session,Player3,1.7,34.9,30.6,41.3,29.8,0
8479,Finalisations,Player4,0.3,0.0,2.5,7.5,0.0,0
8480,Finalisations-2,Player4,0.2,0.0,3.8,4.5,0.0,0
8481,Cross-and finalisa,Player4,0.8,0.0,15.6,14.5,17.1,0
8482,Session,Player4,1.7,47.0,24.0,34.3,29.7,0
8483,Warm-up,Player4,0.3,0.0,2.5,8.0,0.0,0
8484,1st-part,Player5,0.6,0.0,10.0,17.4,8.8,0
8485,2nd-part,Player5,0.3,0.0,7.3,8.6,4.2,0
8486,Defensive-phase,Player5,1.8,0.0,32.5,48.4,25.3,0
8487,Warm-up,Player5,0.3,0.0,2.9,9.0,0.0,0
8488,3rd-part,Player5,0.9,0.0,15.4,22.4,12.9,0
8489,Session,Player5,2.3,53.1,35.3,57.0,29.4,0
8490,Session,Player6,1.6,35.3,29.2,35.2,29.3,0
8491,Finalisations-2,Player6,0.2,0.0,3.6,4.7,3.4,0
8492,Warm-up,Player6,0.2,0.0,2.1,6.7,0.0,0
8493,Cross-and finalisa,Player6,0.7,0.0,13.0,15.0,12.4,0
8494,Finalisations,Player6,0.4,0.0,9.3,8.5,9.0,0
8495,1st-part,Player9,0.7,0.0,12.0,17.2,0.0,0
8496,Session,Player9,2.6,41.3,40.3,67.5,0.0,0
8497,3rd-part,Player9,1.1,0.0,16.2,27.1,0.0,0
8498,Defensive-phase,Player9,2.5,0.0,37.2,61.1,0.0,0
8499,2nd-part,Player9,0.7,0.0,9.1,16.9,0.0,0
8500,Warm-up,Player9,0.3,0.0,3.2,6.5,0.0,0
8501,2nd-part,Player10,0.5,0.0,6.5,12.8,0.0,0
8502,1st-part,Player10,0.7,0.0,13.5,14.9,0.0,0
8503,Defensive-phase,Player10,1.8,0.0,31.5,49.4,21.9,0
8504,Warm-up,Player10,0.3,0.0,2.4,6.8,0.0,0
8505,Session,Player10,2.1,47.2,33.9,56.1,27.0,0
8506,3rd-part,Player10,0.8,0.0,11.7,22.1,10.1,0
8507,1st-part,Player11,0.9,0.0,21.7,20.8,13.4,0
8508,Session,Player11,2.6,35.4,56.9,68.7,37.8,0
8509,2nd-part,Player11,0.6,0.0,8.3,13.2,0.0,0
8510,Defensive-phase,Player11,2.5,0.0,53.8,61.3,33.1,0
8511,Warm-up,Player11,0.3,0.0,3.2,7.4,0.0,0
8512,3rd-part,Player11,1.3,0.0,23.9,27.6,0.0,0
8513,Warm-up,Player14,0.2,0.0,2.5,6.4,0.0,0
8514,Finalisations-2,Player14,0.2,0.0,3.8,4.2,0.0,0
8515,Cross-and finalisa,Player14,0.7,0.0,14.0,14.6,13.4,0
8516,Finalisations,Player14,0.4,0.0,6.8,10.8,5.4,0
8517,Session,Player14,1.8,46.6,27.8,36.4,27.2,0
8518,2nd-part,Player15,0.3,0.0,4.7,7.8,5.4,0
8519,3rd-part,Player15,0.3,0.0,3.8,8.6,0.0,0
8520,Session,Player15,1.4,47.2,12.4,23.8,17.3,0
8521,Warm-up,Player15,0.2,0.0,2.1,4.2,0.0,0
8522,Defensive-phase,Player15,0.7,0.0,10.2,19.7,12.7,0
8523,1st-part,Player15,0.1,0.0,1.8,3.6,0.0,0
8524,Defensive-phase,Player16,1.8,0.0,37.2,43.0,24.9,0
8525,Warm-up,Player16,0.2,0.0,2.7,5.5,0.0,0
8526,2nd-part,Player16,0.4,0.0,5.6,9.8,0.0,0
8527,3rd-part,Player16,0.9,0.0,17.5,21.6,11.7,0
8528,Session,Player16,2.1,47.2,39.6,48.4,30.4,0
8529,1st-part,Player16,0.7,0.0,14.2,12.8,0.0,0
8530,Warm-up,Player17,0.3,0.0,2.1,7.6,0.0,0
8531,Session,Player17,1.5,29.1,24.0,41.3,25.4,0
8532,Finalisations-2,Player17,0.3,0.0,4.5,8.0,0.0,0
8533,Cross-and finalisa,Player17,0.8,0.0,16.6,18.5,12.5,0
8534,3rd-part,Player18,1.1,0.0,15.7,31.9,11.0,0
8535,Warm-up,Player18,0.3,0.0,2.8,7.0,0.0,0
8536,2nd-part,Player18,0.5,0.0,6.9,14.9,5.2,0
8537,1st-part,Player18,0.5,0.0,7.1,12.5,0.0,0
8538,Session,Player18,2.1,35.4,32.4,65.9,27.2,0
8539,Defensive-phase,Player18,2.0,0.0,29.7,59.0,21.9,0
8540,Session,Player19,1.5,35.0,20.2,34.5,26.1,0
8541,Finalisations,Player19,0.3,0.0,3.2,6.8,0.0,0
8542,Warm-up,Player19,0.2,0.0,1.6,6.7,0.0,0
8543,Finalisations-2,Player19,0.2,0.0,4.3,5.2,0.0,0
8544,Cross-and finalisa,Player19,0.6,0.0,11.3,16.0,10.6,0
8545,Finalisations-2,Player20,0.4,0.0,8.8,5.4,0.0,0
8546,Warm-up,Player20,0.3,0.0,6.1,6.8,0.0,0
8547,Cross-and finalisa,Player20,1.4,0.0,43.9,17.8,11.4,0
8548,Session,Player20,2.2,35.3,65.6,39.4,23.6,0
8549,Finalisations-2,Player21,0.3,0.0,3.5,6.9,0.0,0
8550,Session,Player21,1.5,34.9,23.3,34.9,21.7,0
8551,Finalisations,Player21,0.4,0.0,5.7,9.2,5.5,0
8552,Cross-and finalisa,Player21,0.6,0.0,12.3,13.1,8.7,0
8553,Warm-up,Player21,0.2,0.0,1.8,5.9,0.0,0
8554,Session,Player23,2.5,47.1,52.1,45.4,51.2,0
8555,1st-part,Player23,0.8,0.0,17.0,8.8,18.3,0
8556,3rd-part,Player23,1.1,0.0,22.1,21.3,24.7,0
8557,Warm-up,Player23,0.3,0.0,3.6,6.8,0.0,0
8558,2nd-part,Player23,0.4,0.0,9.5,9.5,6.5,0
8559,Defensive-phase,Player23,2.3,0.0,48.5,38.8,48.0,0
8560,Session,Player25,2.0,35.3,42.3,52.3,30.6,0
8561,2nd-part,Player25,0.5,0.0,7.7,11.9,0.0,0
8562,Defensive-phase,Player25,1.9,0.0,39.2,45.6,26.1,0
8563,Warm-up,Player25,0.3,0.0,3.2,6.8,0.0,0
8564,3rd-part,Player25,0.8,0.0,11.2,21.9,10.9,0
8565,1st-part,Player25,0.8,0.0,20.4,12.4,10.9,0
8566,Cross-and finalisa,Player26,0.6,0.0,13.1,12.1,9.6,0
8567,Finalisations-2,Player26,0.2,0.0,3.6,3.5,0.0,0
8568,Finalisations,Player26,0.4,0.0,7.7,9.3,6.5,0
8569,Session,Player26,1.5,35.0,26.8,31.5,26.3,0
8570,Warm-up,Player26,0.3,0.0,2.5,7.4,0.0,0
8571,Session,Player29,2.8,58.9,50.4,61.1,49.3,0
8572,Defensive-phase,Player29,2.5,0.0,47.1,57.2,45.6,0
8573,3rd-part,Player29,1.6,0.0,26.6,29.4,36.4,0
8574,2nd-part,Player29,0.4,0.0,8.2,11.2,5.7,0
8575,1st-part,Player29,0.8,0.0,12.7,17.1,0.0,0
8576,Warm-up,Player29,0.2,0.0,3.4,4.0,0.0,0
8577,Cross-and finalisa,Player31,0.7,0.0,15.0,14.0,12.9,0
8578,Finalisations-2,Player31,0.2,0.0,5.1,4.3,0.0,0
8579,Warm-up,Player31,0.3,0.0,2.9,7.3,0.0,0
8580,Finalisations,Player31,0.5,0.0,7.2,13.7,0.0,0
8581,Session,Player31,1.6,35.4,29.9,38.5,26.6,0
8582,Finalisations,Player32,0.6,0.0,7.1,15.0,0.0,0
8583,Finalisations-2,Player32,0.2,0.0,4.5,3.4,0.0,0
8584,Cross-and finalisa,Player32,0.7,0.0,14.1,13.5,13.8,0
8585,Warm-up,Player32,0.2,0.0,2.5,5.9,0.0,0
8586,Session,Player32,1.6,34.9,28.1,37.3,29.8,0
8587,Offensive-phase 7v6 1,Player1,0.5,0.0,9.4,10.4,7.0,0
8588,Game-11v11,Player1,0.7,0.0,12.8,17.5,13.5,0
8589,Int-run 20 40 2,Player1,0.5,0.0,9.8,0.0,0.0,0
8590,Offensive-phase 9v7 plus 5v2,Player1,0.4,0.0,2.1,11.7,0.0,0
8591,Warm-up,Player1,0.1,0.0,1.5,1.5,0.0,0
8592,5v5-plus 1J 2,Player1,0.5,0.0,4.4,15.8,4.8,0
8593,Boxes-8 plus 1 v 3,Player1,0.5,0.0,0.0,9.5,0.0,0
8594,Session,Player1,3.3,68.7,59.4,71.3,59.9,0
8595,Int-run 20 40 1,Player1,0.8,0.0,14.1,0.0,18.9,0
8596,Int-run 20 40 3,Player1,0.4,0.0,7.3,0.0,0.0,0
8597,Session,Player2,3.5,68.7,80.0,67.6,66.2,0
8598,Int-run 20 40 2,Player2,0.6,0.0,11.5,0.0,0.0,0
8599,5v5-plus 1J 2,Player2,0.6,0.0,5.8,14.7,0.0,0
8600,Game-11v11,Player2,0.9,0.0,19.8,16.7,15.8,0
8601,Warm-up,Player2,0.1,0.0,2.5,1.7,0.0,0
8602,Int-run 20 40 1,Player2,0.5,0.0,13.6,4.3,0.0,0
8603,Offensive-phase 9v7 plus 5v2,Player2,0.6,0.0,12.3,14.0,10.2,0
8604,Offensive-phase 7v6 1,Player2,0.4,0.0,7.3,11.2,6.3,0
8605,Int-run 20 40 3,Player2,0.4,0.0,8.8,4.6,0.0,0
8606,Boxes-8 plus 1 v 3,Player2,0.3,0.0,0.0,6.7,0.0,0
8607,Boxes-8 plus 1 v 3,Player3,0.5,0.0,0.0,10.0,0.0,0
8608,Int-run 20 40 2,Player3,0.6,0.0,11.6,0.0,0.0,0
8609,5v5-plus 1J 2,Player3,0.6,0.0,3.6,17.5,0.0,0
8610,Int-run 20 40 3,Player3,0.6,0.0,12.9,0.0,0.0,0
8611,Session,Player3,3.8,82.4,73.7,67.2,82.2,0
8612,Warm-up,Player3,0.1,0.0,2.0,0.0,0.0,0
8613,Int-run 20 40 1,Player3,1.0,0.0,16.6,0.0,22.8,0
8614,Offensive-phase 7v6 1,Player3,0.3,0.0,5.4,7.8,5.8,0
8615,Game-11v11,Player3,0.7,0.0,11.5,16.4,11.8,0
8616,Offensive-phase 9v7 plus 5v2,Player3,0.5,0.0,12.1,10.9,9.0,0
8617,Int-run 20 40 1,Player4,1.3,0.0,18.2,0.0,32.8,0
8618,Offensive-phase 7v6 2,Player4,0.6,0.0,13.8,12.4,12.4,0
8619,5v5-plus 1J 1,Player4,0.2,0.0,0.0,4.4,0.0,0
8620,Session,Player4,3.6,68.7,74.1,43.5,93.1,0
8621,Game-11v11,Player4,0.5,0.0,9.4,11.9,0.0,0
8622,Offensive-phase 9v7 plus 5v2,Player4,0.3,0.0,6.4,6.5,0.0,0
8623,Int-run 20 40 2,Player4,0.8,0.0,13.6,0.0,19.5,0
8624,Int-run 20 40 3,Player4,0.6,0.0,11.4,0.0,0.0,0
8625,Warm-up,Player4,0.1,0.0,2.1,0.0,0.0,0
8626,Boxes-8 plus 1 v 3,Player4,0.3,0.0,1.0,7.8,0.0,0
8627,Offensive-phase 7v6 2,Player5,0.5,0.0,9.3,11.8,9.4,0
8628,Session,Player5,3.8,75.6,76.6,63.7,86.9,0
8629,Int-run 20 40 3,Player5,0.6,0.0,12.8,0.0,0.0,0
8630,Game-11v11,Player5,0.5,0.0,7.9,11.5,9.4,0
8631,Int-run 20 40 2,Player5,0.7,0.0,14.4,0.0,0.0,0
8632,Boxes-8 plus 1 v 3,Player5,0.7,0.0,0.0,14.3,0.0,0
8633,5v5-plus 1J 1,Player5,0.5,0.0,2.2,14.2,0.0,0
8634,Int-run 20 40 1,Player5,1.1,0.0,17.7,0.0,24.7,0
8635,Offensive-phase 9v7 plus 5v2 ,Player5,0.5,0.0,9.6,6.6,12.2,0
8636,Warm-up,Player5,0.2,0.0,3.1,0.0,0.0,0
8637,Int-run 20 40 2,Player6,0.5,0.0,10.6,0.0,0.0,0
8638,Boxes-8 plus 1 v 3,Player6,0.7,0.0,0.0,14.2,0.0,0
8639,Offensive-phase 9v7 plus 5v2,Player6,0.7,0.0,17.5,12.6,12.4,0
8640,Session,Player6,3.6,68.7,84.9,57.1,76.5,0
8641,Offensive-phase 7v6 1,Player6,0.5,0.0,11.1,8.0,7.9,0
8642,Game-11v11,Player6,0.7,0.0,15.7,15.1,14.1,0
8643,Int-run 20 40 3,Player6,0.5,0.0,10.7,0.0,0.0,0
8644,Warm-up,Player6,0.1,0.0,1.7,2.0,0.0,0
8645,5v5-plus 1J 2,Player6,0.3,0.0,3.2,8.6,0.0,0
8646,Int-run 20 40 1,Player6,0.9,0.0,15.5,0.0,20.4,0
8647,Int-run 20 40 2,Player9,0.9,0.0,17.9,0.0,0.0,0
8648,5v5-plus 1J 1,Player9,0.4,0.0,0.0,8.0,0.0,0
8649,Boxes-8 plus 1 v 3,Player9,0.6,0.0,1.8,15.6,0.0,0
8650,Int-run 20 40 3,Player9,0.8,0.0,15.8,0.0,0.0,0
8651,Session,Player9,5.0,82.4,106.9,75.9,124.5,0
8652,Warm-up,Player9,0.2,0.0,3.3,2.9,0.0,0
8653,Offensive-phase 7v6 2,Player9,0.8,0.0,12.4,11.1,21.2,0
8654,Int-run 20 40 1,Player9,1.7,0.0,25.2,0.0,41.1,0
8655,Game-11v11,Player9,0.8,0.0,14.0,18.8,16.4,0
8656,Offensive-phase 9v7 plus 5v2,Player9,0.9,0.0,17.6,16.7,17.2,0
8657,Warm-up,Player10,0.1,0.0,1.3,0.0,0.0,0
8658,Int-run 20 40 3,Player10,0.7,0.0,13.8,0.0,0.0,0
8659,Offensive-phase 9v7 plus 5v2,Player10,0.5,0.0,9.5,10.3,7.6,0
8660,Boxes-8 plus 1 v 3,Player10,0.5,0.0,2.2,13.8,0.0,0
8661,Offensive-phase 7v6 2,Player10,0.4,0.0,9.6,9.0,7.2,0
8662,Int-run 20 40 1,Player10,1.2,0.0,20.3,0.0,25.8,0
8663,Session,Player10,4.2,82.4,87.9,69.8,94.1,0
8664,Game-11v11,Player10,1.0,0.0,17.7,25.0,14.3,0
8665,5v5-plus 1J 1,Player10,0.3,0.0,1.8,9.4,0.0,0
8666,Int-run 20 40 2,Player10,0.7,0.0,14.7,0.0,0.0,0
8667,Session,Player11,4.8,96.2,102.6,82.5,104.7,0
8668,Int-run 20 40 3,Player11,0.7,0.0,13.2,0.0,0.0,0
8669,Game-11v11,Player11,1.2,0.0,20.5,20.5,28.2,0
8670,Int-run 20 40 2,Player11,0.8,0.0,16.1,0.0,0.0,0
8671,Int-run 20 40 1,Player11,1.3,0.0,23.5,0.0,28.6,0
8672,5v5-plus 1J 2,Player11,0.6,0.0,5.4,17.0,0.0,0
8673,Offensive-phase 9v7 plus 5v2,Player11,0.4,0.0,6.3,9.8,0.0,0
8674,Warm-up,Player11,0.1,0.0,2.9,0.0,0.0,0
8675,Offensive-phase 7v6 1,Player11,1.0,0.0,15.2,11.1,29.6,0
8676,Boxes-8 plus 1 v 3,Player11,0.8,0.0,0.0,15.0,0.0,0
8677,Int-run 20 40 2,Player15,0.8,0.0,14.3,0.0,17.3,0
8678,Offensive-phase 9v7 plus 5v2,Player15,0.6,0.0,10.3,14.3,0.0,0
8679,Int-run 20 40 3,Player15,0.6,0.0,12.5,0.0,0.0,0
8680,Int-run 20 40 1,Player15,1.0,0.0,16.8,0.0,21.0,0
8681,Session,Player15,3.4,68.7,75.0,41.9,78.8,0
8682,Boxes-8 plus 1 v 3,Player15,0.3,0.0,0.0,6.4,0.0,0
8683,Warm-up,Player15,0.1,0.0,1.2,0.0,0.0,0
8684,Int-run 20 40 2,Player16,0.9,0.0,17.2,0.0,0.0,0
8685,Boxes-8 plus 1 v 3,Player16,0.5,0.0,0.0,10.3,0.0,0
8686,Offensive-phase 9v7 plus 5v2,Player16,0.5,0.0,11.3,9.8,0.0,0
8687,Int-run 20 40 3,Player16,0.8,0.0,16.9,0.0,0.0,0
8688,Int-run 20 40 1,Player16,1.4,0.0,24.9,0.0,29.8,0
8689,Game-11v11,Player16,0.7,0.0,13.0,12.9,17.7,0
8690,Offensive-phase 7v6 1,Player16,0.3,0.0,5.0,3.6,7.0,0
8691,Warm-up,Player16,0.1,0.0,2.0,0.0,0.0,0
8692,Session,Player16,3.8,68.7,91.0,41.4,93.8,0
8693,5v5-plus 1J 2,Player16,0.4,0.0,0.0,7.0,0.0,0
8694,5v5-plus 1J 1,Player17,0.3,0.0,1.7,9.5,0.0,0
8695,Offensive-phase 9v7 plus 5v2,Player17,0.3,0.0,3.7,8.8,0.0,0
8696,Int-run 20 40 3,Player17,0.5,0.0,9.9,0.0,0.0,0
8697,Session,Player17,3.0,82.4,53.1,42.9,54.1,0
8698,Boxes-8 plus 1 v 3,Player17,0.4,0.0,0.0,8.3,0.0,0
8699,Warm-up,Player17,0.1,0.0,1.1,0.0,0.0,0
8700,Offensive-phase 7v6 2,Player17,0.5,0.0,9.1,12.0,6.0,0
8701,Int-run 20 40 2,Player17,0.6,0.0,12.2,0.0,0.0,0
8702,Int-run 20 40 1,Player17,0.9,0.0,16.4,0.0,19.2,0
8703,Offensive-phase 7v6 1,Player18,0.4,0.0,8.2,7.9,8.0,0
8704,Offensive-phase 9v7 plus 5v2,Player18,0.5,0.0,10.5,11.6,8.1,0
8705,Boxes-8 plus 1 v 3,Player18,0.2,0.0,0.0,4.8,0.0,0
8706,Int-run 20 40 2,Player18,0.6,0.0,12.5,0.0,0.0,0
8707,Game-11v11,Player18,0.6,0.0,11.4,15.9,10.7,0
8708,Int-run 20 40 3,Player18,0.5,0.0,10.0,0.0,0.0,0
8709,Int-run 20 40 1,Player18,1.0,0.0,16.6,0.0,21.8,0
8710,Session,Player18,3.4,55.0,75.0,64.9,76.6,0
8711,5v5-plus 1J 2,Player18,0.6,0.0,4.7,15.9,0.0,0
8712,Warm-up,Player18,0.1,0.0,2.4,0.0,0.0,0
8713,Int-run 20 40 2,Player19,0.6,0.0,12.4,0.0,0.0,0
8714,Int-run 20 40 3,Player19,0.6,0.0,12.4,0.0,0.0,0
8715,Boxes-8 plus 1 v 3,Player19,0.3,0.0,0.0,6.1,0.0,0
8716,Session,Player19,3.6,68.7,74.9,42.1,95.7,0
8717,Int-run 20 40 1,Player19,1.3,0.0,18.9,0.0,33.0,0
8718,Game-11v11,Player19,0.5,0.0,8.4,12.9,0.0,0
8719,Warm-up,Player19,0.1,0.0,2.7,2.2,0.0,0
8720,Offensive-phase 7v6 1,Player19,0.5,0.0,11.2,10.1,9.8,0
8721,Offensive-phase 9v7 plus 5v2,Player19,0.5,0.0,9.7,8.9,9.2,0
8722,5v5-plus 1J 2,Player19,0.1,0.0,1.2,3.6,0.0,0
8723,Boxes-8 plus 1 v 3,Player20,0.5,0.0,0.0,10.0,0.0,0
8724,Int-run 20 40 1,Player20,2.6,0.0,69.6,0.0,24.3,0
8725,Offensive-phase 7v6 2,Player20,1.8,0.0,57.0,18.7,13.2,0
8726,Session,Player20,7.6,82.4,272.0,56.9,86.1,0
8727,Warm-up,Player20,0.3,0.0,5.1,0.0,0.0,0
8728,Offensive-phase 9v7 plus 5v2,Player20,1.9,0.0,59.6,20.5,15.5,0
8729,Int-run 20 40 2,Player20,1.4,0.0,36.1,0.0,14.2,0
8730,5v5-plus 1J 1,Player20,0.6,0.0,11.1,13.6,0.0,0
8731,Int-run 20 40 3,Player20,1.4,0.0,27.9,0.0,0.0,0
8732,Game-11v11,Player21,0.4,0.0,7.7,9.0,8.8,0
8733,Int-run 20 40 1,Player21,0.8,0.0,13.5,0.0,16.9,0
8734,Boxes-8 plus 1 v 3,Player21,0.0,0.0,0.0,0.7,0.0,0
8735,Offensive-phase 7v6 2,Player21,0.3,0.0,5.3,8.0,4.3,0
8736,Int-run 20 40 3,Player21,0.4,0.0,8.1,0.0,0.0,0
8737,Int-run 20 40 2,Player21,0.6,0.0,11.0,0.0,0.0,0
8738,Warm-up,Player21,0.0,0.0,0.7,0.0,0.0,0
8739,Offensive-phase 7v6 1,Player21,0.1,0.0,0.8,3.6,0.0,0
8740,Session,Player21,3.0,89.3,49.8,27.0,55.7,0
8741,Offensive-phase 9v7 plus 5v2,Player21,0.2,0.0,4.4,3.9,0.0,0
8742,Offensive-phase 9v7 plus 5v2,Player23,0.3,0.0,3.5,6.4,0.0,0
8743,Int-run 20 40 3,Player23,0.7,0.0,15.0,0.0,0.0,0
8744,Game-11v11,Player23,0.7,0.0,12.8,10.0,17.7,0
8745,Int-run 20 40 1,Player23,1.6,0.0,26.5,0.0,37.1,0
8746,Session,Player23,4.4,116.8,85.6,40.3,93.6,0
8747,Boxes-8 plus 1 v 3,Player23,0.5,0.0,0.0,10.6,0.0,0
8748,Warm-up,Player23,0.1,0.0,2.1,0.0,0.0,0
8749,Offensive-phase 7v6 1,Player23,0.4,0.0,8.3,4.6,8.7,0
8750,Int-run 20 40 2,Player23,0.9,0.0,17.3,0.0,0.0,0
8751,5v5-plus 1J 2,Player23,0.3,0.0,0.0,5.7,0.0,0
8752,Session,Player25,4.7,82.4,100.6,34.2,130.6,0
8753,Int-run 20 40 1,Player25,2.6,0.0,31.6,0.0,66.1,0
8754,Boxes-8 plus 1 v 3,Player25,0.1,0.0,0.0,2.9,0.0,0
8755,Offensive-phase 9v7 plus 5v2 ,Player25,0.2,0.0,0.0,4.8,0.0,0
8756,Game-11v11,Player25,0.6,0.0,12.9,10.7,0.0,0
8757,Warm-up,Player25,0.2,0.0,4.5,2.4,0.0,0
8758,5v5-plus 1J 1,Player25,0.2,0.0,2.1,6.5,0.0,0
8759,Offensive-phase 7v6 2,Player25,0.4,0.0,8.1,6.5,11.5,0
8760,Int-run 20 40 2,Player25,1.4,0.0,24.5,0.0,31.3,0
8761,Int-run 20 40 3,Player25,0.7,0.0,18.8,8.7,0.0,0
8762,5v5-plus 1J 2,Player26,0.4,0.0,3.1,9.6,0.0,0
8763,Boxes-8 plus 1 v 3,Player26,0.3,0.0,0.0,6.3,0.0,0
8764,Int-run 20 40 3,Player26,0.5,0.0,10.2,0.0,0.0,0
8765,Int-run 20 40 2,Player26,0.6,0.0,12.6,0.0,0.0,0
8766,Offensive-phase 7v6 1,Player26,0.6,0.0,12.1,11.6,11.6,0
8767,Session,Player26,3.3,68.7,68.4,54.0,68.0,0
8768,Int-run 20 40 1,Player26,0.8,0.0,13.9,0.0,17.2,0
8769,Offensive-phase 9v7 plus 5v2,Player26,0.5,0.0,6.1,11.5,0.0,0
8770,Warm-up,Player26,0.1,0.0,2.1,0.0,0.0,0
8771,Warm-up,Player29,0.1,0.0,2.2,0.0,0.0,0
8772,5v5-plus 1J 1,Player29,0.5,0.0,0.0,10.0,0.0,0
8773,Offensive-phase 9v7 plus 5v2,Player29,0.5,0.0,5.0,12.0,0.0,0
8774,Offensive-phase 7v6 2,Player29,0.4,0.0,6.9,10.4,7.5,0
8775,Boxes-8 plus 1 v 3,Player29,0.4,0.0,0.0,7.8,0.0,0
8776,Session,Player29,3.9,82.4,82.6,60.1,80.7,0
8777,Int-run 20 40 2,Player29,0.7,0.0,14.2,0.0,0.0,0
8778,Game-11v11,Player29,0.8,0.0,15.2,19.4,12.8,0
8779,Int-run 20 40 3,Player29,0.7,0.0,13.9,0.0,0.0,0
8780,Int-run 20 40 1,Player29,1.3,0.0,24.4,0.0,28.5,0
8781,Offensive-phase 9v7 plus 5v2,Player31,0.5,0.0,8.0,13.0,7.5,0
8782,Int-run 20 40 3,Player31,0.6,0.0,12.9,0.0,0.0,0
8783,Session,Player31,4.1,82.4,84.9,61.1,92.9,0
8784,5v5-plus 1J 1,Player31,0.4,0.0,2.8,10.5,0.0,0
8785,Warm-up,Player31,0.1,0.0,2.9,0.0,0.0,0
8786,Int-run 20 40 2,Player31,0.8,0.0,15.5,0.0,0.0,0
8787,Int-run 20 40 1,Player31,1.2,0.0,20.1,0.0,28.8,0
8788,Boxes-8 plus 1 v 3,Player31,0.6,0.0,0.0,12.4,0.0,0
8789,Offensive-phase 7v6 2,Player31,0.5,0.0,11.7,12.0,8.8,0
8790,Game-11v11,Player31,0.7,0.0,12.4,16.1,0.0,0
8791,Int-run 20 40 1,Player32,1.4,0.0,19.9,0.0,35.6,0
8792,Offensive-phase 9v7 plus 5v2,Player32,0.4,0.0,5.8,8.0,7.7,0
8793,Warm-up,Player32,0.1,0.0,2.3,0.0,0.0,0
8794,Int-run 20 40 2,Player32,0.7,0.0,13.6,0.0,0.0,0
8795,Game-11v11,Player32,0.8,0.0,12.7,17.9,0.0,0
8796,Boxes-8 plus 1 v 3,Player32,0.5,0.0,0.0,9.5,0.0,0
8797,Session,Player32,4.2,54.9,81.1,66.6,116.8,0
8798,Int-run 20 40 3,Player32,0.8,0.0,15.9,0.0,0.0,0
8799,5v5-plus 1J 2,Player32,0.6,0.0,0.0,11.2,0.0,0
8800,Offensive-phase 7v6 1,Player32,0.5,0.0,9.2,11.3,11.7,0
