,splitName,playerName,workload,perceivedWorkload,metabolicWorkload,mechanicalWorkload,kinematicWorkload,cardioWorkload
3040,Warm-up,Player19,0.3,0.0,4.9,6.3,0.0,0
3041,Session,Player19,1.6,33.0,28.8,30.9,32.4,0
3042,Warm-up,Player21,0.2,0.0,2.0,5.3,0.0,0
3043,Defensive-line 5v7,Player21,0.7,0.0,10.8,14.4,14.7,0
3044,Session,Player21,1.1,33.0,12.2,18.0,18.3,0
3045,Defensive-line 5v7,Player24,2.1,0.0,30.9,54.3,38.6,0
3046,Warm-up,Player24,0.4,0.0,5.2,11.2,0.0,0
3047,Session,Player24,2.3,44.0,35.2,60.6,41.4,0
3048,Warm-up,Player25,0.2,0.0,4.6,5.1,0.0,0
3049,Defensive-line 5v7,Player25,1.0,0.0,22.7,16.6,0.0,0
3050,Session,Player25,1.6,44.0,27.3,21.5,0.0,0
3051,Defensive-line 5v7,Player26,1.2,0.0,24.9,25.6,24.1,0
3052,Session,Player26,1.7,44.0,29.6,31.7,28.9,0
3053,Warm-up,Player26,0.3,0.0,5.5,6.9,0.0,0
3054,Defensive-line 5v7,Player29,1.1,0.0,22.0,22.6,23.2,0
3055,Warm-up,Player29,0.4,0.0,7.2,7.5,0.0,0
3056,Session,Player29,1.6,44.0,27.1,27.4,26.7,0
3057,Session,Player30,2.6,77.0,38.7,51.1,31.6,0
3058,Warm-up,Player30,0.3,0.0,5.1,8.0,0.0,0
3059,Defensive-line 5v7,Player30,1.8,0.0,33.9,43.5,27.1,0
3060,Session,Player32,1.7,33.0,25.4,40.1,34.0,0
3061,Defensive-line 5v7,Player32,1.5,0.0,23.3,36.1,30.2,0
3062,Warm-up,Player32,0.3,0.0,3.5,6.6,0.0,0
3063,Session,Player1,1.0,28.0,18.7,8.2,23.2,0
3064,Functional-passing,Player2,0.6,0.0,14.7,10.4,9.5,0
3065,7v7-and intermitte,Player2,1.9,0.0,45.2,31.6,0.0,0
3066,Session,Player2,2.8,64.7,65.6,51.9,37.8,0
3067,7v7plus7,Player2,0.4,0.0,6.9,10.1,0.0,0
3068,7v7plus7,Player3,0.4,0.0,5.8,9.3,0.0,0
3069,7v7-and intermitte,Player3,1.5,0.0,36.4,28.5,23.3,0
3070,Session,Player3,2.7,75.5,50.7,46.4,35.5,0
3071,Functional-passing,Player3,0.5,0.0,9.4,8.8,0.0,0
3072,7v7plus7,Player5,0.3,0.0,4.9,5.3,0.0,0
3073,Functional-passing,Player5,0.4,0.0,8.4,9.6,8.4,0
3074,Session,Player5,1.5,19.8,37.1,18.3,38.2,0
3075,7v7plus7,Player6,0.3,0.0,7.3,6.2,0.0,0
3076,Functional-passing,Player6,0.8,0.0,16.1,13.5,18.0,0
3077,7v7-and intermitte,Player6,1.4,0.0,32.6,20.8,0.0,0
3078,Session,Player6,2.4,54.0,54.3,39.6,39.4,0
3079,7v7plus7,Player7,0.3,0.0,3.9,9.1,0.0,0
3080,7v7-and intermitte,Player7,1.7,0.0,39.3,36.1,20.9,0
3081,Session,Player7,2.2,54.0,43.6,48.3,29.9,0
3082,Functional-passing,Player7,0.2,0.0,0.0,3.6,0.0,0
3083,Functional-passing,Player10,0.7,0.0,14.0,14.7,0.0,0
3084,7v7plus7,Player10,0.3,0.0,4.9,6.7,4.7,0
3085,Session,Player10,1.7,29.6,40.5,22.2,38.7,0
3086,Functional-passing,Player11,0.6,0.0,11.2,12.9,0.0,0
3087,7v7-and intermitte,Player11,2.1,0.0,51.1,32.5,0.0,0
3088,7v7plus7,Player11,0.4,0.0,7.7,9.1,0.0,0
3089,Session,Player11,3.2,64.7,69.5,54.3,0.0,0
3090,Functional-passing,Player14,0.8,0.0,16.7,10.3,17.7,0
3091,7v7plus7,Player14,0.2,0.0,4.4,5.4,4.0,0
3092,Session,Player14,1.5,29.6,34.5,13.9,35.8,0
3093,Functional-passing,Player16,0.3,0.0,4.9,7.5,0.0,0
3094,Session,Player16,1.3,19.8,41.0,9.3,0.0,0
3095,7v7plus7,Player16,0.2,0.0,3.8,2.4,0.0,0
3096,Session,Player17,1.0,19.4,0.0,0.0,0.0,0
3097,7v7-and intermitte,Player19,1.6,0.0,38.3,22.8,0.0,0
3098,Functional-passing,Player19,0.3,0.0,4.2,7.5,0.0,0
3099,Session,Player19,2.8,75.5,48.7,32.4,0.0,0
3100,7v7plus7,Player19,0.3,0.0,7.1,4.3,0.0,0
3101,Functional-passing,Player21,0.6,0.0,12.1,14.1,9.3,0
3102,7v7plus7,Player21,0.3,0.0,3.7,9.9,4.1,0
3103,Session,Player21,1.6,29.6,33.0,26.9,34.1,0
3104,Functional-passing,Player24,0.7,0.0,7.4,21.0,6.8,0
3105,Session,Player24,3.0,75.5,47.5,71.7,32.1,0
3106,7v7plus7,Player24,0.5,0.0,6.4,13.9,0.0,0
3107,7v7-and intermitte,Player24,1.8,0.0,34.4,37.7,0.0,0
3108,Session,Player25,2.7,54.0,71.4,45.7,42.3,0
3109,Functional-passing,Player25,0.9,0.0,20.8,14.6,16.4,0
3110,7v7-and intermitte,Player25,1.8,0.0,44.2,24.3,0.0,0
3111,7v7plus7,Player25,0.4,0.0,7.5,7.2,0.0,0
3112,7v7plus7,Player26,0.3,0.0,5.0,5.7,0.0,0
3113,Functional-passing,Player26,0.4,0.0,6.2,9.2,0.0,0
3114,Session,Player26,1.6,39.5,33.0,11.3,33.4,0
3115,Session,Player29,2.5,64.7,53.9,42.0,33.4,0
3116,7v7-and intermitte,Player29,1.9,0.0,44.8,28.8,0.0,0
3117,7v7plus7,Player29,0.4,0.0,6.8,8.7,5.3,0
3118,Functional-passing,Player29,0.2,0.0,2.6,6.5,0.0,0
3119,7v7-and intermitte,Player30,2.1,0.0,41.9,41.5,0.0,0
3120,Functional-passing,Player30,0.5,0.0,8.3,10.9,10.5,0
3121,7v7plus7,Player30,0.4,0.0,8.6,7.6,0.0,0
3122,Session,Player30,2.9,75.5,57.8,59.0,34.8,0
3123,Functional-passing,Player32,0.4,0.0,2.6,11.9,0.0,0
3124,Session,Player32,1.5,29.6,32.3,25.7,0.0,0
3125,7v7plus7,Player32,0.3,0.0,5.1,7.9,0.0,0
3126,11v1-and strength,Player1,1.1,0.0,21.8,21.7,21.7,0
3127,Session,Player1,2.4,58.8,42.0,47.7,40.5,0
3128,Warm-up,Player1,,0.0,0.0,0.0,0.0,0
3129,Game-11vs11,Player1,1.1,0.0,20.2,26.0,17.2,0
3130,Session,Player2,2.7,58.8,60.8,45.7,48.6,0
3131,Game-11vs11,Player2,1.5,0.0,34.5,32.2,21.4,0
3132,11v1-and strength,Player2,1.1,0.0,26.1,13.7,25.9,0
3133,Warm-up,Player2,,0.0,0.0,0.0,0.0,0
3134,Warm-up,Player3,,0.0,0.0,0.0,0.0,0
3135,Game-11vs11,Player3,0.9,0.0,17.9,20.2,15.1,0
3136,Session,Player3,2.1,47.0,39.4,39.3,40.0,0
3137,11v1-and strength,Player3,1.0,0.0,20.4,18.5,23.7,0
3138,Game-11vs11,Player5,1.3,0.0,29.0,22.0,27.1,0
3139,Session,Player5,1.7,35.3,33.2,29.8,34.4,0
3140,11v1-and strength,Player5,0.3,0.0,4.3,7.8,0.0,0
3141,Warm-up,Player5,,0.0,0.0,0.0,0.0,0
3142,Warm-up,Player6,,0.0,0.0,0.0,0.0,0
3143,Session,Player6,2.1,47.0,43.4,30.7,42.9,0
3144,Game-11vs11,Player6,0.8,0.0,16.5,19.3,13.3,0
3145,11v1-and strength,Player6,1.2,0.0,27.2,11.6,29.0,0
3146,11v1-and strength,Player7,0.8,0.0,10.6,20.8,16.5,0
3147,Game-11vs11,Player7,1.3,0.0,24.4,33.5,16.7,0
3148,Session,Player7,2.2,47.0,35.4,55.0,34.7,0
3149,Warm-up,Player7,,0.0,0.0,0.0,0.0,0
3150,Game-11vs11,Player10,0.9,0.0,19.6,22.0,14.4,0
3151,Warm-up,Player10,,0.0,0.0,0.0,0.0,0
3152,Session,Player10,2.2,58.8,40.4,33.2,39.0,0
3153,11v1-and strength,Player10,0.9,0.0,20.7,11.5,22.3,0
3154,11v1-and strength,Player11,0.5,0.0,4.7,10.4,11.8,0
3155,Game-11vs11,Player11,1.0,0.0,21.1,23.3,15.1,0
3156,Session,Player11,1.8,47.0,26.0,34.7,28.8,0
3157,Warm-up,Player11,,0.0,0.0,0.0,0.0,0
3158,11v1-and strength,Player14,1.0,0.0,20.5,17.2,20.7,0
3159,Warm-up,Player14,,0.0,0.0,0.0,0.0,0
3160,Session,Player14,2.0,47.0,36.3,33.2,39.0,0
3161,Game-11vs11,Player14,0.8,0.0,15.8,16.2,16.4,0
3162,Game-11vs11,Player16,0.7,0.0,12.9,17.9,13.5,0
3163,Warm-up,Player16,,0.0,0.0,0.0,0.0,0
3164,11v1-and strength,Player16,0.2,0.0,2.4,6.1,0.0,0
3165,Session,Player16,1.6,47.0,15.4,23.8,28.8,0
3166,Session,Player17,1.4,47.0,12.1,10.0,0.0,0
3167,11v1-and strength,Player19,0.6,0.0,7.9,7.1,16.2,0
3168,Warm-up,Player19,,0.0,0.0,0.0,0.0,0
3169,Session,Player19,1.7,47.0,27.6,23.2,34.6,0
3170,Game-11vs11,Player19,0.9,0.0,19.9,16.2,0.0,0
3171,Game-11vs11,Player21,1.1,0.0,22.5,23.5,22.9,0
3172,Warm-up,Player21,,0.0,0.0,0.0,0.0,0
3173,Session,Player21,2.3,58.8,37.8,44.8,36.5,0
3174,11v1-and strength,Player21,0.9,0.0,15.4,21.0,14.1,0
3175,Warm-up,Player24,,0.0,0.0,0.0,0.0,0
3176,11v1-and strength,Player24,0.7,0.0,8.9,21.6,9.8,0
3177,Session,Player24,2.3,47.0,29.7,65.3,29.3,0
3178,Game-11vs11,Player24,1.5,0.0,20.7,43.5,18.1,0
3179,Game-11vs11,Player25,1.1,0.0,21.6,18.0,27.6,0
3180,Session,Player25,2.0,58.8,26.8,25.6,37.7,0
3181,11v1-and strength,Player25,0.4,0.0,5.2,7.7,12.0,0
3182,Warm-up,Player25,,0.0,0.0,0.0,0.0,0
3183,Game-11vs11,Player26,0.8,0.0,13.4,17.7,13.5,0
3184,Session,Player26,1.6,47.0,22.4,26.1,30.2,0
3185,Warm-up,Player26,,0.0,0.0,0.0,0.0,0
3186,11v1-and strength,Player26,0.5,0.0,8.9,8.0,14.5,0
3187,Session,Player29,,0.0,0.0,0.0,0.0,0
3188,11v1-and strength,Player29,,0.0,0.0,0.0,0.0,0
3189,Warm-up,Player29,,0.0,0.0,0.0,0.0,0
3190,Game-11vs11,Player29,,0.0,0.0,0.0,0.0,0
3191,Warm-up,Player30,,0.0,0.0,0.0,0.0,0
3192,Game-11vs11,Player30,1.0,0.0,14.8,26.1,13.8,0
3193,11v1-and strength,Player30,0.6,0.0,5.9,15.2,0.0,0
3194,Session,Player30,1.6,35.3,20.7,41.1,29.3,0
3195,Session,Player32,1.9,35.3,34.7,43.3,36.2,0
3196,11v1-and strength,Player32,0.7,0.0,11.1,12.8,15.7,0
3197,Warm-up,Player32,,0.0,0.0,0.0,0.0,0
3198,Game-11vs11,Player32,1.2,0.0,23.6,29.8,17.7,0
3199,Tactic-warm up,Player1,0.3,0.0,4.6,6.7,0.0,0
3200,Core-and set piece,Player1,0.2,0.0,2.3,6.6,0.0,0
3201,Session,Player1,2.0,56.4,22.6,45.8,24.6,0
3202,Game-11v11,Player1,1.1,0.0,15.8,33.3,13.9,0
3203,Game-11v11,Player2,1.2,0.0,26.9,26.4,19.4,0
3204,Session,Player2,1.8,45.2,31.7,36.9,28.2,0
3205,Tactic-warm up,Player2,0.2,0.0,1.9,4.2,0.0,0
3206,Core-and set piece,Player2,0.2,0.0,3.1,6.0,5.1,0
3207,Game-11v11,Player3,1.2,0.0,21.8,32.3,18.2,0
3208,Session,Player3,1.9,33.9,32.5,52.9,30.2,0
3209,Core-and set piece,Player3,0.2,0.0,2.4,6.3,5.0,0
3210,Tactic-warm up,Player3,0.5,0.0,8.4,14.5,7.3,0
3211,Session,Player5,1.7,33.9,27.0,42.1,27.0,0
3212,Game-11v11,Player5,1.0,0.0,19.7,23.7,17.6,0
3213,Core-and set piece,Player5,0.4,0.0,1.7,10.4,0.0,0
3214,Tactic-warm up,Player5,0.4,0.0,5.6,8.2,0.0,0
3215,Session,Player6,1.7,33.9,26.9,45.3,24.2,0
3216,Game-11v11,Player6,1.1,0.0,20.6,27.4,14.4,0
3217,Core-and set piece,Player6,0.3,0.0,1.5,8.8,0.0,0
3218,Tactic-warm up,Player6,0.4,0.0,4.9,9.8,0.0,0
3219,Session,Player7,1.3,33.9,11.8,27.2,0.0,0
3220,Game-11v11,Player7,0.6,0.0,7.5,16.4,0.0,0
3221,Core-and set piece,Player7,0.2,0.0,2.1,5.6,0.0,0
3222,Tactic-warm up,Player7,0.2,0.0,1.4,4.2,0.0,0
3223,Session,Player10,1.6,45.2,19.9,30.5,22.6,0
3224,Game-11v11,Player10,0.8,0.0,13.5,20.5,12.2,0
3225,Core-and set piece,Player10,0.3,0.0,0.0,5.1,0.0,0
3226,Tactic-warm up,Player10,0.2,0.0,3.8,5.1,0.0,0
3227,Session,Player11,2.0,45.2,30.9,49.5,34.7,0
3228,Core-and set piece,Player11,0.5,0.0,2.3,15.1,0.0,0
3229,Tactic-warm up,Player11,0.4,0.0,7.5,8.7,0.0,0
3230,Game-11v11,Player11,1.2,0.0,21.2,26.9,26.0,0
3231,Core-and set piece,Player14,0.2,0.0,2.2,4.3,0.0,0
3232,Tactic-warm up,Player14,0.3,0.0,4.7,6.2,0.0,0
3233,Session,Player14,1.5,33.9,24.5,34.2,27.2,0
3234,Game-11v11,Player14,1.0,0.0,16.7,23.8,16.4,0
3235,Tactic-warm up,Player16,0.3,0.0,4.6,6.9,0.0,0
3236,Game-11v11,Player16,0.8,0.0,14.2,18.9,14.8,0
3237,Session,Player16,1.5,33.9,21.0,34.6,27.1,0
3238,Core-and set piece,Player16,0.3,0.0,2.3,8.8,0.0,0
3239,Core-and set piece,Player19,0.3,0.0,2.4,7.7,5.7,0
3240,Session,Player19,1.4,33.9,20.0,27.5,29.1,0
3241,Game-11v11,Player19,0.6,0.0,11.3,14.1,0.0,0
3242,Tactic-warm up,Player19,0.3,0.0,6.2,5.7,0.0,0
3243,Game-11v11,Player21,1.0,0.0,14.8,26.2,15.2,0
3244,Core-and set piece,Player21,0.2,0.0,0.0,4.2,0.0,0
3245,Session,Player21,1.5,33.9,19.2,37.8,22.9,0
3246,Tactic-warm up,Player21,0.3,0.0,4.1,7.4,0.0,0
3247,Core-and set piece,Player24,0.6,0.0,5.3,14.7,0.0,0
3248,Session,Player24,2.6,33.9,35.7,86.8,32.1,0
3249,Game-11v11,Player24,1.7,0.0,20.6,53.8,16.8,0
3250,Tactic-warm up,Player24,0.7,0.0,8.3,17.9,0.0,0
3251,Session,Player25,1.1,30.2,13.4,21.5,14.7,0
3252,Tactic-warm up,Player25,0.5,0.0,11.4,12.0,8.3,0
3253,Core-and set piece,Player25,0.4,0.0,2.0,9.9,0.0,0
3254,Session,Player26,1.6,33.9,25.9,37.4,29.0,0
3255,Tactic-warm up,Player26,0.3,0.0,6.5,7.3,0.0,0
3256,Game-11v11,Player26,0.9,0.0,16.1,21.9,14.9,0
3257,Core-and set piece,Player26,0.3,0.0,2.0,7.8,0.0,0
3258,Tactic-warm up,Player27,0.1,0.0,1.6,3.8,0.0,0
3259,Session,Player27,0.7,21.5,6.6,8.2,0.0,0
3260,Tactic-warm up,Player29,0.4,0.0,5.5,10.8,0.0,0
3261,Core-and set piece,Player29,0.3,0.0,0.0,6.2,0.0,0
3262,Game-11v11,Player29,0.7,0.0,11.6,16.2,15.1,0
3263,Session,Player29,1.6,45.2,18.1,32.1,27.1,0
3264,Core-and set piece,Player30,0.4,0.0,2.3,11.8,0.0,0
3265,Game-11v11,Player30,1.2,0.0,18.8,33.6,19.1,0
3266,Session,Player30,2.0,45.2,25.2,54.2,30.2,0
3267,Tactic-warm up,Player30,0.4,0.0,4.1,9.8,0.0,0
3268,Core-and set piece,Player32,0.6,0.0,2.6,15.6,0.0,0
3269,Tactic-warm up,Player32,0.5,0.0,7.8,10.4,8.8,0
3270,Game-11v11,Player32,1.1,0.0,18.4,28.9,17.0,0
3271,Session,Player32,1.9,33.9,28.8,54.0,32.3,0
3272,11v10,Player1,0.8,0.0,10.1,18.6,0.0,0
3273,Warm-up,Player1,0.2,0.0,2.3,5.8,0.0,0
3274,Session,Player1,1.1,29.0,12.4,24.2,0.0,0
3275,Session,Player2,1.1,29.0,18.2,20.0,18.2,0
3276,11v10,Player2,0.8,0.0,15.4,16.9,14.8,0
3277,Warm-up,Player2,0.1,0.0,2.8,2.7,0.0,0
3278,Session,Player3,0.9,19.4,12.0,21.5,0.0,0
3279,Warm-up,Player3,0.2,0.0,3.3,4.9,0.0,0
3280,11v10,Player3,0.6,0.0,8.6,15.4,0.0,0
3281,11v10,Player5,1.1,0.0,18.9,25.5,18.5,0
3282,Warm-up,Player5,0.2,0.0,3.7,4.7,0.0,0
3283,Session,Player5,1.2,19.4,22.8,31.9,21.6,0
3284,Session,Player6,0.9,19.4,17.7,18.9,17.2,0
3285,Warm-up,Player6,0.2,0.0,2.9,3.8,0.0,0
3286,11v10,Player6,0.7,0.0,14.7,15.0,13.3,0
3287,Warm-up,Player7,0.3,0.0,3.9,7.8,0.0,0
3288,11v10,Player7,1.1,0.0,18.2,24.2,0.0,0
3289,Session,Player7,1.6,38.7,22.1,31.7,0.0,0
3290,Warm-up,Player10,0.1,0.0,2.8,2.5,0.0,0
3291,11v10,Player10,1.0,0.0,20.0,22.1,16.8,0
3292,Session,Player10,1.2,29.0,22.7,24.4,20.0,0
3293,11v10,Player11,0.8,0.0,16.6,17.1,14.0,0
3294,Warm-up,Player11,0.3,0.0,4.3,6.9,0.0,0
3295,Session,Player11,1.2,29.0,21.0,25.3,18.6,0
3296,11v10,Player14,0.8,0.0,17.6,17.5,15.6,0
3297,Session,Player14,1.2,29.0,20.7,22.6,19.6,0
3298,Warm-up,Player14,0.2,0.0,2.8,5.2,0.0,0
3299,11v10,Player16,0.7,0.0,14.4,10.4,14.1,0
3300,Warm-up,Player16,0.3,0.0,5.0,5.4,0.0,0
3301,Session,Player16,1.1,29.0,19.4,15.4,18.8,0
3302,11v10,Player19,0.6,0.0,12.1,10.3,12.6,0
3303,Warm-up,Player19,0.2,0.0,4.0,4.4,0.0,0
3304,Session,Player19,1.0,29.0,16.1,13.9,17.8,0
3305,Warm-up,Player21,0.2,0.0,2.3,5.3,0.0,0
3306,Session,Player21,1.2,29.0,19.5,28.5,15.4,0
3307,11v10,Player21,0.9,0.0,17.2,23.2,11.8,0
3308,Warm-up,Player24,0.4,0.0,3.9,10.1,0.0,0
3309,11v10,Player24,1.0,0.0,12.5,25.8,0.0,0
3310,Session,Player24,1.4,29.0,16.3,34.9,0.0,0
3311,Session,Player25,0.9,18.2,18.4,10.9,21.9,0
3312,Warm-up,Player25,0.2,0.0,5.1,4.0,0.0,0
3313,Session,Player26,1.1,19.4,21.3,22.0,23.1,0
3314,Warm-up,Player26,0.2,0.0,4.1,3.9,0.0,0
3315,11v10,Player26,0.9,0.0,16.8,17.5,18.6,0
3316,Session,Player27,2.2,48.4,39.8,0.0,0.0,0
3317,11v10,Player27,1.7,0.0,33.6,0.0,0.0,0
3318,Warm-up,Player27,0.1,0.0,2.3,0.0,0.0,0
3319,Warm-up,Player29,0.2,0.0,4.9,3.7,0.0,0
3320,Session,Player29,1.0,19.4,22.0,18.8,0.0,0
3321,11v10,Player29,0.8,0.0,17.1,14.7,0.0,0
3322,Warm-up,Player30,0.2,0.0,2.5,4.2,0.0,0
3323,Session,Player30,1.2,24.2,20.3,31.2,19.3,0
3324,11v10,Player30,1.0,0.0,17.8,27.1,15.2,0
3325,11v10,Player32,1.0,0.0,19.4,22.3,17.4,0
3326,Session,Player32,1.3,29.0,23.1,28.8,22.1,0
3327,Warm-up,Player32,0.3,0.0,3.7,6.5,0.0,0
3328,Session,Player1,1.1,27.0,25.2,2.5,0.0,0
3329,Session,Player3,2.0,26.8,42.6,25.6,55.0,0
3330,Session,Player5,1.0,17.7,23.6,0.0,0.0,0
3331,Session,Player7,1.8,26.8,45.9,34.2,0.0,0
3332,Session,Player24,1.9,36.8,46.1,32.2,32.9,0
3333,Session,Player27,1.3,27.0,24.7,0.0,0.0,0
3334,Defensive-line,Player1,1.4,0.0,22.7,37.0,23.6,0
3335,Session,Player1,1.8,41.8,27.1,42.8,29.7,0
3336,Warm-up,Player1,0.3,0.0,4.4,5.9,6.5,0
3337,Defensive-line,Player2,1.7,0.0,32.7,30.5,39.3,0
3338,Session,Player2,1.8,31.3,36.2,33.4,42.0,0
3339,Warm-up,Player2,0.2,0.0,3.7,3.1,0.0,0
3340,Warm-up,Player3,0.3,0.0,5.4,0.0,0.0,0
3341,Defensive-line,Player3,0.9,0.0,15.9,15.3,21.1,0
3342,Session,Player3,1.4,41.8,22.5,19.2,26.1,0
3343,Session,Player5,2.0,52.2,34.3,32.2,34.3,0
3344,Defensive-line,Player5,1.2,0.0,25.4,22.8,25.5,0
3345,Warm-up,Player5,0.3,0.0,5.4,8.0,0.0,0
3346,Session,Player6,1.3,31.3,26.1,19.1,26.6,0
3347,Defensive-line,Player6,0.9,0.0,18.6,14.1,20.8,0
3348,Warm-up,Player6,0.3,0.0,7.5,5.3,0.0,0
3349,Session,Player7,1.2,36.5,12.9,19.1,0.0,0
3350,Warm-up,Player7,0.3,0.0,6.1,6.2,0.0,0
3351,Defensive-line,Player7,0.5,0.0,6.8,13.0,0.0,0
3352,Defensive-line,Player10,1.1,0.0,21.8,17.3,27.9,0
3353,Warm-up,Player10,0.2,0.0,4.6,2.7,0.0,0
3354,Session,Player10,1.8,52.2,28.0,20.5,32.2,0
3355,Session,Player11,2.1,52.2,45.8,42.0,27.4,0
3356,Defensive-line,Player11,1.4,0.0,34.4,30.3,18.9,0
3357,Warm-up,Player11,0.4,0.0,9.0,8.2,0.0,0
3358,Warm-up,Player14,0.3,0.0,5.6,0.0,0.0,0
3359,Session,Player14,1.2,31.3,19.9,18.5,20.4,0
3360,Defensive-line,Player14,0.7,0.0,14.3,15.3,15.0,0
3361,Defensive-line,Player19,0.8,0.0,16.3,11.2,17.4,0
3362,Warm-up,Player19,0.3,0.0,6.3,3.7,0.0,0
3363,Session,Player19,1.2,31.3,22.4,15.1,22.4,0
3364,Session,Player21,0.5,18.3,5.4,5.1,6.7,0
3365,Warm-up,Player24,0.3,0.0,4.1,7.7,0.0,0
3366,Session,Player24,2.1,31.3,31.9,62.9,32.8,0
3367,Defensive-line,Player24,1.8,0.0,25.2,50.2,27.3,0
3368,Defensive-line,Player26,1.2,0.0,23.3,25.7,22.2,0
3369,Session,Player26,1.7,41.8,30.6,32.9,28.2,0
3370,Warm-up,Player26,0.3,0.0,6.7,6.2,0.0,0
3371,Session,Player27,0.7,20.9,8.8,12.0,0.0,0
3372,Warm-up,Player27,0.1,0.0,2.0,0.0,0.0,0
3373,Defensive-line,Player27,0.5,0.0,6.9,11.3,0.0,0
3374,Session,Player29,2.2,62.6,41.2,31.3,37.1,0
3375,Defensive-line,Player29,1.2,0.0,27.0,19.8,23.2,0
3376,Warm-up,Player29,0.5,0.0,11.9,8.3,10.4,0
3377,Warm-up,Player30,0.4,0.0,9.3,8.1,0.0,0
3378,Defensive-line,Player30,1.4,0.0,24.5,36.4,16.7,0
3379,Session,Player30,2.5,73.1,37.4,50.1,27.0,0
3380,Warm-up,Player32,0.3,0.0,5.1,6.3,0.0,0
3381,Defensive-line,Player32,1.1,0.0,18.6,28.3,16.7,0
3382,Session,Player32,1.4,31.3,23.7,35.1,21.9,0
3383,5v2,Player1,0.2,0.0,0.0,4.6,0.0,0
3384,Game-11v11,Player1,1.0,0.0,16.3,25.2,15.2,0
3385,Session,Player1,2.3,46.0,38.5,58.8,37.9,0
3386,11v1-and set piece,Player1,1.2,0.0,22.0,29.2,20.6,0
3387,11v1-and set piece,Player2,1.4,0.0,26.6,23.7,30.6,0
3388,Game-11v11,Player2,1.0,0.0,19.3,22.7,15.3,0
3389,Session,Player2,2.2,34.5,45.9,46.9,48.3,0
3390,5v2,Player2,,0.0,0.0,0.0,0.0,0
3391,5v2,Player3,0.5,0.0,0.0,9.8,0.0,0
3392,Session,Player3,2.3,46.0,39.6,56.0,40.2,0
3393,11v1-and set piece,Player3,1.1,0.0,21.5,21.8,25.2,0
3394,Game-11v11,Player3,0.9,0.0,16.4,23.2,12.2,0
3395,11v1-and set piece,Player5,0.8,0.0,8.4,25.1,11.9,0
3396,Game-11v11,Player5,0.7,0.0,9.7,20.5,10.8,0
3397,Session,Player5,2.1,57.5,19.2,49.7,26.6,0
3398,5v2,Player5,0.1,0.0,0.0,2.0,0.0,0
3399,5v2,Player6,0.1,0.0,0.0,1.3,0.0,0
3400,11v1-and set piece,Player6,1.4,0.0,29.6,18.9,31.4,0
3401,Session,Player6,2.1,34.5,48.8,36.6,46.7,0
3402,Game-11v11,Player6,0.8,0.0,16.7,15.9,12.0,0
3403,11v1-and set piece,Player7,1.1,0.0,15.9,32.6,14.4,0
3404,Session,Player7,2.3,40.2,33.8,68.1,30.9,0
3405,5v2,Player7,0.3,0.0,0.0,6.3,0.0,0
3406,Game-11v11,Player7,1.2,0.0,17.3,29.4,0.0,0
3407,5v2,Player10,0.2,0.0,0.0,3.8,0.0,0
3408,11v1-and set piece,Player10,1.1,0.0,21.3,19.7,25.3,0
3409,Session,Player10,2.4,57.5,41.0,50.3,43.9,0
3410,Game-11v11,Player10,1.0,0.0,18.4,27.2,13.0,0
3411,11v1-and set piece,Player11,0.9,0.0,10.9,23.5,0.0,0
3412,Game-11v11,Player11,1.0,0.0,16.9,22.6,0.0,0
3413,5v2,Player11,0.4,0.0,0.0,7.9,0.0,0
3414,Session,Player11,2.4,57.5,28.6,53.6,0.0,0
3415,Game-11v11,Player14,1.0,0.0,15.7,21.9,0.0,0
3416,11v1-and set piece,Player14,1.0,0.0,21.7,17.0,22.2,0
3417,5v2,Player14,0.1,0.0,0.0,1.5,0.0,0
3418,Session,Player14,1.9,34.5,38.3,41.3,37.4,0
3419,Session,Player19,1.4,34.5,22.7,25.9,0.0,0
3420,11v1-and set piece,Player19,0.6,0.0,12.8,12.7,0.0,0
3421,Game-11v11,Player19,0.6,0.0,9.5,12.6,0.0,0
3422,5v2,Player19,0.0,0.0,0.0,0.9,0.0,0
3423,5v2,Player21,,0.0,0.0,0.0,0.0,0
3424,11v1-and set piece,Player21,0.9,0.0,17.6,21.9,16.1,0
3425,Session,Player21,1.7,23.0,36.0,44.8,32.6,0
3426,Game-11v11,Player21,0.9,0.0,18.3,22.9,14.0,0
3427,11v1-and set piece,Player24,1.8,0.0,26.6,51.1,21.1,0
3428,5v2,Player24,0.6,0.0,0.0,11.4,0.0,0
3429,Session,Player24,3.1,34.5,41.7,103.7,36.2,0
3430,Game-11v11,Player24,1.3,0.0,13.8,40.2,11.5,0
3431,11v1-and set piece,Player26,1.5,0.0,26.4,35.1,25.4,0
3432,5v2,Player26,0.3,0.0,0.0,6.9,0.0,0
3433,Game-11v11,Player26,1.0,0.0,14.5,28.8,13.1,0
3434,Session,Player26,2.6,46.0,43.0,70.6,43.4,0
3435,Game-11v11,Player27,0.7,0.0,8.7,16.8,0.0,0
3436,11v1-and set piece,Player27,0.6,0.0,5.5,12.5,13.6,0
3437,Session,Player27,1.3,23.0,15.0,30.9,28.3,0
3438,5v2,Player27,0.1,0.0,0.0,1.6,0.0,0
3439,11v1-and set piece,Player29,0.7,0.0,8.7,18.9,0.0,0
3440,Game-11v11,Player29,0.9,0.0,14.0,23.5,12.8,0
3441,5v2,Player29,0.3,0.0,0.0,5.3,0.0,0
